Planning Application No,Proposal,Property Address,Decision,Date decision issued
21/01078/B,Creation of a driveway and vehicular access,Thanehurst Tromode Road Douglas Isle Of Man IM2 5EH ,REF,28-Oct-21
21/01083/B,Erection of an extension to rear elevation,Wayside Saint Marys Road Port Erin Isle Of Man IM9 6JL,REF,26-Nov-21
21/01086/B,Erection of 12 cooling units and level access to North Elevation,Douglas North Telecommunications Centre Greenfield Road Douglas Isle Of Man IM2 6ED ,PER,15-Dec-21
21/01088/B,Erection of rear ground floor extension and two storey extension to side elevation,59 All Saints Park Lonan Laxey Isle Of Man IM4 7LD ,PER,11-Nov-21
21/01090/B,"Alterations including replacement of existing windows, cladding, decking and erection of porch extension",Springside Mullinaragher Road Santon Isle Of Man IM4 2HR,PER,16-Nov-21
21/01092/B,Re roofing works and replacement of existing door / window with patio doors,4 Duke Street Peel Isle Of Man IM5 1NG,PER,10-Nov-21
21/01095/B,Tarmac part of an existing car park including associated access road,Car Park East Of Mike Hailwood Centre And  Grandstand Glencrutchery Road Douglas Isle Of Man IM2 6DA ,PER,11-Nov-21
21/01097/B,Window and door alterations to dwelling,8 Alderley Close Douglas Isle Of Man IM2 1NT,PER,19-Nov-21
21/01098/B,"Alterations, removal of chimney and erection of extension",Ballahowin Orrisdale Kirk Michael Isle Of Man IM6 2HP ,PER,16-Dec-21
21/01100/B,Conversion of building into five residential units,Stanley House Second Avenue Onchan Isle Of Man IM3 4LT ,REF,16-Nov-21
21/01101/B,Additional use of butchers shop (class 1.1) to include hot food sales (class 1.4) and installation of an external intake grill and ventilation flue,Unit 30D Alder Road Douglas Isle Of Man IM2 1EH ,PER,02-Dec-21
21/01104/B,Creation of additional off road parking and widening of vehicular access,Fairholme Peveril Avenue Peel Isle Of Man IM5 1QA,PER,02-Dec-21
21/01111/B,Erection of an agricultural storage building,Field 314293 Staarvey Road Peel Isle Of Man  ,PER,16-Dec-21
21/01112/B,Installation of replacement roof slates,7 Briarfield Avenue Onchan Isle Of Man IM3 3JN,PER,28-Oct-21
21/01114/B,Erection of a detached garage with storage space and office above,Treljah House Treljah Lane Glen Maye Isle Of Man IM5 3AY,PER,02-Dec-21
21/01115/B,Widening of existing driveway,122 Ballabrooie Drive Douglas Isle Of Man IM1 4HJ,PER,25-Oct-21
21/01118/C,Additional use of existing archive room and store areas for storage and distribution for a food bank,Commissioners Office 12 Bridson Street Port Erin Isle Of Man IM9 6AN,PER,01-Dec-21
21/01120/CON,"Registered Building consent for demolition of rear extension, alterations and repair to former yard wall, Registered Building Number 27",Former Police Station The Quay Castletown Isle Of Man IM9 1LD,PER,23-Dec-21
21/01121/GB,"Demolition of rear extension, alterations and repair to former yard wall, Registered Building Number 27",Former Police Station The Quay Castletown Isle Of Man IM9 1LD,PER,23-Dec-21
21/01123/MCH,Minor Change application to PA 21/00059/B involving raising of roof to approved converted outbuilding to provide tourist and residential accommodation,Ballig Handleys Corner Kirk Michael Isle Of Man IM6 1AY,REF,25-Nov-21
21/01125/B,"Replacement of existing window with a door, creation of new window, erection of a detached garage, summer house, and fencing",Riverside House Lower Rencell Hill Laxey Isle Of Man IM4 7AT ,PER,24-Nov-21
21/01126/B,Erection of replacement rear extension,15 Lower Cronk Orry Minorca Hill Laxey Isle Of Man IM4 7EG ,PER,19-Nov-21
21/01127/B,"Removal of two chimneys, re roofing works and rendering works to dwelling",Rheynn Cullyn  Rhencullen Kirk Michael Isle Of Man IM6 2HA ,PER,03-Dec-21
21/01128/B,Installation of plastic panels to dormer window sides (retrospective),Flat 3   22 Windsor Road Douglas Isle Of Man IM1 3LG,PER,08-Dec-21
21/01131/B,Installations of replacement windows to front and rear elevations,Harbourside Cottages 2 Tuppers Terrace Tent Road Laxey Isle Of Man IM4 7DB ,PER,28-Oct-21
21/01132/B,Erection of extension and raised terrace to rear elevation,21 Baldrine Park Baldrine Isle Of Man IM4 6DD,PER,08-Dec-21
21/01135/B,Erection of a first floor extension with associated balcony,White Strand House Knocksharry Road Lhergydhoo Peel Isle Of Man IM5 2AE ,PER,24-Nov-21
21/01136/B,Erection of extension of existing Garage to create extra storage,Hillside Strang Road Union Mills Isle Of Man IM4 4NW,PER,06-Dec-21
21/01138/B,Erection of a sunroom to replace existing conservatory with associated raised decking,Cloverdale Hibernia Ramsey Isle Of Man IM7 1ER ,PER,11-Nov-21
21/01143/B,Replacement of existing garage door with new doorway and alterations to window at rear elevation,Kenmere Maine Road Port Erin Isle Of Man IM9 6LQ,PER,24-Nov-21
21/01144/B,Erection of extensions to dwelling,Smeale Beg Smeale Ramsey Isle Of Man IM7 3EB ,PER,25-Nov-21
21/01145/B,"Erection of rear garden terrace, rear first floor balcony and window / door alterations",Keayn Reayrt Croit E Quill Road Laxey Isle Of Man IM4 7JD,PER,11-Nov-21
21/01146/MCH,Minor Change application to PA 17/01339/B involving alterations to approved gas boiler flue,4 Royal Terrace Onchan Isle Of Man IM3 1EE,PER,09-Dec-21
21/01147/B,Conversion of outbuilding to provide living accommodation,Ashtree Cottage Ballavitchel Road Crosby Isle Of Man IM4 2DL,PER,15-Dec-21
21/01148/B,"Alterations, erection of front porch and rear extensions",Crossag Farm House Crossag Road Ballasalla Isle Of Man IM9 3EF ,PER,26-Nov-21
21/01149/LAW,Certificate of Lawful Development for the erection of a garage and rear extension,13 Pickard Close Castletown Isle Of Man IM9 1BB,CLAWA,28-Oct-21
21/01151/B,Erection of an extension to rear elevation,Glen View Lhagg Road Dalby Isle Of Man IM5 3BU,PER,23-Nov-21
21/01152/B,Creation of raised decking and associated patio doors,Chevalier Belmont Hill Douglas Isle Of Man IM1 4NZ ,PER,23-Dec-21
21/01153/C,Additional use of dwelling as tourist living accommodation,Cronk Urleigh Lodge Douglas Road Kirk Michael Isle Of Man IM6 1AU,PER,26-Nov-21
21/01155/B,"Erection of a detached ancillary building and installation of flue, balcony, and window/door alterations to existing dwelling (retrospective)",Abbeycourt Abbeylands Isle Of Man IM4 5ED ,PER,01-Nov-21
21/01157/B, Re-siting of existing poly tunnel,Field 121077 & Dhowin Cottage Smeale Road Andreas Isle Of Man IM7 4JA ,PER,10-Dec-21
21/01160/CON,Registered building consent for installation of replacement roof tiles RB No. 1,Bishopscourt Mansion House Bishopscourt Kirk Michael Isle Of Man IM6 2EZ ,PER,02-Dec-21
21/01164/GB,Installation of replacement roof tiles (in association with 21/01160/CON) RB No. 1,Bishopscourt Mansion House Bishopscourt Kirk Michael Isle Of Man IM6 2EZ ,PER,02-Dec-21
21/01172/B,"Alterations, erection of two storey extension to front elevation, rendering works and replacement roof slates",13 Mountain View Peel Isle Of Man IM5 1QF,PER,03-Dec-21
21/01173/B,"Alterations, raising of garage roof, installation of a roof lantern and extension of hard standing",52 Laurel Avenue Onchan Isle Of Man IM3 3JG,PER,11-Nov-21
21/01174/LAW,Certificate of Lawful Development for the erection of a rear extension,Bryn-Teg 9 Bowling Green Road Castletown Isle Of Man IM9 1EA,CLAWA,28-Oct-21
21/01176/B,Balcony to be enclosed with glazing and a flat roof,17 Banks Howe Onchan Isle Of Man IM3 2EN,PER,16-Nov-21
21/01179/B,"Erection of extension, installation of ramped access and widening of driveway and vehicular access",2 Ballaterson Road Peel Isle Of Man IM5 1BJ,PER,03-Dec-21
21/01180/B,Installation of replacement roof tiles,Briar Cottage  Thie Ny Garee Baldhoon Road Laxey Isle Of Man IM4 7QF ,PER,16-Nov-21
21/01181/B,Conversion and extensions to create a single residential dwelling,1 & 2 Mount Sayle Port E Vullen Ramsey Isle Of Man IM7 1AP ,PER,26-Nov-21
21/01182/MCH,"Minor Change application to PA 20/00813/B involving replacing garage door with a window, replace rear pitched roof with a flat roof and window alterations",35 Groudle Road Onchan Isle Of Man IM3 2EF,PER,28-Oct-21
21/01186/MCH,Minor Change application to PA 20/01271/B involving door / window alterations and repositioning of approved roof lights and flue,9 Manor View Douglas Isle Of Man IM2 2PB,SPLIT,27-Oct-21
21/01191/B,Removal of a chimney stack,113 Royal Avenue Onchan Isle Of Man IM3 1LA,PER,16-Nov-21
21/01194/B,Installation or replacement slate tiles to rear elevation (retrospective),Isabella Cottage 24 Mines Road Laxey Isle Of Man IM4 7NH,PER,26-Nov-21
21/01196/B,Alterations and erection of extension to side and rear elevations,6 The Links Peel Isle Of Man IM5 1LN ,PER,03-Dec-21
21/01197/B,Installation of a flue,Dreem Rhennee Glen Auldyn Ramsey Isle Of Man IM7 2AF ,PER,26-Nov-21
21/01198/MCH,"Minor Change application to PA 20/00249/B involving alterations to approved extension consisting of wall re arrangement, addition of gutter and change of size of door opening",8 Woodbourne Villas Alexander Drive Douglas Isle Of Man IM2 3QG ,PER,19-Nov-21
21/01203/B,Erection of a replacement extension to rear and side elevations,Sheun Vollyr Baldhoon Road Laxey Isle Of Man IM4 7NA,PER,30-Dec-21
21/01206/B,Replacement of existing conservatory roof with tiles,Oakfield Old Laxey Hill Laxey Isle Of Man IM4 7BT,PER,16-Nov-21
21/01207/D,Installation of illuminated signage to front elevation,Ye Old Royal Oak 14 - 16 Market Place East Ramsey Isle Of Man IM8 1JY ,PER,16-Nov-21
21/01208/B,Installation of a shipping container for storage of tools and equipment during the development of the nature reserve (retrospective),Manx Birdlife Point Of Ayre Reserve Cranstal Bride Isle Of Man IM7 4BS ,PER,15-Dec-21
21/01211/C,Additional use of dwelling as tourist accommodation,Thie Spooyt Dreemskerry Ramsey Isle Of Man IM7 1BF ,PER,16-Nov-21
21/01212/B,Installation of replacement windows and doors,25 Malew Street Castletown Isle Of Man IM9 1AD,PER,17-Dec-21
21/01214/B,Creation of driveway and vehicular access (retrospective),8 Norwood Drive Douglas Isle Of Man IM2 5HJ,REF,23-Dec-21
21/01216/B,Replacement of existing integral garage with 2 storey extension,Croit Kilvine Rencell Laxey Isle Of Man IM4 7BN ,PER,23-Dec-21
21/01218/B,Extension of residential curtilage (retrospective),Thie Cheerey Andreas Village Isle Of Man IM7 4HH ,PER,01-Nov-21
21/01220/B,"Alterations including removal of chimney stacks, rendering works, installation to patio doors, porch and windows (retrospective)",3 Croit E Cubbon Colby Isle Of Man IM9 4NN ,PER,03-Dec-21
21/01221/B,Alterations and erection of an extension to existing dwelling with additional tourist use,Cranford Breeze Hill Laxey Isle Of Man IM4 7DL,PER,21-Dec-21
21/01222/B,"Alterations including replacement of existing dormers with a new roof pitch, first floor balcony, and increase in size of ground floor window at front elevation",Braeside Clay Head Road Baldrine Isle Of Man IM4 6DL,PER,10-Dec-21
21/01224/B,"Installation of replacement windows, doors and meter box (retrospective)",9 Mona Street Ramsey Isle Of Man IM8 1BD,PER,16-Nov-21
21/01227/B,Erection of carport frames to rear car parking area and installation of solar panels,Zurich House Isle Of Man Business Park Douglas Isle Of Man IM2 2QZ ,PER,02-Dec-21
21/01228/CON,Registered building consent for demolition elements relating to PA 21/01221/B,Cranford Breeze Hill Laxey Isle Of Man IM4 7DL,PER,16-Dec-21
21/01229/B,Installation of replacement roof tiles,126 Royal Avenue Onchan Isle Of Man IM3 1LJ,PER,26-Nov-21
21/01232/B,Alterations to existing vehicular access and driveway,28 Harcroft Avenue Douglas Isle Of Man IM2 1PD,PER,03-Dec-21
21/01240/B,Replacement of existing garage door with patio doors,29 Ballalough Estate Andreas Isle Of Man IM7 4HU,PER,26-Nov-21
21/01241/B,Erection of a single storey extension,Ash Lodge Patrick Road St Johns Isle Of Man IM4 3BR,WDN,25-Oct-21
21/01248/B,Alterations and erection of single storey extension to rear elevation,74 Malew Street Castletown Isle Of Man IM9 1LS,PER,09-Dec-21
21/01251/B,Installation of replacement roof tiles,34 Rheast Mooar Lane Ramsey Isle Of Man IM8 3LW,PER,15-Dec-21
21/01260/MCH,Minor Changes application to PA19/00234/B involving alterations to window location and removal of a chimney stack,Eastleigh Crescent Road Ramsey Isle Of Man IM8 2JR,PER,10-Dec-21
21/01266/B,Creation of additional off road parking,1 Ballakeyll Colby Isle Of Man IM9 4AY,PER,10-Dec-21
21/01272/B,Alterations and erection of a single storey extension to rear elevation and 2 storey extension to side elevation,Bwaane Mwyllin Rhenab Road Glen Mona Ramsey Isle Of Man IM7 1EL ,PER,30-Dec-21
21/01275/CON,Registered building consent for replacement of windows and roof light on second floor (RB.164),Ivy Bank Falcon Cliff Terrace Douglas Isle Of Man IM2 4AY,PER,30-Nov-21
21/01277/B,Installation of roof lights to front and rear elevations,Enderley Main Road Greeba Isle Of Man IM4 3LD,PER,21-Dec-21
21/01278/B,Installation of new French doors to provide access to existing first floor external balcony,Castletown Civic Centre 1 Farrants Way Castletown Isle Of Man IM9 1NR ,PER,22-Dec-21
21/01281/B,Variation of condition 1 to PA 19/01164/B for erection of a two storey complex comprising of twelve apartments with associated car parking and landscaping to extend the period of approval for a further 1 year,Close Woirrey Ramsey Isle Of Man IM8 2EJ,PER,03-Dec-21
21/01286/B,Erection of an extension to the rear elevation.,4 Somerset Road Douglas Isle Of Man IM2 5AD,PER,22-Dec-21
21/01305/B,Erection of proposed detached dwelling with integral garage on vacant plot,Vacant Plot Adjacent To Alberta  Grove Mount Ramsey IM8 3HN,PER,09-Dec-21
21/01309/B,Erection of new fence and hedge to rear / roadside garden,Glen Kella Mountain Road Douglas Isle Of Man IM2 6DG,PER,17-Dec-21
21/01310/D,"Installation of illuminated, non-illuminated and digital signage",Costa Coffee Retail Unit  Crosby Meadow Estate Peel Road Crosby Isle Of Man  ,PER,22-Dec-21
21/01312/LAW,Certificate of Lawful Development for the erection of an enlarged conservatory,Trollaby House Trollaby Lane Union Mills Isle Of Man IM4 4AW ,CLAWA,22-Dec-21
21/01320/C,Change of use from retail to betting shop,3 Victoria Buildings Parliament Street Ramsey Isle Of Man IM8 1AX ,PER,03-Dec-21
21/01323/LAW,Certificate of Lawful Development for rendering works to front elevation,Level Inn House The Level Colby Isle Of Man IM9 4AG,CLAWA,08-Dec-21
21/01331/B,"Alterations, erection of extension with balcony above, re roofing works and creation of new driveway",Ballamin Cottage Lhen Road Bride Isle Of Man IM7 4BG,PER,24-Dec-21
21/01340/B,Alterations and extension to sun room at rear elevation and removal of a chimney stack,Cintra Alexander Drive Douglas Isle Of Man IM2 3QX,PER,23-Dec-21
21/01356/B,Replacement of entrance canopy,Admiral House Loch Promenade Douglas Isle Of Man IM1 2LX ,PER,24-Dec-21
21/01387/MCH,"Minor Change application to PA 19/00856/B involving installation of roof light to east and west elevation of hobby room, installation of two windows to north gable of hobby room and relocation of flue (retrospective)",28 Cronk Cullyn Colby Isle Of Man IM9 4NQ ,PER,21-Dec-21
21/01406/B,"Alteration to previous approval under PA17/01078/B to include two roof top office pods, additional access door to car park, enclosure bins and site entry gate.",Celtic House Victoria Street Douglas Isle Of Man IM1 2LR,PER,24-Dec-21
21/01422/CON,"Registered Building consent to provide new toilets, installation of a platform lift, provision of new kitchen facilities, alterations to stage area, works to address damp issues and removal of vestibule. Registered Building no's 106.",St Matthews Church Hall North Quay Douglas Isle Of Man IM1 4LB ,PER,23-Dec-21
21/01425/B,Installation of a replacement front door,Ballaskyr 18 Cronkbourne Road Douglas Isle Of Man IM2 3LB,PER,30-Dec-21
21/10001/S1,Application for de-registration of a building (RB295),Cosy Nook Shore Road Port Erin Isle Of Man IM9 6HH,REF,05-Oct-21
