SubUnit_Name,House_Number,House_Name,Street_Name,Locality,Town,Postcode,Parish_,Market_Value,Consideration,Acquisition_Date,CompletionDate
, 12,,Rowan Avenue,,Peel,IM5 1WG,German,"248,208.00","248,208.00",26/07/2013,14/11/2013
, 12,,Rowan Avenue,,Peel,IM5 1WG,German,"245,000.00","245,000.00",20/06/2014,29/09/2014
, 12,,Rowan Avenue,,Peel,IM5 1WG,German,"245,000.00","245,000.00",28/10/2015,16/02/2016
, 12,,Rowan Avenue,,Peel,IM5 1WG,German,"251,000.00","251,000.00",03/06/2016,18/07/2016
, 5,Ballaraye,Marine Parade,,Peel,IM5 1PB,German,,"200,000.00",01/10/2003,02/12/2003
, 5,Ballaraye,Marine Parade,,Peel,IM5 1PB,German,0.25,0.25,05/01/2009,24/02/2009
, 8,,Aspen Drive,,Peel,IM5 1WT,German,,"177,500.00",18/07/2003,24/03/2004
, 8,,Aspen Drive,,Peel,IM5 1WT,German,,"190,000.00",24/02/2006,01/06/2006
, 8,,Aspen Drive,,Peel,IM5 1WT,German,"256,000.00","256,000.00",30/04/2015,13/11/2015
, 8,,Aspen Drive,,Peel,IM5 1WT,German,"247,000.00","247,000.00",13/10/2017,29/11/2017
, 8,,Rowan Avenue,,Peel,IM5 1WG,German,,"182,000.00",13/06/2003,05/03/2004
,,Port-E-Candiss,Ballacraine,,St Johns,IM4 3NF,German,,"149,000.00",05/06/2003,17/08/2004
, 9,,Elm Drive,,Peel,IM5 1WA,German,,"140,000.00",04/07/2003,30/07/2004
, 9,,Elm Drive,,Peel,IM5 1WA,German,,"154,000.00",30/09/2005,19/10/2005
, 9,,Elm Drive,Ballawattleworth,Peel,IM5 1WA,German,"175,000.00","175,000.00",24/03/2016,24/05/2016
, 9,,Elm Drive,Ballawattleworth,Peel,IM5 1WA,German,"215,000.00",0.00,02/08/2022,28/02/2023
, 6,,Rowan Avenue,,Peel,IM5 1WG,German,,"182,500.00",17/06/2003,05/03/2004
, 19,,Aspen Drive,,Peel,IM5 1WS,German,,"235,950.00",27/08/2003,18/03/2004
, 25,,Douglas Street,,Peel,IM5 1BA,German,,"147,000.00",23/07/2003,19/11/2003
, 25,,Douglas Street,,Peel,IM5 1BA,German,"107,500.00","107,500.00",04/08/2020,15/10/2020
, 22,,Oak Road,,Peel,IM5 1WN,German,,"227,500.00",01/09/2003,25/05/2004
, 22,,Oak Road,,Peel,IM5 1WN,German,"305,000.00","305,000.00",23/05/2014,18/08/2014
, 22,,Oak Road,,Peel,IM5 1WN,German,"327,000.00","327,000.00",30/09/2020,25/11/2020
, 16,,Elm Drive,,Peel,IM5 1WA,German,,"139,950.00",19/09/2003,21/09/2004
, 16,,Elm Drive,,Peel,IM5 1WA,German,"165,000.00","165,000.00",03/07/2020,28/10/2020
, 4,,Aspen Drive,,Peel,IM5 1WT,German,,"179,950.00",28/08/2003,24/03/2004
, 4,,Aspen Drive,,Peel,IM5 1WT,German,"225,000.00","225,000.00",15/01/2010,05/05/2010
, 4,,Aspen Drive,,Peel,IM5 1WT,German,"240,000.00","240,000.00",11/07/2014,26/11/2014
, 4,,Aspen Drive,,Peel,IM5 1WT,German,"349,950.00","349,950.00",08/12/2023,29/12/2023
,,Ballavarkish,Main Road,,Greeba,IM4 3LG,German,,"720,000.00",14/10/2003,27/02/2004
,,Ballavarkish,Main Road,,Greeba,IM4 3LG,German,"165,000.00","165,000.00",09/05/2014,05/11/2014
,,Yn Soalt,Ballavarkish,Greeba,Main Road,IM4 3LG,German,"425,000.00","425,000.00",04/03/2020,16/06/2020
, 24,,Cushag Drive,,Peel,IM5 1WF,German,,"155,000.00",10/10/2003,25/03/2004
, 24,,Cushag Drive,,Peel,IM5 1WF,German,"233,750.00","233,750.00",18/01/2008,21/05/2008
, 24,,Cushag Drive,Ballawattleworth,Peel,IM5 1WW,German,"250,500.00","250,500.00",01/08/2011,28/11/2011
, 8,,Cushag Drive,,Peel,IM5 1WW,German,,"162,500.00",09/10/2003,29/03/2004
, 8,,Cushag Drive,,Peel,IM5 1WW,German,"205,000.00","205,000.00",02/12/2009,04/11/2010
, 16,,Aspen Drive,,Peel,IM5 1WT,German,,"234,950.00",11/09/2003,22/03/2004
, 16,,Aspen Drive,,Peel,IM5 1WT,German,"272,500.00","272,500.00",28/09/2007,21/05/2008
, 16,,Aspen Drive,Ballawattleworth,Peel,IM5 1WT,German,"440,000.00","440,000.00",28/09/2023,29/11/2023
,,Bridge House,Glen Helen Road,Ballig Bridge,St Johns,IM4 3NH,German,,"285,000.00",04/08/2003,02/06/2004
, 18,,Glenfaba Road,,Peel,IM5 1BU,German,,"199,000.00",12/09/2003,17/11/2003
, 11,,Station Road,,Peel,IM5 1AY,German,,"170,000.00",30/07/2003,29/03/2004
, 11,,Station Road,,Peel,IM5 1AY,German,"252,500.00","252,500.00",25/08/2020,26/09/2020
, 11,Thie Vranlaig,Station Road,,Peel,IM5 1AY,German,"350,000.00",0.25,12/07/2023,08/03/2024
, 34,,St. Germans Place,,Peel,IM5 1BZ,German,,"134,000.00",07/08/2003,21/01/2004
, 34,,St Germans Place,,Peel,IM5 1BZ,German,"158,500.00","158,500.00",24/07/2007,05/03/2008
, 5,,Church Lane,,Peel,IM5 1AW,German,,"70,000.00",30/07/2003,09/01/2004
, 5,,Church Lane,,Peel,IM5 1AW,German,,"90,000.00",14/05/2004,29/07/2004
, 5,,Church Lane,,Peel,IM5 1AW,German,,"95,000.00",10/02/2006,27/02/2006
, 5,,Church Lane,,Peel,IM5 1AW,German,,"55,000.00",20/12/2006,10/03/2007
, 5,,Church Lane,,Peel,IM5 1AW,German,"200,000.00","200,000.00",22/08/2022,07/09/2022
, 2,,Aspen Drive,,Peel,IM5 1WT,German,,"182,500.00",29/07/2003,24/03/2004
, 2,,Aspen Drive,,Peel,IM5 1WT,German,"275,000.00",0.25,30/10/2012,12/12/2012
, 16,,Oak Road,,Peel,IM5 1WN,German,,"233,950.00",19/09/2003,25/03/2004
, 16,,Oak Road,,Peel,IM5 1WN,German,"329,250.00","329,250.00",18/01/2021,22/02/2021
, 16,,Oak Road,,Peel,IM5 1WN,German,"447,500.00","447,500.00",03/03/2023,26/04/2023
, 18,,Aspen Drive,,Peel,IM5 1WT,German,,"234,950.00",18/08/2003,19/03/2004
, 18,,Aspen Drive,,Peel,IM5 1WT,German,,"255,000.00",16/08/2005,28/09/2005
, 18,,Aspen Drive,,Peel,IM5 1WT,German,"310,000.00","310,000.00",10/08/2010,25/11/2010
, 18,,Aspen Drive,,Peel,IM5 1WT,German,"310,000.00","310,000.00",08/08/2014,20/10/2014
, 18,,Aspen Drive,,Peel,IM5 1WT,German,"325,000.00","325,000.00",22/05/2020,16/10/2020
, 18,,Aspen Drive,Ballawattleworth,Peel,IM5 1WT,German,"410,000.00","410,000.00",02/11/2021,23/02/2022
, 22,,Ballagyr Park,,Peel,IM5 1UN,German,,"178,000.00",13/10/2003,27/04/2004
, 22,,Ballagyr Park,,Peel,IM5 1UN,German,"235,000.00",5.00,27/10/2011,12/01/2012
,,Land Adjacent To Peel To Kirk Michael High Road,Ramsey Road,,Peel,IM5,German,,"440,000.00",31/01/2001,08/12/2003
, 59,,Douglas Street,,Peel,IM5 1BD,German,,"142,000.00",22/10/2003,02/02/2004
, 59,,Douglas Street,,Peel,IM5 1BD,German,"156,000.00","156,000.00",10/10/2016,07/11/2016
,,,Land At Lhergydhoo Farm,,German,,German,,"91,000.00",15/08/2003,24/06/2004
, 12,,Church Street,,Peel,IM5 1HL,German,,"77,000.00",27/08/2003,16/01/2004
, 12,,Church Street,,Peel,IM5 1HL,German,"150,000.00","150,000.00",07/11/2014,08/04/2015
, 12,,Church Street,,Peel,IM5 1HL,German,"150,000.00",0.00,07/01/2021,18/01/2021
, 3,,Duke Street,,Peel,IM5 1NG,German,,"37,000.00",10/10/2003,05/03/2004
, 3,,Duke Street,,Peel,IM5 1NG,German,"163,000.00","163,000.00",11/02/2011,18/03/2011
, 3,,Duke Street,,Peel,IM5 1NG,German,"155,000.00","155,000.00",28/03/2018,13/04/2018
, 3,,Duke Street,,Peel,IM5 1NG,German,"156,000.00","5,000.00",14/05/2019,24/06/2019
, 3,,Duke Street,,Peel,IM5 1NG,German,"175,000.00","175,000.00",30/06/2021,06/08/2021
, 4,(Plot 192),Rowan Avenue,Ballawattleworth Estate,Peel,IM5 1WG,German,,"231,000.00",20/06/2003,13/11/2003
, 4,,Rowan Avenue,,Peel,IM5 1WG,German,,"260,000.00",26/09/2006,12/10/2006
, 4,,Rowan Avenue,,Peel,IM5 1WG,German,"300,000.00","300,000.00",09/07/2015,07/09/2015
, 3,,Aspen Drive,,Peel,IM5 1WS,German,,"178,500.00",19/09/2003,16/03/2004
, 12,,Aspen Drive,,Peel,IM5 1WT,German,,"159,950.00",11/08/2003,23/03/2004
, 12,,Aspen Drive,,Peel,IM5 1WT,German,"195,000.00","195,000.00",18/05/2007,24/10/2007
, 12,,Aspen Drive,,Peel,IM5 1WT,German,"223,000.00","223,000.00",21/01/2011,26/06/2011
, 12,,Aspen Drive,,Peel,IM5 1WT,German,"205,000.00","205,000.00",04/07/2018,31/10/2018
Part of Close Chairn or Ellison's Land,,Land At Rear Of 48,Glenfaba Road,,Peel,IM5 1DA,German,,0.25,26/08/2003,09/02/2004
Part of Close Chairn or Ellison's Land,,Land At Rear Of 48,Glenfaba Road,,Peel,IM5 1DA,German,,0.25,22/09/2006,02/04/2007
, 15,,Factory Lane,,Peel,IM5 1NA,German,,"79,500.00",22/08/2003,12/02/2004
, 15,,Factory Lane,,Peel,IM5 1NA,German,"75,000.00","75,000.00",29/05/2018,17/07/2018
, 19,,Cushag Drive,,Peel,IM5 1WX,German,,"173,000.00",27/10/2003,26/03/2004
, 14,,Cushag Drive,,Peel,IM5 1WW,German,,"168,500.00",06/10/2003,14/04/2004
, 14,,Cushag Drive,,Peel,IM5 1WW,German,"228,500.00","228,500.00",10/10/2008,28/11/2008
, 5,,Aspen Drive,,Peel,IM5 1WS,German,,"177,500.00",29/08/2003,15/03/2004
, 5,,Aspen Drive,,Peel,IM5 1WS,German,,"195,000.00",13/05/2005,16/06/2005
, 5,,Aspen Drive,,Peel,IM5 1WS,German,,"201,000.00",17/02/2006,27/03/2006
, 5,,Aspen Drive,,Peel,IM5 1WS,German,"230,000.00","230,000.00",03/04/2008,16/07/2008
, 5,,Aspen Drive,Ballawattleworth,Peel,IM5 1WS,German,"330,000.00","108,000.00",18/07/2022,02/08/2022
, 16,,Rowan Avenue,,Peel,IM5 1WG,German,,"227,500.00",23/05/2003,04/03/2004
, 14,,Rowan Avenue,,Peel,IM5 1WG,German,,"225,000.00",27/05/2003,21/11/2003
, 14,,Rowan Avenue,,Peel,IM5 1WG,German,"135,000.00",0.00,27/04/2007,28/11/2007
, 15,,Willow Close,Ballawattleworth,Peel,IM5 1WL,German,,"141,500.00",11/08/2003,07/09/2004
, 15,,Willow Close,Ballawattleworth,Peel,IM5 1WL,German,"175,000.00","175,000.00",27/02/2014,02/06/2014
, 22,,Cushag Drive ,,Peel,IM5 1WW,German,,"163,500.00",09/10/2003,25/03/2004
, 22,,Cushag Drive ,,Peel,IM5 1WW,German,"206,500.00","206,500.00",22/02/2008,15/07/2008
, 22,,Cushag Drive ,,Peel,IM5 1WW,German,"222,000.00","222,000.00",06/03/2013,04/04/2013
, 3,,Bellevue Park,,Peel,IM5 1UQ,German,,"229,950.00",27/08/2003,03/02/2004
, 31,,Market Street,,Peel,IM5 1AE,German,,"115,000.00",29/09/2003,27/11/2003
, 31,,Market Street,,Peel,IM5 1AE,German,"115,000.00","115,000.00",28/12/2007,25/04/2008
, 31,,Market Street,,Peel,IM5 1AE,German,"153,000.00","153,000.00",12/12/2013,31/03/2014
, 31,,Market Street,,Peel,IM5 1AE,German,"160,000.00","160,000.00",26/07/2018,25/09/2018
, 7,,Ballaterson Road,,Peel,IM5 1BJ,German,,"210,000.00",28/08/2003,12/03/2004
, 7,,Ballaterson Road,,Peel,IM5 1BJ,German,,"224,600.00",07/06/2006,20/07/2006
, 10,,Cronk Reayrt,Glenfaba Park,Peel,IM5 1DB,German,,"170,000.00",29/08/2003,12/02/2004
, 10,,Cronk Reayrt,Glenfaba Park,Peel,IM5 1DB,German,"315,000.00","315,000.00",07/07/2023,21/09/2023
, 28,,Cronk Reayrt,,Peel,IM5 1DB,German,,"147,500.00",29/08/2003,20/01/2004
, 28,,Cronk Reayrt,,Peel,IM5 1DB,German,,"165,000.00",15/12/2006,15/03/2007
, 28,,Cronk Reayrt,,Peel,IM5 1DB,German,"190,000.00","80,000.00",28/04/2009,03/07/2009
, 28,,Cronk Reayrt,,Peel,IM5 1DB,German,"195,000.00","195,000.00",02/07/2018,08/08/2018
, 28,,Cronk Reayrt,Glenfaba Park ,Peel,IM5 1DB,German,"289,000.00","289,000.00",18/11/2022,03/01/2023
, 20/22,Sarah Janes's Cafe,Michael Street,,Peel,IM5 1HB,German,,"127,500.00",26/09/2003,21/05/2004
, 20/22,Sarah Janes's Cafe,Michael Street,,Peel,IM5 1HB,German,,"180,000.00",22/11/2005,30/11/2005
, 20/22,Sarah Janes's Cafe,Michael Street,,Peel,IM5 1HB,German,"240,000.00","240,000.00",22/06/2015,15/10/2015
, 2,,Cushag Drive,,Peel,IM5 1WW,German,,"170,000.00",03/11/2003,31/03/2004
,,Cummal Noa,Lyndale Avenue,,Peel,IM5 1JY,German,,"280,000.00",12/09/2003,04/08/2004
,,Cummel Noa,Lyndale Avenue,,Peel,IM5 1JY,German,"435,000.00","435,000.00",08/09/2020,26/10/2020
, 12,,Cushag Drive,,Peel,IM5 1WW,German,,"170,000.00",17/10/2003,13/04/2004
, 12,,Cushag Drive,,Peel,IM5 1WW,German,"200,000.00","200,000.00",25/05/2007,10/11/2007
, 12,,Cushag Drive,Ballawattleworth Estate,Peel,IM5 1WW,German,"220,000.00","220,000.00",14/10/2009,18/11/2009
, 12,,Cushag Drive,Ballawattleworth Estate,Peel,IM5 1WW,German,"205,000.00","205,000.00",30/09/2016,15/02/2017
, 2,,The Willows,Ballacraine,St Johns,IM4 3LS,German,,"179,950.00",11/07/2003,12/10/2004
, 2,,The Willows,Ballacraine,St Johns,IM4 3LS,German,,"179,950.00",17/05/2007,11/07/2007
, 2,,The Willows,Ballacraine,St Johns,IM4 3LS,German,,"207,500.00",18/05/2007,12/07/2007
, 27,,Slieau Whallian Park,,St Johns,IM4 3JJ,German,,"145,000.00",17/10/2003,11/08/2004
, 27,,Slieau Whallian Park,,St Johns,IM4 3JJ,German,"183,000.00","183,000.00",27/01/2014,21/05/2014
, 27,,Slieau Whallian Park,,St Johns,IM4 3JJ,German,"181,000.00","34,169.15",02/07/2018,08/08/2018
,,Mea Substation,Lhergydhoo,,German,,German,,330.00,10/10/2003,12/03/2004
, 20,,Queens Drive,,Peel,IM5 1BQ,German,,"185,000.00",15/10/2003,25/03/2004
, 13,Melbourne House,Peveril Road,,Peel,IM5 1PF,German,,"135,000.00",04/12/2003,10/02/2004
, 14,,Aspen Drive,,Peel,IM5 1WT,German,,"234,950.00",05/08/2003,22/03/2004
, 14,,Aspen Drive,,Peel,IM5 1WT,German,,"245,000.00",14/04/2005,25/05/2005
, 14,,Aspen Drive,,Peel,IM5 1WT,German,"320,000.00","320,000.00",31/07/2018,08/08/2018
, 8,,Willow Close,,Peel,IM5 1WL,German,,"70,000.00",26/09/2003,02/03/2004
,,Kennaa Estate Licensed Equestrian Centre,Kennaa Road,St Johns ,German,IM4 3LW,German,,"200,000.00",31/07/2003,23/01/2004
,,Kennaa Estate Licensed Equestrian Centre,Kennaa Road,St Johns ,German,IM4 3LW,German,,"779,000.00",05/08/2004,30/11/2004
, 2,Part Of Old Market House,Market Street,,Peel,IM5 1AD,German,,"47,500.00",05/11/2003,14/05/2004
,,Kennaa Estate Licensed Equestrian Centre,Kenaa Road,,St Johns,IM4 3LW,German,,0.00,31/07/2003,14/09/2004
,,Kennaa Estate Licensed Equestrian Centre,Kenaa Road,,St Johns,IM4 3LW,German,,0.00,05/08/2004,30/11/2004
,,Kennaa Estate Licensed Equestrian Centre,Kenaa Road,,St Johns,IM4 3LW,German,"10,000.00","10,000.00",15/11/2022,08/02/2023
, 13,,Mona Street,,Peel,IM5 1HJ,German,,"96,000.00",20/11/2003,04/02/2004
, 13,,Mona Street,,Peel,IM5 1HJ,German,,"145,000.00",24/03/2006,16/05/2006
Apartment 1, 6 ,,Mount Morrison,,Peel,IM5 1PN,German,,"109,500.00",05/11/2003,21/04/2004
, 6,Lock-Up Shop,Market Street,,Peel,IM5 1AD,German,,"47,500.00",05/11/2003,19/04/2004
, 6,Lock-Up Shop,Market Street,,Peel,IM5 1AD,German,,"51,500.00",31/01/2007,10/03/2007
, 6,Old Market House,Market Street,,Peel,IM5 1AD,German,"77,000.00","77,000.00",11/01/2008,29/05/2008
,,West Woodlands,Main Road,,St. Johns,IM4 3LU,German,,"275,000.00",26/09/2003,19/01/2004
,,West Woodlands,Main Road,,St. Johns,IM4 3LU,German,,"315,000.00",24/07/2006,14/08/2006
,,West Woodlands,Main Road,,St. Johns,IM4 3LU,German,"459,950.00","459,950.00",29/04/2022,16/06/2022
, 26,,Shore Road,,Peel,IM5 1NH,German,,"180,000.00",18/12/2003,21/05/2004
, 26,,Shore Road,,Peel,IM5 1NH,German,"285,000.00","285,000.00",31/10/2018,28/02/2019
, 12,,Circular Road,,Peel,IM5 1ND,German,,"129,950.00",15/10/2003,19/04/2004
, 12,,Circular Road,,Peel,IM5 1ND,German,,"124,000.00",26/11/2004,06/12/2004
, 5,,St Patricks View,,Peel,IM5 1UR,German,,"285,950.00",12/12/2003,11/01/2005
, 5,,St Patricks View,,Peel,IM5 1UR,German,"380,000.00","380,000.00",11/03/2011,27/05/2011
, 5,,St Patricks View,,Peel,IM5 1UR,German,"410,000.00","410,000.00",12/01/2015,31/03/2015
, 2,,Ramsey Road,,Peel,IM5 1UB,German,,"202,000.00",28/11/2003,06/04/2004
, 9,Waldick House,Marine Parade,,Peel,IM5 1PB,German,,"320,000.00",27/11/2003,25/02/2004
, 9,Waldick House,Marine Parade,,Peel,IM5 1PB,German,"489,950.00","489,950.00",06/09/2007,03/03/2008
, 9,Waldick House,Marine Parade,,Peel,IM5 1PB,German,"500,000.00","83,500.00",05/08/2011,16/11/2011
, 15,,Cushag Drive,,Peel,IM5 1WX,German,,"170,000.00",09/12/2003,15/04/2004
,,Thie Jiarg,Peveril Avenue,,Peel,IM5 1QA,German,,"245,000.00",12/09/2003,11/05/2004
,,Thie Jiarg,Peveril Avenue,,Peel,IM5 1QA,German,"325,000.00","325,000.00",14/02/2007,15/07/2008
, 27,,Belle Vue Park,,Peel,IM5 1UE,German,,"179,000.00",26/09/2003,31/03/2004
, 13,,Aspen Drive,,Peel,IM5 1WS,German,,"176,000.00",04/07/2003,10/03/2004
, 13,,Aspen Drive,,Peel,IM5 1WS,German,,"183,000.00",20/05/2004,04/08/2004
, 13,,Aspen Drive,,Peel,IM5 1WS,German,"252,000.00","252,000.00",21/09/2012,18/10/2012
, 13,,Aspen Drive,Ballawattleworth,Peel,IM5 1WS,German,"258,000.00","258,000.00",10/08/2018,11/10/2018
,,Vaaish Veg,Staarvey Road,Cronk-Y-Voddy,German,IM5 2AJ,German,,"406,500.00",14/01/2004,14/05/2004
,,Westbourne House,Walpole Road,,Peel,IM5 1PE,German,,"210,000.00",12/12/2003,12/02/2004
,,Westbourne House,Walpole Road,,Peel,IM5 1PE,German,,"215,000.00",15/08/2006,13/02/2007
,,Westbourne House,Walpole Road,,Peel,IM5 1PE,German,"255,000.00","255,000.00",25/11/2015,29/01/2016
,,Westbourne House,Walpole Road,,Peel,IM5 1PE,German,"400,000.00","400,000.00",02/09/2022,08/12/2022
, 16,,Cushag Drive,,Peel,IM5 1WW,German,,"168,500.00",27/11/2003,15/04/2004
, 23,,Elm Drive,,Peel,IM5 1WA,German,,"149,000.00",07/11/2003,27/10/2004
, 23,,Elm Drive,,Peel,IM5 1WA,German,"182,000.00","182,000.00",26/01/2010,05/05/2010
,,Coan Aalin,Greeba Bridge,,St Johns,IM4 3LD,German,,"145,000.00",16/12/2003,19/10/2004
,,Kerrowgarrow House,Kerrowgarrow Lane,Greeba,St Johns,IM4 3LQ,German,,"850,000.00",12/11/2003,17/09/2004
,,Kerrowgarrow House,Kerrowgarrow Lane,Greeba,St Johns,IM4 3LQ,German,"1,660,000.00","1,660,000.00",22/03/2021,05/05/2021
, 7,,Elm Drive,,Peel,IM5 1WA,German,,"157,500.00",12/12/2003,27/10/2004
, 7,,Elm Drive,,Peel,IM5 1WA,German,"190,000.00","26,158.82",20/04/2012,16/05/2012
, 1,,Poplar Close,,Peel,IM5 1WU,German,,"169,950.00",01/10/2003,12/03/2004
, 1,,Poplar Close,,Peel,IM5 1WU,German,,"171,000.00",02/08/2005,07/09/2005
, 16,,Church Street,,Peel,IM5 1HL,German,,"160,000.00",18/12/2003,21/05/2004
, 16,,Church Street,,Peel,IM5 1HL,German,"192,000.00","192,000.00",13/06/2019,12/08/2019
, 13,,Ballaterson Crescent,,Peel,IM5 1BL,German,,"215,000.00",09/02/2004,18/05/2004
Flat 2, 6,Creg Malin View,Mount Morrison,,Peel,IM5 1PN,German,,"115,000.00",21/11/2003,14/05/2004
, 20,,Market Street,,Peel,IM5 1AD,German,,"210,000.00",02/12/2003,04/08/2004
, 20,,Market Street,,Peel,IM5 1AD,German,"260,000.00","260,000.00",05/03/2010,16/06/2010
, 20,,Market Street,,Peel,IM5 1AD,German,"245,000.00","245,000.00",05/08/2016,26/10/2016
Apartment 3, 6,Creg Malin View,Mount Morrison,,Peel,IM5 1PN,German,,"125,000.00",07/11/2003,17/05/2004
, 2,,Fuchsia Avenue,,Peel,IM5 1WY,German,,"246,950.00",17/12/2003,19/04/2004
, 11,,Circular Road,,Peel,IM5 1ND,German,,"137,000.00",28/11/2003,18/05/2004
,,Apartment 2A,Old Market House,,Peel,,German,,"127,500.00",28/11/2003,10/06/2004
,,Apartment 2A,Old Market House,,Peel,,German,"217,000.00","217,000.00",15/08/2007,12/12/2007
, 18,,Derby Road,,Peel,IM5 1HW,German,,"180,500.00",04/02/2004,20/05/2004
,,Plot Of Land,Formerly Part Of Norfolk Place,,Greeba,,German,,"1,000.00",24/09/2003,05/03/2004
, 20,,Oak Road,,Peel,IM5 1WN,German,,"229,950.00",16/05/2003,25/05/2004
, 24,,Oak Road,,Peel,IM5 1WN,German,,"225,000.00",16/05/2003,25/05/2004
, 8,,Stanley Mount,,Peel,IM5 1NE,German,,"132,500.00",26/09/2003,26/05/2004
, 8,,Stanley Mount,,Peel,IM5 1NE,German,"112,000.00","112,000.00",15/02/2019,23/07/2019
, 7,,Aspen Drive,,Peel,IM5 1WS,German,,"176,500.00",18/08/2003,03/03/2004
, 7,,Aspen Drive,,Peel,IM5 1WS,German,,"185,000.00",24/05/2006,29/06/2006
, 7,,Aspen Drive,,Peel,IM5 1WS,German,,"195,000.00",19/07/2006,06/11/2006
, 7,,Aspen Drive,Ballawattleworth Estate,Peel,IM5 1WS,German,"285,000.00",0.00,01/10/2021,07/02/2022
, 12,,Elm Drive,,Peel,IM5 1WA,German,,"142,000.00",27/06/2003,03/03/2004
, 12,,Elm Drive,Ballawattleworth Estate,Peel,IM5 1WA,German,,"157,000.00",28/04/2006,16/06/2006
, 12,,Elm Drive,Ballawattleworth Estate,Peel,IM5 1WA,German,"180,000.00","180,000.00",01/06/2012,01/08/2012
, 12,,Elm Drive,Ballawattleworth Estate,Peel,IM5 1WA,German,"185,000.00","185,000.00",31/01/2020,27/02/2020
, 12,,Elm Drive,Ballawattleworth,Peel,IM5 1WA,German,"282,500.00","282,500.00",14/02/2023,10/03/2023
, 4,,Ash Close,,Peel,IM5 1WE,German,,"145,000.00",16/12/2003,26/10/2004
, 4,,Ash Close,,Peel,IM5 1WE,German,"170,000.00",1.00,17/10/2012,10/12/2012
, 4,,Ash Close,,Peel,IM5 1WE,German,"161,000.00","161,000.00",26/05/2016,10/08/2016
, 4,,Ash Close,,Peel,IM5 1WE,German,"194,000.00","194,000.00",07/08/2019,07/09/2019
, 4,,Ash Close,,Peel,IM5 1WE,German,"242,000.00","242,000.00",06/09/2024,22/10/2024
, 2,,Rowan Avenue,,Peel,IM5 1WG,German,,"225,000.00",23/06/2003,04/03/2004
, 2,,Rowan Avenue,,Peel,IM5 1WG,German,"320,000.00","320,000.00",25/02/2013,10/04/2013
, 2,,Lyndale Avenue,,Peel,IM5 1JY,German,,"194,500.00",09/02/2004,09/06/2004
, 36,,Belle Vue Park,,Peel,IM5 1UE,German,,"220,000.00",11/12/2003,27/05/2004
, 36,,Belle Vue Park,,Peel,IM5 1UE,German,"220,000.00",0.00,03/01/2007,18/02/2008
, 36,,Belle Vue Park,,Peel,IM5 1UE,German,"295,000.00","295,000.00",14/12/2009,07/01/2010
, 1,,The Grove,Tynwald Road,Peel,IM5 1JZ,German,,"100,000.00",12/12/2003,11/08/2004
, 1,,The Grove,Tynwald Road,Peel,IM5 1JZ,German,,"290,000.00",27/01/2006,06/04/2006
, 1,,The Grove,Tynwald Road,Peel,IM5 1JZ,German,"290,000.00","290,000.00",14/02/2014,03/04/2014
, 7,,St Patricks View,,Peel,IM5 1UR,German,,"278,950.00",22/12/2003,11/01/2005
, 7,,St Patricks View,,Peel,IM5 1UR,German,"410,000.00","410,000.00",15/05/2019,24/06/2019
, 25,,Oak Road,Ballawattleworth,Peel,IM5 1WB,German,,"169,950.00",17/12/2003,08/09/2004
, 25,,Oak Road,Ballawattleworth,Peel,IM5 1WB,German,"223,500.00","223,500.00",22/03/2019,04/05/2019
, 25,,Oak Road,Ballawattleworth,Peel,IM5 1WB,German,"325,000.00","325,000.00",05/08/2022,26/09/2022
, 2,,Poplar Close,,Peel,IM5 1WE,German,,"154,950.00",15/07/2003,12/03/2004
,,Ballachrink House And Ballachrink Lodge,Glen Mooar Loop Road,St Johns,German,IM4 3AG,German,,"1,000,000.00",12/12/2003,04/08/2004
,,Ballachrink House,Glen Mooar Loop Road,St Johns,German,IM4 3AG,German,"1,025,000.00","1,025,000.00",24/08/2020,22/12/2020
Apartment 6,,Walpole Apartments,Marine Parade,,Peel,IM5 1PB,German,,"90,000.00",12/12/2003,04/08/2004
Apartment 6,,Walpole Apartments,Marine Parade,,Peel,IM5 1PB,German,"110,000.00","110,000.00",17/01/2017,01/03/2017
Apartment 6,,Walpole Apartments,Marine Parade,,Peel,IM5 1PB,German,"165,000.00","165,000.00",10/12/2021,25/01/2022
, 9,,Aspen Drive,,Peel ,IM5 1WS,German,,"185,000.00",14/08/2003,15/03/2004
, 9,,Aspen Drive,,Peel ,IM5 1WS,German,,"189,000.00",04/05/2005,12/05/2005
, 9,,Aspen Drive,,Peel ,IM5 1WS,German,"245,000.00","245,000.00",17/12/2010,05/03/2011
, 1,,Aspen Drive,,Peel,IM5 1WS,German,,"179,950.00",27/06/2003,16/03/2004
, 1,,Aspen Drive,,Peel,IM5 1WS,German,"237,000.00","237,000.00",14/12/2007,29/04/2008
, 1,,Aspen Drive,,Peel,IM5 1WS,German,"255,000.00","255,000.00",25/07/2014,12/12/2014
, 1,,Aspen Drive,,Peel,IM5 1WS,German,"398,500.00","398,500.00",27/09/2022,24/01/2023
, 20,,Aspen Drive,,Peel,IM5 1WT,German,,"235,950.00",18/08/2003,18/03/2004
, 20,,Aspen Drive,,Peel,IM5 1WT,German,"289,000.00","289,000.00",14/09/2007,11/01/2008
, 20,,Aspen Drive,Ballawattleworth,Peel,IM5 1WT,German,"435,000.00","435,000.00",07/07/2023,17/08/2023
,,Claireville,Station Road,,St. Johns,IM4 3AH,German,,"30,000.00",23/12/1991,14/04/2004
