Planning Application No,Proposal,Property Address,Decision,Date decision issued
18/00468/B,Installation of replacement windows to front elevation,13 Queens Terrace Douglas Isle Of Man IM1 4BZ,PER,03-Jul-18
18/00469/B,Change of use of existing office/storage areas into retail use (Class 1) together with removal of bow window and installation of new shop front to West Quay elevation,20 Parliament Street & Sea View West Quay Ramsey Isle Of Man IM8 1AP,PER,04-Oct-18
18/00472/B,Removal of a rear chimney,Elsdon Walpole Drive Ramsey Isle Of Man IM8 1LX,PER,07-Aug-18
18/00473/B,Replacement of front elevation windows with PVC windows with coloured lead fanlights to match those currently in place as near as possible.,31 Selborne Drive Douglas Isle Of Man IM2 3NJ,REF,06-Sep-18
18/00474/B,Erection of a conservatory to rear elevation,Kinleys Croft Bernahara Road Andreas Isle Of Man IM7 2EL,PER,07-Aug-18
18/00476/B,"Alterations, creation of additional vehicular access and associated landscaping works",Thie-My-Chree Tynwald Road Peel Isle Of Man IM5 1JN,REF,07-Aug-18
18/00477/B,Removal of existing centre chimney stacks,6 Albert Street Ramsey Isle Of Man IM8 1JF,PER,12-Oct-18
18/00478/B,Alterations and erection of a two storey rear extension,Edd Beg (formally Toms Cottage) Kerrowkeil Road Grenaby Ballasalla Isle Of Man IM9 3BB,PER,28-Jun-18
18/00479/B,Replacement of existing conservatory roof with tiled roof,28 King Orry Road Glen Vine Isle Of Man IM4 4ES,PER,14-Jun-18
18/00480/B,Replacement of existing conservatory roof with tiled roof,1 Fuchsia Close Reayrt Ny Keylley Peel Isle Of Man IM5 1GL ,PER,19-Jul-18
18/00483/B,Reduction in height of existing boundary wall,Boundary Wall Adjacent To Goods Shed Manx Electric Railway Buildings New Road Laxey Isle Of Man  ,PER,14-Jun-18
18/00486/B,Erection of rear porch,27 Gladstone Avenue Ramsey Isle Of Man IM8 2LE,PER,30-Aug-18
18/00487/D,Installation of non-illuminated signage on Bridge Street - Registered Building 269 (In association with RB application 18/00488/CON),Lorne House Douglas Street Castletown Isle Of Man IM9 1AZ ,PER,21-Jun-18
18/00488/CON,Registered Building Consent for the installation of non-illuminated signage on Bridge Street - Registered Building 269 (In association with application 18/00487/D),Lorne House Douglas Street Castletown Isle Of Man IM9 1AZ ,PER,21-Jun-18
18/00489/B,Alterations to windows on rear and side elevations,Ballavar Old Castletown Road Santon Isle Of Man IM4 1EY,PER,13-Aug-18
18/00490/B,Installation of a replacement front door,Holmleigh Main Road Kirk Michael Isle Of Man IM6 1AD,PER,26-Jul-18
18/00491/D,Installation of non-illuminated signage to rear (retrospective),Ground Floor 20 Duke Street Douglas Isle Of Man IM1 2AY ,PER,31-Aug-18
18/00492/B,Erection of new garage to rear of dwelling,Carnaween Battery Road Peel Isle Of Man IM5 1UD,PER,23-Aug-18
18/00494/B,"Alterations and additions including pitched roof over existing flat roof area, installation of 4 dormers and cladding of garage and porch in timber (amendment to PA 17/01271/B)",Glen Luce Station Road Ballaugh Isle Of Man IM7 5AL,PER,21-Jun-18
18/00495/B,Replacement of existing garage door with a window and erection of a rear extension,26 Laurel Avenue Onchan Isle Of Man IM3 3JE,PER,31-Aug-18
18/00496/B,Extension of existing pitched roof over existing bay window to front elevation,16 Cronk Drean Douglas Isle Of Man IM2 6AY,PER,21-Jun-18
18/00497/A,Approval in principle for the construction of five dwellings to replace existing workshop and two existing dwellings addressing means of access,Woodstock Vicarage Road Douglas Isle Of Man IM4 2QP,REF,23-Aug-18
18/00498/B,Replacement UPVC windows to the front elevation,16 Richmond Grove Douglas Isle Of Man IM1 3JZ,PER,21-Jun-18
18/00499/B,Installation of replacement windows and door on rear elevation,39 Malew Street Castletown Isle Of Man IM9 1AE,PER,28-Jun-18
18/00500/B,Installation of replacement roof slates,13 Queens Terrace Douglas Isle Of Man IM1 4BZ,PER,21-Jun-18
18/00501/D,Installation of illuminated signage,6 Regent Street Douglas Isle Of Man IM1 2EA ,PER,14-Sep-18
18/00502/C,Additional use of residential dwelling as tourist living accommodation,4 Clybane Close Douglas Isle Of Man IM2 2LS,PER,19-Jul-18
18/00503/B,Alterations and erection of an extension,16 Creggan Lea Port St. Mary Isle Of Man IM9 5BE,PER,19-Jul-18
18/00505/B,Creation of a driveway and vehicular access,34 Ballakermeen Drive Douglas Isle Of Man IM1 4HS,PER,31-Aug-18
18/00506/B,"Erection of single storey extension with balcony over, including the removal of two existing single storey extensions and balconies",Camellia House Minorca Hill Laxey Isle Of Man IM4 7DN,PER,14-Sep-18
18/00507/B,Alterations and erection of extensions,5 Faaie Craine Ballaugh Isle Of Man IM7 5AD,PER,07-Aug-18
18/00509/B,Alterations and erection of a two storey extension,Carlton Hillberry Road Onchan Isle Of Man IM3 3BQ,PER,06-Nov-18
18/00511/B,Erection of an agricultural building,Field 431255 St Marks Ballasalla Isle Of Man  ,PER,27-Jun-18
18/00512/B,Re construction of existing access lane,Access Lane Off Sulby Straight Sulby Straight Sulby Isle Of Man  ,PER,27-Nov-18
18/00514/B,Erection of an agricultural building,Ballakeigh Farm West Kimmeragh Road Bride Isle Of Man IM7 4BA,PER,24-Aug-18
18/00515/B,Window and door alterations to dwelling,2 Croft Park Andreas Isle Of Man IM7 4HN,PER,31-Aug-18
18/00516/B,Removal of existing sliding door and adjustments to create new window in same style as existing units,24 Wentworth Close Onchan Isle Of Man IM3 2JT,PER,21-Jun-18
18/00517/B,Alterations and erection of extensions,Reayrt Y Jiass Orrisdale Road Ballasalla Isle Of Man IM9 3AE ,PER,28-Jun-18
18/00518/CON,Registered Building consent for alterations/removal of pews (RB 248),St Michaels Church Main Road Kirk Michael Isle Of Man IM6 1ER ,PER,30-Aug-18
18/00521/B,Alterations and erection of an extension,6 Manor View Douglas Isle Of Man IM2 2PB ,PER,20-Jul-18
18/00522/B,Removal of a chimney,3 Lhon Dhoo Close Onchan Isle Of Man IM3 3BD,PER,19-Jul-18
18/00523/B,"Alterations, erection of rear extension and enclosure of front porch",21 William Proctor Court Reayrt Y Sheear Douglas Isle Of Man IM2 6PR ,PER,27-Jun-18
18/00526/B,Sub division of existing units to create eight units with associated doors and use of unit 25 as a bakery (retrospective),"Unit's 20, 21, 22, 23, 24, 25 & 26 Gladstone Park Industrial Estate Gladstone Way Ramsey Isle Of Man IM8 2LA ",PER,06-Dec-18
18/00527/B,Replacement of existing conservatory with single storey sun lounge extension,9 Belgravia Road Onchan Isle Of Man IM3 1HN,PER,31-Aug-18
18/00531/B,Conversion of existing detached garage to provide ancillary living accommodation,The Willow Hibernia Maughold Road Maughold Isle Of Man IM7 1EN ,REF,23-Oct-18
18/00533/B,Erection of an agricultural building for the storage of machinery and implements,Ballasalla  Farm  Coast Road Jurby Isle Of Man IM7 3AS ,REF,12-Oct-18
18/00534/B,Installation of replacement windows,Manxonia House Bay View Road Port St. Mary Isle Of Man IM9 5AE,PER,25-Jul-18
18/00535/B,Alterations to existing walls to improve access and creation of additional parking (in association with PA 18/00536/CON),Avonmore Main Road Kirk Michael Isle Of Man IM6 1ER,PER,30-Aug-18
18/00536/CON,Registered Building consent for alterations to existing walls to improve access and creation of additional parking (in association with PA 18/00535/B),Avonmore Main Road Kirk Michael Isle Of Man IM6 1ER,PER,30-Aug-18
18/00540/B,Erection of detached house with integral garage (incorporating amendments to PA16/00232/B),Plot 124 Royal Park Ramsey Isle Of Man  ,PER,12-Jul-18
18/00541/B,"Demolition of existing annex and erection of replacement extension on rear of property, creation of outer front door including enclosure of porch, and removal of redundant chimney.",Karrin 4 Mountain View Peel Isle Of Man IM5 1QD,PER,10-Jul-18
18/00542/B,Installation of replacement front and rear doors,2 Kellys Court St Peters Lane Peel Isle Of Man IM5 1AP,PER,26-Jul-18
18/00543/B,Erection of rear extension,Creg Ny Shee Lhergydhoo Peel Isle Of Man IM5 2AE ,PER,26-Jul-18
18/00544/B,Construction of a slurry lagoon,Ballamodha Moar Field 431382 Ballamodha Straight Ballasalla Isle Of Man IM9 3EL,PER,10-Jul-18
18/00545/B,Alterations to former Kenyon's Youth Cafe to form dwelling,46 Main Road Onchan Isle Of Man IM3 1AL ,PER,05-Sep-18
18/00546/B,Extensions and alterations to equestrian facilities to provide storage,Stables Ballaclucas Farm Top Road Crosby Isle Of Man  ,PER,10-Jul-18
18/00547/B,Creation of a vehicular access,25 Third Avenue Onchan Isle Of Man IM3 4LZ,PER,31-Aug-18
18/00548/B,Erection of an industrial unit,Cronkbourne Business Park Ballafletcher Farm Road Cronkbourne Douglas Isle Of Man  ,PER,17-Dec-18
18/00549/B,Refurbishment of upper floors to create three number 1 bed apartments,Flat   12 Malew Street Castletown Isle Of Man IM9 1AB,REF,24-Dec-18
18/00550/B,Alterations and erection of rear extension,4 Tromode Green Douglas Isle Of Man IM2 5NT ,PER,10-Sep-18
18/00552/B,Alterations and erection of extension,Dreemskerry Lag Birragh Drive Onchan Isle Of Man IM3 2JW,PER,10-Sep-18
18/00553/B,Alterations and additions to dwelling substantially completed (dwelling approved under 15/00878/B),Ballashalom Glen Road Laxey Isle Of Man IM4 4AP ,PER,31-Aug-18
18/00554/B,Widening of existing vehicular access,Holly Holme Main Road Greeba Isle Of Man IM4 2DU,REF,27-Nov-18
18/00555/B,Alterations and erection of extension (retrospective),Holly Cottage 57 Governors Road Onchan Isle Of Man IM3 1AZ ,PER,11-Sep-18
18/00556/B,Alterations to provide access and ramp for disabled use,11 Orchard Close Andreas Isle Of Man IM7 4HP,PER,14-Aug-18
18/00557/B,Replacement of existing timber windows and doors with double glazed UPVC sliding sash windows and UPVC cottage style doors.,9 Christian Street Peel Isle Of Man IM5 1NW,PER,20-Jul-18
18/00558/B,Replacement of existing conservatory glazed roof with tiles,Rose Cottage Braaid Road Braaid Isle Of Man IM4 2AW,PER,11-Sep-18
18/00559/B,Replacement of existing conservatory roof with tiled roof,2 Maple Close Onchan Isle Of Man IM3 3JS ,PER,03-Jul-18
18/00560/B,Replacement of existing conservatory glazed roof with tiles,18 Wentworth Close Onchan Isle Of Man IM3 2JT,PER,03-Jul-18
18/00561/C,Change of use from retail (Class 1) to a dog grooming business,Shop 35 Parliament Street Ramsey Isle Of Man IM8 1AT ,PER,02-Jul-18
18/00562/B,Installation of a rear dormer window,Ardine Strang Road Union Mills Isle Of Man IM4 4NW,PER,11-Sep-18
18/00563/B,Alterations to pedestrian access (retrospective) to create a vehicular access including alterations to boundary wall and porch to provide visibility,Rosebank Baldrine Hill Baldrine Isle Of Man IM4 6DQ,PER,03-Jul-18
18/00564/B,Creation of a doorway from an existing window,Niarbyl Bridson Street Port Erin Isle Of Man IM9 6AN,PER,10-Jul-18
18/00565/B,Recladding of walls in facing brick and roof in profiled metal,East Tram Shed Manx Electric Railway Depot King Edward Road Douglas Isle Of Man  ,PER,03-Jul-18
18/00567/B,Replacement of existing conservatory glazed roof with tiles,Highcrest Highfield Drive Baldrine Isle Of Man IM4 6ED,PER,03-Jul-18
18/00568/B,"Alterations, erection of rear extension and a first floor extension above garage",9 Meadowbrook Gardens Douglas Isle Of Man IM2 2NT,PER,11-Sep-18
18/00569/B,Installation of a dormer window,17 The Meadows Kirk Michael Isle Of Man IM6 1EX,PER,20-Jul-18
18/00570/B,Erection of garden room,The Old Rectory Bride Isle Of Man IM7 4AT ,PER,19-Jul-18
18/00571/B,Installation of obscured glass window in side elevation of existing garage in connection with part conversion into en-suite.,The Orchard Ballacollister Road Laxey Isle Of Man IM4 7JR,PER,11-Sep-18
18/00572/B,"Alterations and additions to property including raising pitch of roof, installation of dormer, erection of larger garden room and extension to rear of garage.",7 Mull View Kirk Michael Isle Of Man IM6 1AQ,PER,20-Jul-18
18/00573/B,"Alterations, erection of a two storey extension and alterations to vehicular access",Riversdale Strang Road Union Mills Isle Of Man IM4 4NP,PER,31-Oct-18
18/00574/B,Erection of an agricultural building to replace existing,Store Building Land Adjoining Dalby House Dalby Isle Of Man  ,PER,14-Sep-18
18/00575/B,Installation of replacement windows and French doors to rear elevation,10 Albany Street Douglas Isle Of Man IM2 3LE,PER,23-Jul-18
18/00576/B,Removal of a chimney stack,6 Bradda Close Onchan Isle Of Man IM3 4BL,PER,31-Aug-18
18/00577/B,Erection of an agricultural building,Field 314831 Land Adjoining Cronk Dhoo Main Road Greeba Isle Of Man  ,REF,17-Dec-18
18/00578/B,"Alterations, creation of a dormer extension and erection of an extension to replace existing conservatory",20 Grove Mount West Ramsey Isle Of Man IM8 3PE,PER,14-Sep-18
18/00579/B,Replacement of existing conservatory with larger conservatory and wet room,27 Mountain View Douglas Isle Of Man IM2 5HX,PER,20-Jul-18
18/00580/B,Alterations and first floor extension to rear of dwelling,Mill House Main Road Glen Maye Isle Of Man IM5 3BH,PER,19-Jul-18
18/00581/B,Replacement of rear door with new Veka white UPVC door and top-light,Oakwood Lodge Mount Bradda Douglas Isle Of Man IM1 4AS,PER,23-Jul-18
18/00582/B,Alterations and erection of an extension,Sunlaws Whitebridge Avenue Ramsey Isle Of Man IM8 3PW,PER,11-Sep-18
18/00583/B,"Conversion of ground floor accommodation to private doctors surgery, including creation of off street parking area to rear",5 Brunswick Road Douglas Isle Of Man IM2 3LH,PER,14-Sep-18
18/00584/B,Rendering works (retrospective),2 Lhargan Port St. Mary Isle Of Man IM9 5AR,PER,20-Jul-18
18/00585/LAW,Application to make lawful the installation of a replacement roof,2 Lhargan Port St. Mary Isle Of Man IM9 5AR,CLAWA,10-Jul-18
18/00586/B,Installation of replacement windows,4 Queens Avenue Douglas Isle Of Man IM1 4DA,PER,21-Sep-18
18/00587/B,87Alterations and additions including adjustments to vehicular accesses and side and rear extensions,Kelburn Douglas Road Ballasalla Isle Of Man IM9 2ER,PER,20-Jul-18
18/00588/B,Alterations and erection of extensions including attached garage to side elevation,Wendover 26 Second Avenue Douglas Isle Of Man IM2 6AP,PER,31-Aug-18
18/00589/B,"Alterations to property including replacement and changes to conservatory, porch, dormer roofs and replacement roof tiles",Carrick Jairg Belle Vue Peel Isle Of Man IM5 1UH,PER,17-Aug-18
18/00591/C,Change of use of ground floor extension from residential and tourist accommodation to residential accommodation,Triskele Patrick Corner Patrick Village Isle Of Man IM5 3AL,PER,17-Jul-18
18/00594/B,Installation of replacement windows to front elevation,Addison House 7 Hutchinson Square Douglas Isle Of Man IM2 4HU,REF,18-Oct-18
18/00595/B,Installation of first floor gable window (retrospective),Nane Darragh Douglas Road Ballasalla Isle Of Man IM9 2ER,PER,17-Jul-18
18/00596/B,Erection of polytunnel on land to the rear of existing property,Thie-My-Chree Douglas Road Castletown Isle Of Man IM9 1TH,PER,07-Aug-18
18/00597/B,Alterations and additions to property including demolition of existing rear yard buildings and replacement with single storey extension (in connection with Registered Building Application 18/00598/CON),44 Albany Road Douglas Isle Of Man IM2 3NA,PER,20-Jul-18
18/00598/CON,Registered Building Consent for demolition of existing rear yard outbuildings as part of works  (in connection with application 18/00597/B),44 Albany Road Douglas Isle Of Man IM2 3NA,PER,20-Jul-18
18/00599/B,Erection of a spectator stand and creation of an access path from existing car park,Land South West Of Colby AFC Clubhouse Station Road Colby Isle Of Man  ,PER,31-Aug-18
18/00601/A,Approval in principle for the erection of a dwelling,Plot Adjacent Number 12 Clifton Drive Ramsey Isle Of Man  ,PER,24-Sep-18
18/00602/B,"Variation of condition one of PA 13/90931/B, Erection of a detached dwelling with associated landscaping, creation of an additional driveway and alterations to existing vehicular access, to extend the period of permission by four years",Ashbourne House Ballacraine St Johns Isle Of Man IM4 3NF ,PER,26-Jul-18
18/00603/B,"Alterations to property including two storey bay window and dormer, small dormer, four rooflights and window in front gable",Esperance The Gate Bayrauyr Road St Marks Ballasalla Isle Of Man IM9 3AT,PER,31-Aug-18
18/00604/B,Replacement of existing conservatory roof with tiled roof,8 Erin Lane Port Erin Isle Of Man IM9 6FE ,PER,20-Jul-18
18/00605/B,Erection of single storey extension to rear of property,19 Pairk Beg Port Erin Isle Of Man IM9 6NQ,PER,13-Aug-18
18/00607/B,"Erection of extension to kitchen and boiler room/store, and enlargement of first floor terrace area",9 Somerset Road Douglas Isle Of Man IM2 5AD,PER,16-Aug-18
18/00608/B,"Variation of condition 3 of PA 12/00646/B, Erection of a replacement outbuilding to provide ancillary office/store, to convert office / store to tourist living accommodation",Thie Gennal Foxdale Road St Johns Isle Of Man IM4 3AP ,PER,11-Oct-18
18/00609/B,Erection of detached classroom unit within school grounds (retrospective),Hopes And Dreams The Buchan Nursery Buchan School Arbory Road Castletown Isle Of Man IM9 1TD ,PER,30-Aug-18
18/00611/B,"Alterations, erection of extension and installation of a pitched roof",Monks Bridge Cottage Abbey Road Lane Ballasalla Isle Of Man IM9 3DE,PER,20-Jul-18
18/00612/B,Installation of replacement windows to rear elevation,43 Arbory Street Castletown Isle Of Man IM9 1LL,PER,23-Jul-18
18/00614/B,Removal of a shared chimney stack (retrospective),18 & 20 Church Avenue Onchan Isle Of Man IM3 4ED,REF,06-Sep-18
18/00615/B,"Alterations to existing conservatory including new flat roof, lantern and adjustments to window/door openings",16 Cedar Walk Douglas Isle Of Man IM2 5NG,PER,21-Sep-18
18/00616/B,"Window / door alterations, installation of cladding and creation of a dormer window",10 Groudle Road Onchan Isle Of Man IM3 2EJ,PER,20-Jul-18
18/00619/B,Conversion of existing garage in to bedroom and wet room,12 Clifton Drive Ramsey Isle Of Man IM8 3ND,PER,06-Sep-18
18/00620/B,Installation of replacement front door and side panels,138 Woodbourne Road Douglas Isle Of Man IM2 3BD,PER,07-Nov-18
18/00621/B,Erection of an extension to replace existing sun room,25 Turnberry Avenue Onchan Isle Of Man IM3 2JX ,PER,06-Sep-18
18/00622/B,Erection of extension to main church building and erection of a church hall with link corridor (amendment to PA 15/01242/B),St Anthonys Church Strathallan Road Onchan Isle Of Man IM3 1NN,PER,19-Sep-18
18/00623/B,"Alterations, replacement of garage door with a window and widening of existing vehicular access",1 Ballaterson Road Peel Isle Of Man IM5 1BJ,PER,21-Sep-18
18/00624/D,Installation of illuminated and non-illuminated signage,Former Digital World  The Milestone Peel Road Douglas Isle Of Man IM1 5ED,PER,25-Jul-18
18/00625/B,"Installation of composite front door in dark blue, and pvc casement side panels and fanlight",11 Brighton Terrace Douglas Isle Of Man IM1 4AP,REF,04-Dec-18
18/00626/B,Erection of garden room extension and installation of flue from multi fuel stove,12 Orchard View Douglas Isle Of Man IM2 1QU ,PER,27-Jul-18
18/00629/B,Creation of an outdoor equine arena,Field 534212 Scollag Road Abbeylands Isle Of Man  ,PER,21-Sep-18
18/00630/D,Installation of signage,Tesco Store Lake Road Douglas Isle Of Man IM1 5AF,PER,13-Sep-18
18/00631/B,Alterations and replacement of existing glazed conservatory roof with tiles,3 River Heights Braddan Douglas Isle Of Man IM4 4TG,PER,31-Aug-18
18/00632/B,Erection of poly tunnel in connection with Allotments,Field 421205 Grenaby Road Ballabeg Castletown Isle Of Man  ,PER,27-Jul-18
18/00634/B,"Alterations and extension to kitchen, and removal of conservatory",Briarfield Smeale Road Andreas Isle Of Man IM7 4JA,PER,27-Jul-18
18/00635/B,Replacement of existing windows on front elevation with sliding sash UPVC units,43 Woodbourne Road Douglas Isle Of Man IM2 3AD,PER,25-Sep-18
18/00636/D,Installation of non-illuminated signage,14 Victoria Street Douglas Isle Of Man IM1 2LH ,PER,01-Oct-18
18/00640/B,Replacement of existing windows to front elevation with white UPVC casement units,New Coastguard Lookout Queens Promenade Ramsey Isle Of Man IM8 1BH,PER,09-Aug-18
18/00642/B,Demolition of existing extension and conservatory and erection of extension with pitched roof and roof lights (in association with 18/00643/CON),Cronk Coar Quarterbridge Road Douglas Isle Of Man IM2 3RJ,PER,27-Jul-18
18/00643/CON,Registered Building consent for the demolition of existing extension and conservatory and erection of extension with pitched roof and roof lights (in association with 18/00642/B),Cronk Coar Quarterbridge Road Douglas Isle Of Man IM2 3RJ,PER,27-Jul-18
18/00644/C,"Additional use of existing beauty treatment, office (Class 4) and retail (Class 1) to include a dental clinic and medical spa",Unit 19  Tower House Loch Promenade Douglas Isle Of Man IM1 2LZ ,PER,27-Jul-18
18/00645/B,Alterations and erection of a first floor extension,The Rowans Loop Road West Craig Ramsey Isle Of Man IM7 3BX ,PER,03-Oct-18
18/00646/TEL,Installation of 12m high free standing lattice mast in grounds,Department Of Home Affairs Tromode Road Douglas Isle Of Man IM2 5PA,PER,13-Sep-18
18/00647/B,"Installation of two replacement silos, a replacement weighing system unit, and erection of sheds to provide worker welfare facilities (retrospective)",The Yard Stoney Mountain Road Foxdale Isle Of Man  ,PER,30-Jul-18
18/00648/B,Alterations and formation of a covered loading bay area (amendment to PA 17/00632/B),Unit 18 Snugborough Trading Estate Union Mills Isle Of Man IM4 4LH,PER,23-Oct-18
18/00649/B,Replacement of existing roof light with a dormer window to front elevation,Cedar Bank Windsor Mount Ramsey Isle Of Man IM8 3EA,PER,27-Jul-18
18/00650/B,"Erection of detached bungalow with associated landscaping, boundary treatments and vehicular access",Land At Bradda Glen Site Of Former Seaview Apartments Port Erin Isle Of Man  ,PER,03-Oct-18
18/00651/B,Widening of existing vehicular access,Wickham House 106 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JL ,PER,06-Sep-18
18/00652/B,Alterations and erection of rear extension,1 Station Road Port Erin Isle Of Man IM9 6AE,PER,27-Jul-18
18/00653/B,Alterations and erection of rear extension,Ballabundu Chapel Lane Baldrine Isle Of Man IM4 6DG,PER,27-Jul-18
18/00654/B,Alterations including replacement of conservatory roof with tiled roof,Clareville Andreas Road Andreas Isle Of Man IM7 4EN ,PER,27-Jul-18
18/00655/D,Installation of non illuminated signage,Unit 24 Spring Valley Industrial Estate Douglas Isle Of Man IM2 2QS ,PER,14-Sep-18
18/00658/B,Installation of front and rear windows at attic level,39 Hillberry Heights Douglas Isle Of Man IM2 7BW,PER,03-Oct-18
18/00659/B,Demolition of a gable chimney stack (in association with 18/00660/CON),2 Circular Road Peel Isle Of Man IM5 1ND,REF,21-Sep-18
18/00660/CON,Registered Building consent for the demolition of a gable chimney stack (in association with 18/00659/B),2 Circular Road Peel Isle Of Man IM5 1ND,REF,21-Sep-18
18/00661/B,Installation of replacement windows to rear elevation,1 Stanley Mount Peel Isle Of Man IM5 1NE,PER,06-Sep-18
18/00662/B,"Alterations and extensions including removal of existing conservatory and raised patio, and erection of extension, works to convert garage to living accommodation, and installation of decked patio area.",77 Ballacriy Park Colby Isle Of Man IM9 4LY,PER,04-Oct-18
18/00663/B,Erection of an animal shelter and storage building,Field Number 130411  Clenagh Road Sulby Isle Of Man  ,PER,09-Aug-18
18/00664/B,"Alterations and extension to property including replacement of conservatory roof with flat roof incorporating glazed lantern, and enlargement of existing kitchen.",7 Ballahane Close Port Erin Isle Of Man IM9 6EG,PER,06-Sep-18
18/00665/B,Erection of a porch to front elevation,Beehive Kindergarten (Cronkville) Hillberry Road Onchan Isle Of Man IM3 3JP,PER,09-Aug-18
18/00667/TEL,Installation of telecommunications equipment including a free standing 12m lattice mast and two antenna mounted on telegraph poles.,Nobles Hospital Strang Douglas Isle Of Man IM4 4RJ ,PERDMC,14-Nov-18
18/00668/B,"Demolition of existing lean-to, construction of a single storey extension and enlargement of various existing windows.",Brookvue Ballaughton Lane Douglas Isle Of Man IM2 1NB ,PER,09-Aug-18
18/00669/B,Replacement of existing garage door with roller shutter door,Workshop Albert Terrace Lane Douglas Isle Of Man IM1 3JE ,PER,09-Aug-18
18/00670/LAW,Application to make lawful the use of the property as a House in Multiple Occupancy (HMO),9 Clifton Terrace Douglas Isle Of Man IM2 3HX,CLAWA,06-Nov-18
18/00673/C,Change of use of ground floor unit from office to hair salon (retrospective),29 Victoria Street Douglas Isle Of Man IM1 2LG,PER,26-Oct-18
18/00674/B,Replacement of existing front and rear timber doors with UPVC doors,24 Bridge Street Peel Isle Of Man IM5 1NF,PER,13-Aug-18
18/00675/B,Rendering of gable wall using lime render,28 The Crofts Castletown Isle Of Man IM9 1LZ,PER,30-Jul-18
18/00676/B,Replacement white PVC windows and door to front elevation,3 Lime Street Port St. Mary Isle Of Man IM9 5ED,PER,16-Aug-18
18/00677/B,"Alterations to dwelling including installation of dormer, alterations to existing dormer, removal of chimney stack, installation of flue, window/door alterations and expansion of driveway",1 Croit E Cubbon Colby Isle Of Man IM9 4NN,PER,23-Aug-18
18/00678/B,Erection of garden fence,1 Croit E Cubbon Colby Isle Of Man IM9 4NN,PER,16-Aug-18
18/00679/B,"Demolition of attached outbuildings and detached garage, and construction of single storey garage and store, including increase of parking courtyard and widening of access",Bibaloe Beg Farmhouse Bibaloe Beg Road Onchan Isle Of Man IM4 5AD,PER,07-Nov-18
18/00680/B,Replacement of existing conservatory roof with tiled roof,42 Cedar Walk Douglas Isle Of Man IM2 5NL,PER,18-Oct-18
18/00681/B,Replacement of existing rear PVC windows with new PVC units,3 Grosvenor Road Douglas Isle Of Man IM1 3EJ,PER,09-Aug-18
18/00683/B,Enlargement of first floor gable window (retrospective),13 Ballamillaghyn Estate Mount Rule Douglas Isle Of Man IM4 4HU,PER,18-Oct-18
18/00684/GB,"Structural works to the underside of the pier, and various restoration works to the entrance/gatehouse (in connection with registered building application 18/00685/CON)",Queens Pier Stanley Mount East Ramsey Isle Of Man IM8 1NP ,PER,06-Sep-18
18/00685/CON,"Registered building consent for structural works to the underside of the pier, and various restoration works to the entrance/gatehouse - RB 154 (in connection with application 18/00684/GB)",Queens Pier Stanley Mount East Ramsey Isle Of Man IM8 1NP ,PER,06-Sep-18
18/00686/C,Change of use of industrial unit to wholesale food cash and carry,Unit 2 Block A White Hoe Industrial Estate Old Castletown Road Douglas Isle Of Man IM2 1QD ,REF,12-Dec-18
18/00687/B,Alterations and extension to rear of dwelling,Ballamoar Douglas Road Castletown Isle Of Man IM9 1TJ,PER,16-Aug-18
18/00689/B,Installation of flue (retrospective),59 King Edward Road Onchan Isle Of Man IM3 2AR ,PER,27-Nov-18
18/00690/C,Change of use of part of shop from retail (class 1) to financial and professional services (class 2),Shop Part Of 17 Orchard Road Port Erin Isle Of Man IM9 6AJ,PER,24-Aug-18
18/00691/B,Replacement of existing conservatory roof with tiled roof,5 Bradda View Ballakillowey Colby Isle Of Man IM9 4BE,PER,16-Aug-18
18/00692/B,"Alterations, erection of an extension and removal of a chimney stack",23 Groudle Road Onchan Isle Of Man IM3 2EH,PER,18-Oct-18
18/00693/B,Erection of a two storey side extension to provide garage and additional living accommodation,84 Greenlands Avenue Ramsey Isle Of Man IM8 2PQ,REF,17-Dec-18
18/00694/B,Creation of a raised patio and lawn area with glass balustrade (retrospective),8 Glen Maye Park Glen Maye Isle Of Man IM5 3AX ,PER,06-Sep-18
18/00695/C,Change of use of portion of outbuildings from tourist accommodation to ancillary accommodation for Ballastrang Farm,Outbuildings  Ballastrang Castletown Road Ballaglonney Santon Isle Of Man IM4 1EU,PER,23-Oct-18
18/00696/B,Replacement of existing conservatory roof with tiled roof,4 Erin Rise Port Erin Isle Of Man IM9 6FF ,PER,06-Sep-18
18/00697/B,Replacement of existing glazed conservatory roof with tiles,8 Howstrake Drive Onchan Isle Of Man IM3 1BR,PER,09-Aug-18
18/00698/B,Replacement of existing first floor balcony with slightly smaller balcony constructed in metal,Balmoral Promenade Port Erin Isle Of Man IM9 6AG,PER,16-Aug-18
18/00699/B,Erection of two storey extension to rear of property,Toronto Vale Tynwald Road Peel Isle Of Man IM5 1JL,PER,21-Sep-18
18/00700/B,Replacement conservatory on rear of property,25 Sunningdale Drive Onchan Isle Of Man IM3 1EL,PER,09-Aug-18
18/00701/B,"Removal of cloakroom window, and replacement of stone cladding section of wall with dashed finish to match external finish on rest of property.",Trie Cassyn Main Road Kirk Michael Isle Of Man IM6 1AH,PER,07-Sep-18
18/00702/B,Replacement of existing clay roof tiles with concrete tiles to match adjoining property,2 Barnell Cottage Barnell Lane Patrick Village Isle Of Man IM5 3AN,PER,07-Sep-18
