Decisions issued under delegated authority 1/1/19 - 31/12/19,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Single storey side extension to provide additional living accommodation.,5 Groudle View Onchan Isle Of Man IM3 2EX,REF,17-Oct-19,19/01010/B
Alterations to existing equestrian store structure to form drying room.,Ballaclucas Farm Top Road Crosby Isle Of Man IM4 4HN,PER,30-Dec-19,19/01012/B
Additional use of property as tourist accommodation,Palm Villa Strand Road Port Erin Isle Of Man IM9 6HD,PER,13-Nov-19,19/01035/C
Single storey extension to rear of dwelling to provide kitchen/dining area.,Bridge View House Main Road Ballaugh Isle Of Man IM7 5EQ,PER,30-Oct-19,19/01037/B
Erection of two sheds within garden (retrospective),5 Marguerite Place Foxdale Isle Of Man IM4 3HE,PER,22-Nov-19,19/01018/B
"Application for certificate of Lawful Development for the erection of a conservatory, front porch and dormer window",45 Bemahague Avenue Onchan Isle Of Man IM3 4AP,CLAWA,05-Jun-19,19/00233/LAW
Alterations and erection of extensions (amendments to PA 18/00439/B),Eastleigh Crescent Road Ramsey Isle Of Man IM8 2JR,PER,24-May-19,19/00234/B
Erection of an agricultural barn,Field 134200 Clenagh Road Sulby Isle Of Man  ,PER,26-Jun-19,19/00049/B
Installation of new window at first floor level in north east side of property,Rhencullen House Rhencullen Kirk Michael Isle Of Man IM6 2HA ,PER,04-Jan-19,18/01242/B
"Alterations, erection of a tractor shed and storage shed / workshop and use of part of field for recreational use (retrospective)",Field 211090 Sandygate Ramsey Isle Of Man  ,REF,10-Jul-19,19/00625/B
Installation of six replacement windows to rear elevation,114 Bucks Road Douglas Isle Of Man IM1 3AH,PER,02-Aug-19,19/00627/B
Drainage works (partial retrospective),Field 135284 (Northfield) Adjoining Ballagrest Bride Road Lezayre Isle Of Man  ,PER,04-Jul-19,19/00584/B
Installation of illuminated and non-illuminated signage,White House 11 New Road Laxey Isle Of Man IM4 7BB,PER,05-Feb-19,18/01320/D
"Renovation and extension of two existing cottages for use as a single residential dwelling or as a single unit of tourist accommodation along with creation of associated vehicular access, driveway and parking",Ballerghey Cottages Lhergy Cripperty Union Mills Isle Of Man  ,PER,22-Jul-19,19/00346/B
Erection of a replacement detached dwelling with integral garage,Thie Grianagh Balleira Road Kirk Michael Isle Of Man  ,PER,27-Jun-19,19/00347/B
Alterations and replacement of existing conservatory,14 Corrins Way Peel Isle Of Man IM5 1DF,PER,15-May-19,19/00348/B
Erection of front porch,20 Howe Road Onchan Isle Of Man IM3 2BB,PER,15-May-19,19/00349/B
Alterations and erection of two storey extension to side elevation,34 Ballanoa Meadow Santon Isle Of Man IM4 1HQ ,PER,31-May-19,19/00350/B
Erection extension above existing garage and single storey extension at the rear of property,1 Fistard Grove Fistard Port St Mary Isle Of Man IM9 5HJ,PER,29-May-19,19/00351/B
Erection of an agricultural building and creation of an outdoor all weather riding arena,Ballakillowey Farm  Ballakillowey Road Colby Isle Of Man IM9 4BN,REF,06-Aug-19,19/00529/B
Approval in principle for the construction of five dwellings addressing means of access,Part Field 214287 The Threshold Jurby Isle Of Man  ,PER,05-Apr-19,18/00763/A
Landscaping works to create additional parking area within grounds of property,Burleigh Manor Peel Road Douglas Isle Of Man IM1 5EP,PER,20-Mar-19,18/01073/B
Erection of dwelling with detached garage,Guilcaugh Cottage St Judes Road Andreas Isle Of Man IM7 3HF,REF,24-May-19,19/00182/B
Alterations and installation of replacement windows on front elevation.,Miramar Clifton Road Port St. Mary Isle Of Man IM9 5EH ,PER,08-Nov-19,19/01076/B
Erection of replacement garage,Garage 3 Park Road Lane Ramsey Isle Of Man  ,PER,08-Nov-19,19/01078/B
Erection of agricultural storage shed,Field No. 614477/614482 Ballagare Farm Baldhoon Road Laxey Isle Of Man IM4 7QJ ,PER,18-Nov-19,19/01079/B
Alterations and erection of single storey extension to front of dwelling,Fairhaven 23 Cannan Avenue Kirk Michael Isle Of Man IM6 1HF,PER,09-Dec-19,19/01081/B
Additional use of part of school grounds for parking of up to 3 minibuses (retrospective),Marown Primary School Glen Darragh Road Glen Vine Isle Of Man IM4 4RD ,PER,03-Jul-19,18/00810/C
"Demolition of existing garage and construction of two storey extension at side of property to create integral garage with living accommodation at first floor level, together with removal of existing conservatory and construction of single storey kitchen/d",Eburacum 57 Selborne Drive Douglas Isle Of Man IM2 3NJ,REF,09-Jul-19,19/00387/B
Removal of window on roadside elevation of property,1 Fairway Drive Port Erin Isle Of Man IM9 6LR,PER,29-May-19,19/00389/B
"Cement rendering the office block, garages and external car park walls",Technology House Woodbourne Lane Douglas Isle Of Man IM2 3LJ ,PER,29-May-19,19/00390/B
Window / door alterations and installation of replacement windows and doors,Wimple Nook Bradda Road Port Erin Isle Of Man IM9 6QA,PER,25-Mar-19,19/00140/B
Conversion and erection of extension of existing buildings to form cafe (Class 3) with associated office and retail (Class 1),Workshop Orchard Street Port Erin Isle Of Man IM9 6AJ,PER,03-May-19,19/00141/B
Siting of existing Captain Quilliam statue with associated base and plinth,Land West Of Foot Bridge Castlegate Castle Street Castletown Isle Of Man  ,PER,13-Aug-19,19/00679/B
Alterations and erection of rear extension and replacement side elevation conservatory,56 Ballalough Estate Andreas Isle Of Man IM7 4HX,PER,23-Jul-19,19/00680/B
Landscaping works to rear garden,Dorincourt Bradda West Lane Port Erin Isle Of Man IM9 6PW,PER,05-Aug-19,19/00681/B
"Alterations and erection of detached garage, greenhouse and log / garden store",The Willows Willow Lane Tosaby Road Eairy Isle Of Man IM4 3HP ,PER,11-Dec-19,19/00904/B
Window / door alterations and erection of extension to side elevation,49 Station Road Port Erin Isle Of Man IM9 6AR,PER,01-Oct-19,19/00905/B
"Alterations, demolition of conservatory and erection of extension, window alterations, replacement front door and installation of roof lights (in association with 19/00907/CON)",Westwood Eleanora Drive Douglas Isle Of Man IM2 3NN,PER,26-Sep-19,19/00906/B
Registered Building consent for the demolition elements relating the application 19/00906/B,Westwood Eleanora Drive Douglas Isle Of Man IM2 3NN,PER,26-Sep-19,19/00907/CON
Erection of new and relocation of existing trading estate directional signage,Spring Valley Trading Estate Cooil Road Douglas Isle Of Man  ,PER,09-Jan-19,18/00988/D
Registered Building consent for the demolition elements relating the application 19/00501/B,Rose Cottage 49 Brunswick Road Douglas Isle Of Man IM2 3NW,PER,23-Jul-19,19/00671/CON
Certificate of lawful use for erection of sun room,16 Ballakneale Avenue Port Erin Isle Of Man IM9 6ND,CLAWA,24-Jul-19,19/00672/LAW
Installation of replacement door to front elevation and juliet balcony and window to rear elevation,62 Glenfaba Road Peel Isle Of Man IM5 1DA,PER,22-Aug-19,19/00673/B
Erection of a detached garden store,Cockroost Main Road Glen Vine Isle Of Man IM4 4BQ,PER,09-Jan-19,18/01199/B
Use of three mobile shelters for agricultural purposes (retrospective),Field 434773 Grenaby Mooar Grenaby Road Ballasalla Isle Of Man  ,REF,28-Aug-19,19/00660/B
"Alterations, installation of two dormer windows and widening of access and driveway",19 Ballaterson Crescent Peel Isle Of Man IM5 1BL,PER,23-Jul-19,19/00662/B
Alterations and erection of extensions (amendments to PA 18/01026/B),Orrys Cliff Ballaragh Road Laxey Isle Of Man IM4 7PE,REF,26-Sep-19,19/00913/B
Alterations and erection of extension to side elevation,Highcliffe Darragh Port Erin Isle Of Man IM9 6JB,PER,01-Oct-19,19/00914/B
Erection of a detached three door garage,Croit-Ny-Meagh Rhenab Road Cornaa Ramsey Isle Of Man IM7 1EL ,PER,03-Jun-19,19/00412/B
"Erection of replacement detached dwelling with attached garage, associated access road and landscaping",The Quadrant Phildraw Road Ballasalla Isle Of Man IM9 3EG,PER,11-Jul-19,19/00536/B
Alterations and erection of extension,Mountain View Pinfold Hill Bride Isle Of Man IM7 4AS,PER,08-Aug-19,19/00538/B
Blocking up existing doorway to create window into WC (retrospective) and doorway / window alterations and blocking up existing garage door onto Crown Street and formation of garage door opening into depot yard,Works Depot Spit Corner Workshop & Crew Room East Quay Peel Isle Of Man  ,PER,26-Sep-19,19/00833/B
Variation of condition 3 of PA 07/02268/B to remove personal tie,Stable Block (Goshen Stables) St Judes Road Sulby Isle Of Man  ,PER,26-Sep-19,19/00834/B
Alterations and extension to existing dwelling,Thie Vane 17 Marathon Road Douglas Isle Of Man IM2 4HN,PER,05-Jun-19,19/00272/B
"Removal of artificial hedging and oil tank, and installation of timber fencing to rear of building (retrospective) - in association with registered building application 18/00984/CON",The George Hotel The Parade Castletown Isle Of Man IM9 1LG,REF,15-Feb-19,18/00983/GB
Widening of existing vehicular access and creation of additional parking area,Cork Beg Grove Mount Ramsey Isle Of Man IM8 3HP,PER,14-Jun-19,19/00467/B
Replacement of garage door with window and removal of window and door on rear elevation,15 Auldyn Meadow Drive Ramsey Isle Of Man IM8 2TR ,PER,03-May-19,19/00273/B
"Alterations, erection of a two storey extension and replacement of existing conservatory with a garden room",Thie Spooyt Dreemskerry Ramsey Isle Of Man IM7 1BF ,PER,10-Jun-19,19/00468/B
Installation of replacement windows to front elevation,4 Bank Street Castletown Isle Of Man IM9 1AT ,PER,31-Jul-19,19/00614/B
"Alterations and erection of porch extension, replacement rear extension and relocation of oil tank",24 Pairk Beg Port Erin Isle Of Man IM9 6NQ,PER,12-Jul-19,19/00616/B
Alterations and erection of single storey extension to rear elevation and replacement of existing roof tiles,12 Mull View Kirk Michael Isle Of Man IM6 1AQ,PER,12-Jul-19,19/00617/B
Erection of a detached garage,Field 430886 Adjacent To Edd Beg (formerly Toms Cottage) Kerrowkeil Road Grenaby Ballasalla Isle Of Man  ,REF,07-Nov-19,19/00818/B
Replacement of existing mesh fencing with 2.4m palisade fencing around base of existing tower,Snaefell Air Traffic Control Station Snaefell Summit Lezayre Isle Of Man  ,PER,12-Sep-19,19/00819/B
Certificate of lawful use for installation of windows and door to front elevation,68 Derby Road Douglas Isle Of Man IM2 3EB,CLAWA,02-Aug-19,19/00683/LAW
Approval in principle for erection of a dwelling,Land Adjacent To Laurieston House Booilushag Ballajora Ramsey Isle Of Man IM7 1BB,PER,23-Jul-19,19/00686/A
"Alterations, erection of two storey side extension, single storey rear extension and installation of replacement windows",Stoneleigh St Georges Crescent Port Erin Isle Of Man IM9 6HR,PER,18-Dec-19,19/01195/B
"Alterations and additions to property including removal of two chimneys, new porch and widening of existing driveway",White Lodge Main Road Union Mills Isle Of Man IM4 4LW,PER,09-Jan-19,18/00942/B
Alterations to outbuilding to provide ancillary accommodation for the existing dwellings on site,Ballerghy Farm Lhergy Cripperty Union Mills Isle Of Man IM4 2AH,PER,23-Jan-19,18/01264/B
Alterations and widening of existing vehicular access,19 Thirlmere Avenue Onchan Isle Of Man IM3 2DR,PER,10-Jan-19,18/01266/B
Siting of two storage shipping containers,Gas Storage Site Peel Road Industrial Estate Braddan Douglas Isle Of Man IM4 4LE,PER,04-Mar-19,19/00063/B
Creation of a vehicular access with associated hard standing,8 Norwood Drive Douglas Isle Of Man IM2 5HJ,PER,15-Mar-19,19/00064/B
Installation of a replacement antenna on existing mast,Sure Site IOM 30 Site Peel Harbour West Quay Peel Isle Of Man  ,PERDMC,08-Apr-19,19/00066/TEL
Replacement of existing glazed conservatory roof with tiles,2 The Willows Ballasalla Isle Of Man IM9 2EW,PER,04-Mar-19,19/00067/B
Reinstatement of chimney stack to rear elevation,23 Queen Street Castletown Isle Of Man IM9 1PB,PER,05-Jun-19,19/00383/B
Replacement windows and doors in white PVC to front and rear elevations,Graylands 26 Cronkbourne Road Douglas Isle Of Man IM2 3LB,PER,24-May-19,18/01047/B
Erection of dwelling with parking,Land To Rear Of Bay View 38 Victoria Road Douglas Isle Of Man IM2 4HE,PER,23-Jul-19,19/00655/B
Alterations and creation of patios at rear elevation,Ballachesed St Marks Ballasalla Isle Of Man IM9 3AH ,PER,08-Nov-19,19/00962/B
Change of use existing guest house with managers flat to 4 self-contained tourist units with managers flat,27 Hutchinson Square Douglas Isle Of Man IM2 4HP,PER,10-Oct-19,19/00963/C
"Alterations, erection of a two storey extension and garage block with storage",Ballachurry  Jurby Road St Judes Isle Of Man IM7 2EN ,PER,04-Mar-19,18/01321/B
Change of use of first floor office (class 4) to a residential apartment,Kermode House 74 Parliament Street Ramsey Isle Of Man IM8 1AQ,PER,15-Feb-19,18/01322/C
Alterations and erection of extension to rear,Collingdene Alexander Drive Douglas Isle Of Man IM2 3QX,PER,04-Apr-19,18/01323/B
Erection of a front porch to replace existing canopy,22 Berry Woods Avenue Douglas Isle Of Man IM2 7DA,PER,04-Apr-19,18/01324/B
Installation of a replacement top floor window to front elevation,7 Kensington Road Douglas Isle Of Man IM1 3ER,PER,23-Jan-19,18/01325/B
Replacement of garage door with a window and erection of extension to create additional living accommodation,5 Bayr Grianagh Castletown Isle Of Man IM9 1HJ,PER,25-Jan-19,18/01326/B
Installation of illuminated signage,Shop Units 2 & 3 Church Walk St Pauls Square Ramsey Isle Of Man IM8 1LA ,PER,09-Apr-19,19/00033/D
Creation of additional access door in place of existing window,Shelter Kiosk The Promenade Laxey Isle Of Man IM4 7DD,PER,20-Feb-19,19/00034/B
Erection of a conservatory,Thrang End Phildraw Road Ballasalla Isle Of Man IM9 3EG,PER,09-Dec-19,19/00992/B
Installation of a replacement lounge bay window to front elevation,Glen Dene  Glen Road Colby Isle Of Man IM9 4PA,PER,24-Oct-19,19/00993/B
Additional use of residential dwelling as tourist living accommodation,The Corner House 8 Stanley Mount Peel Isle Of Man IM5 1NE ,PER,07-Nov-19,19/00994/C
Conversion of former cart shed / granary into a private detached dwelling,Plot 1 Kerrowdhoo Farm Cranstal Bride Isle Of Man  ,PER,02-May-19,18/01258/B
Conversion and erection of extension to former barn to create a detached residential dwelling with garage,Plot 2 Kerrowdhoo Farm Cranstal Bride Isle Of Man  ,PER,02-May-19,18/01259/B
Conversion of out buildings to create a detached dwelling and erection of a detached garage,Plot 3 Kerrowdhoo Farm Cranstal Bride Isle Of Man  ,PER,02-May-19,18/01260/B
Conversion and erection of extension to former farmhouse to create a detached dwelling with garage,Plot 4 Kerrowdhoo Farm Cranstal Bride Isle Of Man  ,PER,02-May-19,18/01261/B
"Alterations, erection of a first floor extension and creation of an additional window to rear elevation",8 Second Avenue Douglas Isle Of Man IM2 6AW,PER,10-Jan-19,18/01262/B
Erection of illuminated signage,Seven Kingdom Distillery Banks Circus Douglas Isle Of Man IM1 5AF ,PER,10-Jan-19,18/01263/D
Installation of a timber bridge to connect an existing small island within pond to garden,Mullinaragher House Rheast Road Santon Isle Of Man IM4 2HR ,PER,25-Jan-19,18/01327/B
"Alterations, demolition of existing and erection of rear extension and creation of rear parking space with associated vehicular access (in association with 19/00596/CON)",36 Alexander Drive Douglas Isle Of Man IM2 3QG,PER,04-Jul-19,19/00595/B
Registered Building consent for the demolition elements relating the application 19/00595/B,36 Alexander Drive Douglas Isle Of Man IM2 3QG,PER,04-Jul-19,19/00596/CON
