Decisions issued under delegated authority 1/1/19 - 31/12/19,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Extension of existing vehicular access and driveway,27 Norwood Drive Douglas Isle Of Man IM2 5HN,PER,19-Dec-19,19/01165/B
Erection of detached dwelling with integral garage,118 Royal Park Ramsey Isle Of Man IM8 3UH ,PER,03-Jun-19,19/00422/B
Erection of two detached dwellings with integral garages,105 & 106 Royal Park Ramsey Isle Of Man IM8 3UH ,PER,03-Jun-19,19/00423/B
Creation of additional parking and widening of vehicular access,16 Olafs Close Douglas Isle Of Man IM2 7AR,PER,11-Jul-19,19/00532/B
Installation of a heat pump,59 Ballanard Road Douglas Isle Of Man IM2 5HD,PER,20-Jun-19,19/00534/B
Alterations and erection of single and two storey extension to rear elevation,108 Port E Chee Avenue Douglas Isle Of Man IM2 5EY,PER,20-Jun-19,19/00535/B
Erection of an agricultural building,Field 622432 (formerly 2432) Adjacent To Dhoon Loop Road Dhoon Ramsey Isle Of Man  ,REF,21-Feb-19,18/00802/B
Erection of a detached dwelling with integral garage,113 Royal Park Phase 2 Ramsey Isle Of Man IM8 3UH ,PER,11-Jun-19,19/00479/B
"Alterations, installation of roof lights and windows and erection of two extensions",Hospice Isle Of Man Strang Douglas Isle Of Man IM4 4RP ,PER,02-Aug-19,19/00460/B
Application for certificate of Lawful Development for a rear driveway,29 Marathon Avenue Douglas Isle Of Man IM2 4JB,CLAWA,11-Jun-19,19/00463/LAW
Replacement of existing conservatory with a sun room extension,12 Tromode Green Douglas Isle Of Man IM2 5NT ,PER,10-Jun-19,19/00464/B
Erection of a detached garden / hobby room,Corona Alexander Drive Douglas Isle Of Man IM2 3QN ,PER,12-Sep-19,19/00845/B
"Alterations and erection of extensions to side elevations, sun room to rear, front porch and widening of vehicle access",35 Cronk Y Berry Douglas Isle Of Man IM2 6ES,PER,24-Oct-19,19/00924/B
"Installation of replacement windows and door, replacement of existing roof tiles with slate",14 Milner Terrace Castletown Isle Of Man IM9 1AJ,PER,10-Oct-19,19/00925/B
"Alterations, demolition of rear garage and outlets and erection of extension (in association with 19/00036/CON)",101 Woodbourne Road Douglas Isle Of Man IM2 3AR,PER,18-Feb-19,19/00035/B
Extension at first floor level to provide additional living accommodation including the installation of two dormers,Keston Mill Road Surby Port Erin Isle Of Man IM9 6QP,PER,23-Jul-19,19/00440/B
"Erection of dwelling (forming amendments to approved application 09/01334/B) to include swimming pool, roof terrace and associated works.",Proposed Dwelling At Barroose Farm Barroose House Barroose Road Baldrine Isle Of Man  ,REF,25-Oct-19,19/01039/B
Erection of replacement warehouse with industrial unit and change to industrial use (amendment to PA 19/00563/B),Unit 24 Colas Drive Balthane Ballasalla Isle Of Man IM9 2AQ ,PER,02-Dec-19,19/01086/B
Alterations and erection of rear extension,18 Second Avenue Douglas Isle Of Man IM2 6AW,PER,16-Oct-19,19/00971/B
Alterations and erection of a replacement two storey extension to rear elevation,6 Railway Terrace Douglas Isle Of Man IM1 4LT,PER,11-Oct-19,19/00972/B
"Alterations, erection of extensions and creation of a porch",Shady Moar Shore Road Glen Maye Isle Of Man IM5 3BG,PER,08-Nov-19,19/00973/B
Creation of a window to front elevation,Teckelwood 5 Ballabridson Park Ballasalla Isle Of Man IM9 2ES,PER,16-Oct-19,19/00974/B
Erection of an extension to side elevation,Aegir Croit E Quill Road Laxey Isle Of Man IM4 7JJ,PER,24-Oct-19,19/00975/B
"Alterations to approved application PA 15/01388/B including modification of window to Juliet Balcony, timber cladding to render and changes to front door (retrospective), and the additional use of dwelling as tourist accommodation",The Loft Rear Of 2 Victoria Road Port St. Mary Isle Of Man IM9 5AF ,PER,03-Apr-19,18/00688/C
Additional use of property as self-catering accommodation,Ballakewin Farm Foxdale Road Ballasalla Isle Of Man IM9 3DW,PER,24-Jan-19,18/01315/C
"Installation of french doors and balcony to front dormer, replacement roof tiles, and removal of chimney stacks",Sunnyhill Croit E Quill Road Laxey Isle Of Man IM4 7JJ,REF,23-Jul-19,19/00670/B
"Conversion of barn to residential dwelling, creation of residential curtilage and associated access",Barn & Part Of Field No. 314020 Lower Skerrisdale Farm Peel Road Kirk Michael Isle Of Man  ,PER,11-Oct-19,19/00773/B
Erection of a 10 cycle bike shelter,Ballakermeen High School St Catherines Drive Douglas Isle Of Man IM1 4BE ,PER,26-Sep-19,19/00774/B
Installation of flue,26 The Park Onchan Isle Of Man IM3 1HR,PER,29-Aug-19,19/00775/B
Installation of replacement windows to front elevation,44 Patrick Street Peel Isle Of Man IM5 1BS,REF,04-Mar-19,19/00059/B
Change of use of workshop to a residential dwelling,Dundalk Cottage The Cronk Ballaugh Isle Of Man IM7 5BA ,PER,20-Mar-19,19/00060/C
"Alterations and variation of condition 3 of PA 16/00573/B, Conversion of existing retail unit to additionally provide the sale of hot food and drink for consumption on and off the premises, creation of an indoor seating area and installation of an externa",23 Parliament Street Ramsey Isle Of Man IM8 1AS,PER,20-Mar-19,19/00061/B
Conversion of building from a coach depot to create three industrial units and erection of security fencing,Ballasalla Airport Garage Douglas Road Ballasalla Isle Of Man IM9 2AN,PER,04-Mar-19,19/00062/B
"Alterations, erection of extension and installation of dormer to rear elevation",28 Y Vaarney Yiarg Castletown Isle Of Man IM9 1HZ ,PER,22-Jul-19,19/00540/B
Erection of extension to existing detached ancillary living accommodation,10 Auburn Road Onchan Isle Of Man IM3 1LW,REF,17-Jul-19,19/00541/B
"Alterations, erection of extension to form ancillary accommodation and creation of retaining walls.",The Firs Rencell Hill Laxey Isle Of Man IM4 7BJ,PER,08-Aug-19,19/00542/B
Erection of a first floor extension,Struan Veg Hillberry Onchan Isle Of Man IM4 5BJ ,PER,20-Feb-19,18/01086/B
"Alterations, erection of extension with four roof lights, raised decking and flue to rear elevation",29 Hildesley Road Douglas Isle Of Man IM2 5AX,PER,03-Sep-19,19/00543/B
"Alterations, erection of replacement garage and creation of gateway to rear elevation (in association with 19/00545/CON)",14 Somerset Road Douglas Isle Of Man IM2 5AD,PER,23-Jul-19,19/00544/B
Registered Building consent for the demolition elements relating the application 19/00544/B,14 Somerset Road Douglas Isle Of Man IM2 5AD,PER,23-Jul-19,19/00545/CON
Replacement of existing glazed conservatory roof with tile,76 Birch Hill Crescent Onchan Isle Of Man IM3 3DA,PER,27-Jun-19,19/00547/B
Erection of a detached dwelling with associated parking,Land Off Lane At Rear Of 15 Westminster Drive Douglas Isle Of Man  ,REF,10-Jul-19,19/00546/B
Erection of an industrial building to provide four units with associated hard standing and 22 car parking spaces,New Factory Units The Paddocks Jurby Industrial Estate Jurby Isle Of Man  ,PER,19-Nov-19,19/01102/B
Erection of a rear extension with extension of existing terrace and new decking surface,36 Selborne Drive Douglas Isle Of Man IM2 3NH,PER,18-Dec-19,19/01187/B
Conversion of office (Class 4) to a residential apartment,Office Rear Of 46 Bucks Road Douglas Isle Of Man IM1 3AD ,PER,19-Dec-19,19/01189/B
Erection of two detached dwellings with integral garages,60 And 61 Royal Park Ramsey Isle Of Man IM8 3UH ,PER,15-Feb-19,19/00003/B
Erection of rear extension.,Cynclaire Brookfield Avenue Ramsey Isle Of Man IM8 2AD,PER,04-Mar-19,19/00069/B
Erection of a detached dwelling with integral garage (amendment to approved dwelling under 16/01314/REM),Plot 22 Ballaglonney Housing Estate Main Road Crosby Isle Of Man  ,REF,02-Aug-19,19/00677/B
Alterations and landscaping works to garden to provide patio and decking areas with associated ramp access,4 Harbour View Onchan Isle Of Man IM3 2AN,PER,06-Aug-19,19/00678/B
Installation of company directional signage,Balthane Industrial Estate Balthane Road Balthane Ballasalla Isle Of Man  ,PER,09-Dec-19,19/01112/D
Removal of a chimney stack to rear elevation,7 Stanley Terrace Douglas Isle Of Man IM2 4EP,PER,11-Dec-19,19/01116/B
"Alterations, erection of rear extension and installation of replacement windows and front door",8 Bridge Street Peel Isle Of Man IM5 1NB,PER,28-Aug-19,18/00767/B
"Alterations and additions including extension over sun lounge, replacement of kitchen extension with two storey extension and annex to provide ancillary living accommodation (retrospective amendments to PA 17/00365/B)",Sea View Dogmills Ramsey Isle Of Man IM7 4AD ,PER,09-Jan-19,18/01206/B
Application for certificate of Lawful Development for the erection of a sunroom extension,43 Bemahague Avenue Onchan Isle Of Man IM3 4AP,CLAWA,09-Jan-19,18/01207/LAW
Alterations including creation of doorway and connecting wall to extend existing kitchen,The Swan Public House Lezayre Road Ramsey Isle Of Man IM8 2LN,PER,22-Jan-19,18/01284/B
"Alterations, erection of extension and widening of vehicular access",61 Ballagarey Road Glen Vine Isle Of Man IM4 4EJ,PER,25-Jan-19,18/01318/B
Installation of replacement windows,25 Church Street Peel Isle Of Man IM5 1HN,REF,04-Jan-19,18/00899/B
Creation of a front dormer window,1 Spaldrick Port Erin Isle Of Man IM9 6PB ,PER,04-Mar-19,19/00016/B
Replace existing glazed conservatory roof with tile,26 Bollan Drive Glen Vine Isle Of Man IM4 4FE,PER,22-Aug-19,19/00762/B
Replace existing glazed conservatory roof with tile,45 King Orry Road Glen Vine Isle Of Man IM4 4FL,PER,22-Aug-19,19/00763/B
"Alterations, replacement roof tiles, rainwater goods and installation of roof solar panels",Ramsey Masonic Hall 2 Lezayre Road Ramsey Isle Of Man IM8 2LN,PER,11-Dec-19,19/01129/B
Erection of extension to existing warehouse and remodelling of service yard and overflow car park,Tesco Superstore Lake Road Douglas Isle Of Man IM1 5AF,PER,11-Dec-19,19/01130/B
New roof cladding to summerhouse,Kionehenin Dhoon Loop Road Dhoon Ramsey Isle Of Man IM7 1HP,PER,24-Dec-19,19/01281/B
"Variation of condition one of PA 15/00170/B, Alterations to existing road to provide turning area, improve existing parking spaces and provide additional parking spaces and passing place, to extend period of permission by four years",Private Road Between Cottages 21-26 & 27-30 Groudle Glen Cottages King Edward Road Onchan Isle Of Man  ,PER,05-Apr-19,19/00179/B
Alterations and erection of single storey extension,Ballacollister Cottage Ballacollister Road Laxey Isle Of Man IM4 7JS,PER,01-Oct-19,19/00918/B
Alterations and erection of entrance porch,Hillary House Prospect Hill Douglas Isle Of Man IM1 1EQ ,PER,01-Oct-19,19/00920/B
Conversion of existing building to form 6 self contained apartments (comprising amendments to 06/01427/B),Glenville House Ballure Road Ramsey Isle Of Man IM8 1ND,PER,22-Jan-19,18/01265/B
"Alterations, erection of detached cabin to provide home office / study and driveway amendments",Doves Hill Glen Road Ballaugh Isle Of Man IM7 5JB ,PER,03-Jun-19,19/00398/B
Erection of a fence,16 Birch Hill Avenue Onchan Isle Of Man IM3 4EW,PER,30-Sep-19,19/00898/B
Application for certificate of Lawful Development for the erection of an extension to an existing barn,Glenview Top Road Crosby Isle Of Man IM4 4HL,CLAWA,01-Oct-19,19/00899/LAW
"Window / doorway alterations, installation of cladding and creation of a pedestrian access",19 Baldrine Park Baldrine Isle Of Man IM4 6DD,PER,01-Oct-19,19/00900/B
Additional use of residential flat as tourist living accommodation,Flat 1  Creg Malin View 6 Mount Morrison Peel Isle Of Man IM5 1PN,PER,01-Oct-19,19/00922/C
Alterations and erection of extension (amendments to PA 18/00552/B),Dreemskerry Lag Birragh Drive Onchan Isle Of Man IM3 2JW,PER,10-Oct-19,19/00923/B
First floor extension to garage at rear of property.,9 The Promenade Castletown Isle Of Man IM9 1BJ,PER,18-Nov-19,19/01006/B
"Alterations and extensions including side/north extension with living accommodation at ground floor and storage at basement level, extension to utility and garage at front, and creation of patio doors in place of window at rear.",9 Mourne View Peel Isle Of Man IM5 1UJ,REF,16-Dec-19,19/01007/B
Alterations and erection of a detached garage,Mill Stream Cottage Little Mill Road Onchan Isle Of Man IM4 5BD ,PER,05-Dec-19,19/01083/B
Alterations and conversion from boarding house to 4 apartments,19 Waterloo Road Ramsey Isle Of Man IM8 1DT,PER,12-Sep-19,19/00835/B
Certificate of lawful use for installation of replacement windows,Flat 5 - Grosvenor Court 1 Derby Terrace Central Promenade Douglas Isle Of Man IM2 4LN ,CLAWA,09-Oct-19,19/00836/LAW
"Alterations including windows, cladding and erection of stone wall",58 Glenfaba Road Peel Isle Of Man IM5 1DA,PER,26-Sep-19,19/00839/B
Ground floor and first floor alterations and extension,Ballaquaggan Lodge Douglas Road Ballasalla Isle Of Man IM9 3AD ,PER,17-Dec-19,19/01142/B
Installation of replacement door,5 Market Hill Douglas Isle Of Man IM1 2BF,PER,19-Dec-19,19/01242/B
"Replacement of existing garage roof in order to create flat roof terrace accessed from sun room, installation of flue and amendments to height of wall",Low Wood Strang Road Union Mills Isle Of Man IM4 4NP,PER,30-Jan-19,18/00768/B
Installation of a flue (retrospective),6 Close Cowley Douglas Isle Of Man IM2 2HX,PER,01-Mar-19,18/01125/B
Partial demolition of existing shed and replacement of part of greenhouse with a timber built workshop and office,Ballagawne Nurseries Shop & Store Ballagawne Road Colby Isle Of Man IM9 4AZ,PER,21-Feb-19,19/00042/B
Alteration and erection of extensions,Sunlaws Whitebridge Avenue Ramsey Isle Of Man IM8 3PW,PER,24-Apr-19,19/00198/B
Alterations and replacement of existing glazed conservatory roof with tile,1 The Willows Ballasalla Isle Of Man IM9 2EW,PER,08-Nov-19,19/01068/B
Removal of existing lighting columns and installation of four replacement lighting columns with associated CCTV,Peel Harbour Swing Footbridge / Fenella Bridge Harbour Bridge Peel Isle Of Man IM5 1AH ,PER,03-May-19,19/00314/B
Installation of replacement roof tiles (retrospective),21 Albany Road Douglas Isle Of Man IM2 3NF,PER,13-Aug-19,19/00745/B
Certificate of lawful use for erection of a conservatory,21 Albany Road Douglas Isle Of Man IM2 3NF,CLAWA,13-Aug-19,19/00746/LAW
"Alterations, erection of extension and detached garage",Johnsons Cottage Druidale Ballaugh Isle Of Man IM7 5JA ,REF,25-Sep-19,19/00753/B
Installation of a heat pump to replace existing boiler,3 Cushag Drive Ballawattleworth Estate Peel Isle Of Man IM5 1WX ,PER,12-Sep-19,19/00862/B
Erection of a canopy to front elevation,Fuchsia Bank Ballajora Hill Ballajora Ramsey Isle Of Man IM7 1AZ,PER,04-Sep-19,19/00864/B
"Alterations, extension to existing conservatory and erection of a two storey extension to house a lift shaft",13 Queens Valley Ramsey Isle Of Man IM8 1NG ,PER,07-Oct-19,19/00865/B
Replacement of existing glazed conservatory roof with tile,24 Ballagarey Road Glen Vine Isle Of Man IM4 4EB,PER,30-Sep-19,19/00866/B
Replacement of existing glazed conservatory roof with tiles,5 The Millrace Sulby Isle Of Man IM7 2HT,PER,10-Jan-19,18/01216/B
Demolition of existing store building and erection of a garage and store,Craig House Douglas Road Kirk Michael Isle Of Man IM6 1AT,PER,02-Jul-19,18/01217/B
Erection of two semi detached dwellings (amendments to PA 17/00688/B),Plots B12 & B13 Residential Development  East Of Auldyn Meadow  Ramsey Isle Of Man  ,PER,22-Jan-19,18/01219/B
Replacement of existing glazed conservatory roof with tiles and creation of an additional window to side elevation,24 Farmhill Park Douglas Isle Of Man IM2 2EE,PER,10-Jan-19,18/01220/B
Replacement of existing polycarbonate roof with a flat roof with associated parapet wall,7 Woodside Terrace Douglas Isle Of Man IM2 3AH,PER,10-Jan-19,18/01222/B
Registered Building consent for the demolition elements relating the application 19/00600/B,13 Victoria Road Castletown Isle Of Man IM9 1EN,PER,03-Sep-19,19/00601/CON
Installation of double gates to existing vehicular access and replacement pedestrian gate,36 Selborne Drive Douglas Isle Of Man IM2 3NH,PER,04-Jul-19,19/00603/B
Installation of replacement roof tiles (retrospective),Corleaa Ballanard Road Douglas Isle Of Man IM2 5PR,PER,01-Aug-19,19/00607/B
Replacement of existing glazed conservatory roof with tile,Thie Corneil Bayr Grianagh Castletown Isle Of Man IM9 1HL ,PER,23-Jul-19,19/00608/B
Erection of a front porch and rear extension,75 Ballagarey Road Glen Vine Isle Of Man IM4 4EU ,PER,15-Oct-19,19/00917/B
Installation of roof solar panels to South West elevation,1 Cooil Road Douglas Isle Of Man IM4 2AF ,PER,01-Oct-19,19/00919/B
"Alterations, erection of extension and erection of both retaining wall and fencing",9 Glen Elfin Road Ramsey Isle Of Man IM8 2HF,PER,26-Feb-19,18/00935/B
Removal of three windows and change of use from water treatment station to car repair garage with storage for vehicle parts for re-use and sale (part retrospective),Filter House Glen Rushen Road Glen Maye Isle Of Man IM5 3BA,REF,01-Mar-19,18/01167/B
Erection of two storey extension to side and single extension to rear of dwelling,60 Scarlett Road Castletown Isle Of Man IM9 1PN ,PER,03-May-19,19/00258/B
"Creation of rear courtyard, replacement front door and alteration to former shop frontage",1 Douglas Street The Chocolate Box Peel Isle Of Man IM5 1BA,PER,09-Jan-19,18/01223/B
Erection of illuminated signage,74 Strand Street Douglas Isle Of Man IM1 2EW,PER,01-Mar-19,18/01350/D
Installation of flue and widening of vehicular access and driveway,109 Ballacriy Park Colby Isle Of Man IM9 4NB,PER,08-Jul-19,19/00154/B
Installation of non illuminated signage,Hillary House Prospect Hill Douglas Isle Of Man IM1 1EQ ,PER,04-Apr-19,19/00155/D
Application for certificate of Lawful Development for parking on existing rear hard standing,54 Waterloo Road Ramsey Isle Of Man IM8 1DZ,CLAWA,27-Mar-19,19/00156/LAW
Creation of a doorway to a detached outbuilding,Sea Dawn Ballaragh Road Laxey Isle Of Man IM4 7PN ,PER,04-Apr-19,19/00157/B
"Erection of porch extension, detached stables, and alterations to access lane",5 Balnahow Farm Cottages Balnahow Farm Balnahowe Santon Isle Of Man IM4 1HN ,PER,13-Nov-19,19/01049/B
Alterations and erection of single storey extension,1 Norwood Drive Douglas Isle Of Man IM2 5HJ,PER,31-Oct-19,19/01052/B
Installation of flue (retrospective),22 Faaie-Ny-Cabbal Kirk Michael Isle Of Man IM6 2HW,PER,09-Dec-19,19/01054/B
Installation of illuminated signage,Cooil Road Roundabout And Adjacent Jacksons / Eden Business Park Cooil Road Douglas Isle Of Man  ,PER,01-Aug-19,19/00421/D
Removal of two chimney stacks,Freshfield 44 Groudle Road Onchan Isle Of Man IM3 2EE,PER,18-Jul-19,19/00556/B
Removal of an agricultural tie,Arderry Glen Road Ballaugh Isle Of Man IM7 5JE,REF,27-Jun-19,19/00559/C
Erection of replacement warehouse with industrial unit and change to industrial use,Unit 24 Colas Drive Balthane Ballasalla Isle Of Man IM9 2AQ ,PER,02-Aug-19,19/00563/B
Erection of front and rear extensions and widening of driveway and vehicular access,24 Bollan Drive Glen Vine Isle Of Man IM4 4FE,PER,12-Sep-19,19/00799/B
Roofing works to replace existing roof tiles,Rowan House Rowan Avenue Ballaugh Isle Of Man IM7 5EN,PER,20-Sep-19,19/00814/B
"Installation of cladding to entrance facade, removal of a side single garage to improve vehicular access to rear and provide additional parking and installation of industrial equipment to rear elevation",Ballasalla Airport Garage Douglas Road Ballasalla Isle Of Man IM9 2AN,PER,05-Sep-19,19/00815/B
Removal of external render on the main dwellinghouse (retrospective) and the replacement of an existing conservatory with a larger single storey extension,Thie-Yn-Schoill Derby Road Peel Isle Of Man IM5 1HP,PER,03-Apr-19,18/01041/B
Replacement UPVC windows to side and rear of property,Spyrryd Ny Marrey Old Laxey Hill Laxey Isle Of Man IM4 7BT ,PER,10-Jan-19,18/00932/B
First floor extension to rear of dwelling,7 Brisbane Street Douglas Isle Of Man IM1 3JL,REF,05-Feb-19,18/01267/B
Alterations and erection of first floor extension,46 Farmhill Meadows Douglas Isle Of Man IM2 2LN,PER,13-Aug-19,19/00739/B
"Installation of replacement windows and door to front, door and window to rear and rendering works to rear elevation",46 Malew Street Castletown Isle Of Man IM9 1AF,PER,21-Nov-19,19/01109/B
Single storey extension at rear of property to create additional living accommodation,9 Loch Villas Gibson Street Ramsey Isle Of Man IM8 3DR ,PER,25-Oct-19,19/01030/B
Alterations and extension of sun lounge at rear elevation,2 Ballaterson Road Peel Isle Of Man IM5 1BJ,PER,25-Jul-19,19/00659/B
Installation of replacement windows,Flat 2  Chandler House 1 Ridgeway Street Douglas Isle Of Man IM1 1EW,PER,31-Oct-19,19/00948/B
Alterations and erection of extension to rear elevation,The Cliffs Fairy Cottage Laxey Isle Of Man IM4 7BR ,PER,20-Nov-19,19/01110/B
Alterations and erection of rear ground floor extensions and first floor extension above existing garage,6 Reayrt Ny Crink Crosby Isle Of Man IM4 2EA ,PER,18-Dec-19,19/01176/B
Installation of an external heat pump,5 Elm Bank Glen Vine Isle Of Man IM4 4FF,PER,18-Dec-19,19/01177/B
"Alterations, installation of external doors, roof lights and extension of patio area",Kilkenny Cottage Colooneys Lane Cooil Douglas Isle Of Man IM4 2AG ,PER,30-Aug-19,19/00793/B
Blocking up of a doorway and creation of sliding doors to rear elevation,2 Captains Hill Laxey Isle Of Man IM4 7AA ,PER,31-Oct-19,19/00947/B
Erection of a detached dwelling with associated landscaping,Denizli Booilushag Ballajora Ramsey Isle Of Man IM7 1BD,PER,10-Oct-19,19/00951/B
Installation of illuminated signage,Victory House Extension Prospect Hill Douglas Isle Of Man IM1 1EQ ,PER,10-Jan-19,18/01249/D
Removal of rooflights and extension of dormer on north-west elevation of property with windows from bedrooms at first floor level.,33 Fairway Drive Ramsey Isle Of Man IM8 2BD,PER,05-Jun-19,19/00437/B
Widening of vehicular access and erection of summerhouse in corner of rear garden.,3 Albany Road Peel Isle Of Man IM5 1JS ,PER,20-Jun-19,19/00439/B
"Alterations to existing roof terrace, relocation of access stairs and creation of a store room",45 Royal Avenue West Onchan Isle Of Man IM3 1HE,PER,22-Aug-19,19/00717/B
Alterations and installation of external lighting and CCTV cameras,43 - 59 Athol Street Douglas Isle Of Man IM1 1LA ,PER,08-Aug-19,19/00720/B
Installation of illuminated signage,43 - 59 Athol Street Douglas Isle Of Man IM1 1LA ,PER,08-Aug-19,19/00721/D
"Alterations, erection of ground floor extension, creation of a first floor to property with associated terrace / balcony and extension of existing driveway area",Conister Main Road Santon Isle Of Man IM4 1JB,PER,26-Sep-19,19/00841/B
Additional use of residential flat for tourist living accommodation,Landsdowne - Flat 1 Queens Promenade Douglas Isle Of Man IM2 4NN ,PER,04-Sep-19,19/00842/C
"Alterations, erection of rear first floor extension and installation of dormer windows",21 Kissack Road Castletown Isle Of Man IM9 1NW,REF,26-Sep-19,19/00843/B
Alterations to existing windows to create two new windows to front elevation,The Herring House (2) Fort Island Road Derbyhaven Isle Of Man IM9 1TZ ,REF,26-Sep-19,19/00844/B
Extension to existing dwelling and garage and installation of flue,Sea Brow Clifton Road Port St. Mary Isle Of Man IM9 5EL,PER,03-Apr-19,18/01241/B
Creation of vehicular access,Field 514242 Land Adjacent To The Rheast Rheast Road Santon Isle Of Man  ,REF,19-Jul-19,19/00114/B
Certificate of Lawful Use for the use of the farmworkers dwelling at Ohio Filed as a residential dwelling,Ohio Field Bernahara Road Andreas Isle Of Man IM7 3HH,CLAWR,09-Apr-19,19/00115/LAW
"Variation of condition 2 of PA 18/01240/C, Change of use of ground floor and basement from retail to Class 3 Food and Drink, to amend opening hours",15 - 17 Duke Street Douglas Isle Of Man IM1 2BB,PER,08-Apr-19,19/00117/B
Installation of a flue,23 Factory Lane Peel Isle Of Man IM5 1NA,PER,21-Mar-19,19/00130/B
Conversion of part of the residential dwelling to tourist accommodation,The Old Smithy Andreas Village Isle Of Man IM7 4EZ ,PER,30-Apr-19,19/00256/C
"Alterations, demolition of an existing store building and erection of a detached double garage",Westmore 35 Arbory Street Castletown Isle Of Man IM9 1LL,REF,14-May-19,19/00257/B
Erection of a summerhouse and associated raised decking (retrospective),11 High View Road Douglas Isle Of Man IM2 5BQ,PER,05-Sep-19,19/00645/B
"Alterations, creation of first floor balcony, erection of a garage extension with balcony above and associated landscape works",Juniper House 1 Bradda West Lane Port Erin Isle Of Man IM9 6PW,PER,25-Sep-19,19/00647/B
Erection of extension to replace existing turret to South West elevation,Spindrift Pooilvaaish Road Castletown Isle Of Man IM9 4PJ,PER,23-Jul-19,19/00649/B
Replacement of existing conservatory roof with tiled roof,Begoade Cottages Begoade Road Onchan Isle Of Man IM4 6AX,PER,10-Jan-19,18/01256/B
Erection of storage unit extension,Sunny Bank Peveril Road Peel Isle Of Man IM5 1PF,PER,23-Jul-19,19/00653/B
Enlargement of window to swimming pool room,Fildraw Phildraw Road Ballasalla Isle Of Man IM9 3EH,PER,25-Sep-19,19/00654/B
Alterations and extension to rear of property,Silver Seas 2 Manor Park Onchan Isle Of Man IM3 2EP,PER,25-Oct-19,19/01009/B
Alterations and installation of dormer to front elevation,The Nab Top Road Crosby Isle Of Man IM4 4HL,PER,20-Nov-19,19/01013/B
Installation of flue on rear elevation and change of use from bank (Class 2) to take out restaurant (Class 3),4 Prospect Terrace Woodbourne Road Douglas Isle Of Man IM1 3AL ,PER,06-Jun-19,19/00293/B
Erection of an extension to replace existing conservatory,38 Hollin Bank Braddan Douglas Isle Of Man IM4 4TT ,PER,16-May-19,19/00393/B
Certificate of Lawful Use for the use of building as a residential dwelling,Dreemlang Staarvey Road Peel Isle Of Man IM5 2AJ,CLAWA,17-May-19,19/00394/LAW
Alterations and erection of rear ground floor extensions and first floor extension above existing garage,6 Reayrt Ny Crink Crosby Isle Of Man IM4 2EA ,REF,29-May-19,19/00395/B
Alterations and erection of carport to side elevation with first floor extension above,11 Hilltop View Douglas Isle Of Man IM2 2LD,PER,11-Jul-19,19/00396/B
Erection of agricultural barn,Ballavell Farm Grenaby Road Ballasalla Isle Of Man IM9 3DP,PER,03-Jun-19,19/00436/B
"Alterations, removal of chimney, lean-to shed and part of rear elevation, erection of two storey extension",East Lhergydhoo Dairy Farm Lhergydhoo Peel Isle Of Man IM5 2AD ,PER,30-May-19,19/00438/B
Erection of a replacement dwelling,Eairy Kennels Tosaby Road Eairy Isle Of Man IM4 3HP,PER,22-Jan-19,18/01108/B
Construction of earth/stone ramp from former railway track bed to existing level of field in order to provide access,Field 224189 Off Former Railway Line Adjacent To Wildlife Park The Curragh Ballaugh Isle Of Man IM7 5EA ,PER,02-May-19,18/01253/B
Erection of sun room and extension to dwelling,57 Cronk Y Berry Douglas Isle Of Man IM2 6EU,PER,04-Apr-19,19/00150/B
Additional use of residence as tourist accommodation,Ballnalargy Barn Dalby Isle Of Man IM5 3BP ,PER,30-Apr-19,19/00151/C
"Alterations including widening of access, demolition of conservatory, garage and out buildings and erection of portico and single storey extension (in association with 19/00195/CON)",Kent Lodge Little Switzerland Douglas Isle Of Man IM2 6AE,PER,17-Apr-19,19/00194/B
Erection of detached residential dwelling with garage,Field 434166 Crossag Road Ballasalla Isle Of Man  ,PER,03-May-19,19/00259/B
Installation of replacement windows on rear elevation,7 Summerhill Douglas Isle Of Man IM2 4PG,PER,08-May-19,19/00263/B
"Registered Building consent for roofing works, installation of replacement windows, replacement lead work and roof insulation (in association with 19/00517/GB) Registered Building Nos. 185",King Williams College Science Building King Williams College Grounds Castletown Isle Of Man IM9 1TP ,PER,10-Jul-19,19/00518/CON
Replacement of existing conservatory roof with tiled roof,19 Erin Way Port Erin Isle Of Man IM9 6EF,PER,24-Jan-19,18/01310/B
Alterations and creation of additional landscaping and hard standing to improve parking,Cooil Grianagh Truggan Road Port St. Mary Isle Of Man IM9 5AX,PER,15-Feb-19,18/01348/B
Additional use of residential property as tourist living accommodation,4 Shore Road Peel Isle Of Man IM5 1AH,PER,15-Feb-19,18/01349/C
"Alterations, erection of extension and replacement of garage door with two windows",Elder Tree Cottage Lhergy Cripperty Union Mills Isle Of Man IM4 4NF,PER,17-Dec-19,19/01139/B
Erection of double garage within grounds of property,White Lodge Main Road Union Mills Isle Of Man IM4 4LW,PER,04-Apr-19,19/00041/B
Replacement of existing glazed conservatory roof with tile,Bwane Grenaby Grenaby Road Dogmills Ramsey Isle Of Man IM7 4AN,PER,12-Mar-19,19/00120/B
Certificate of Lawful Use for the use of as a residential dwelling,Windmill Bungalow Skinscoe Farm Ramsey Road Laxey Isle Of Man IM4 7PP ,CLAWR,21-Mar-19,19/00121/LAW
