Planning Application No,Proposal,Property Address,Decision,Date decision issued
19/01388/B,Alterations and erection of extension to provide garage and additional living accommodation,4 Grenea Cottages Shore Road Kentraugh Port St. Mary Isle Of Man IM9 5NB,PER,10-Mar-20
19/01389/B,"Conversion of existing garage to living accommodation, extension to provide utility room, replacement of window with patio door and juliette balcony, creation of external staircase, erection of detached garage and alterations to vehicular access and and r",The Elms 3 The Crescent Ramsey Isle Of Man IM8 2JN,PER,11-Mar-20
19/01390/B,Alterations to boundary facing Little Switzerland including erection of timber fencing on existing wall and alterations to existing raised planter area.,Coardailys Little Switzerland Douglas Isle Of Man IM2 6AG,REF,20-Jan-20
19/01391/B,Erection of an extension to replace existing conservatory,1 The Millrace Sulby Isle Of Man IM7 2HT,PER,12-Feb-20
19/01392/B,Erection of an extension to replace existing conservatory,20 Erin Way Port Erin Isle Of Man IM9 6EF ,PER,10-Feb-20
19/01393/B,Construction of raised puffin crossing,Victoria Street Junction With Duke Street Douglas Isle Of Man  ,PER,30-Jan-20
19/01394/B,"Alterations, erection of extension and installation of a replacement septic tank",Ballaquinnea Beg Braaid Road Glen Vine Isle Of Man IM4 2AH ,PER,30-Jan-20
19/01395/B,Replacement of existing glazed conservatory roof with tile and installation of a flue,10 Church Close Lonan Laxey Isle Of Man IM4 7JY,PER,30-Jan-20
19/01397/LAW,Application for certificate of Lawful Development for a replacement conservatory,Bollindene Tennis Road Douglas Isle Of Man IM2 3LN,CLAWA,22-Jan-20
19/01398/B,Erection of a detached garage and extension of existing driveway,22 Carrick Park Sulby Isle Of Man IM7 2EY,PER,14-Feb-20
19/01399/B,Widening of driveway and access,18 Woodlands View Douglas Isle Of Man IM2 2BT,PER,30-Jan-20
19/01400/B,Erection of a detached log cabin to provide a hobbies room,Fairfield Agneash Laxey Isle Of Man IM4 7NP ,PER,20-Feb-20
19/01401/B,Erection of extension to existing detached garage to provide storage space,Sandygate House Clenagh Road Sandygate Ramsey Isle Of Man IM7 3AF ,PER,17-Feb-20
19/01403/B,Erection of a detached building to provide a studio in association with existing dwelling,Cronk Ashin Ballaskeig Ballafayle Road Cornaa Ramsey Isle Of Man IM7 1EE ,PER,29-Jan-20
19/01404/B,Creation of seven roller shutter doors and seven personnel doors to East elevation and seven personnel doors to West elevation,Industrial Building Wilson And Collins Ltd Port Way Balthane Industrial Estate Ballasalla Isle Of Man IM9 2AJ ,PER,12-Feb-20
19/01405/B,"Alterations, erection of rear extension and creation of rear patio",12 Mountain View Peel Isle Of Man IM5 1QD,PER,12-Feb-20
19/01406/B,Erection of extension to rear elevation,10 Mountain View Peel Isle Of Man IM5 1QD,PER,13-Feb-20
19/01407/B,Removal of existing dormer and installation of new roof light and adjustment of position of existing roof lights,27 Athol Street Douglas Isle Of Man IM1 1LB,PER,13-Feb-20
19/01409/B,Conversion and erection of extension of barn to provide ancillary living accommodation,Briarfield Grenaby Road Ballasalla Isle Of Man IM9 3DP,REF,30-Jul-20
19/01410/B,Installation of a heat pump to replace existing boiler,44 Ballabrooie Way Douglas Isle Of Man IM1 4ES,PER,13-Feb-20
19/01411/B,Installation of a heat pump to replace boiler,2 Lhargan Port St. Mary Isle Of Man IM9 5AR,PER,13-Feb-20
19/01412/B,Installation of flue for a wood burner,5 Gardeners Lane Ramsey Isle Of Man IM8 2PR,PER,25-Feb-20
19/01413/B,Erection of an extension,Victoria House Nursery Victoria Road Douglas Isle Of Man IM2 4AJ ,PER,24-Feb-20
19/01414/B,Installation of a flue,Auldyn Lodge Mount Auldyn Ramsey Isle Of Man IM8 3PJ,PER,05-Mar-20
19/01417/B,Alterations and extension to rear elevation,15 Close Corneil Port Erin Isle Of Man IM9 6BN,PER,13-Feb-20
19/01418/B,Erection of replacement sun lounge,9 Inner Circle Douglas Isle Of Man IM2 5BE,PER,27-Feb-20
19/01419/B,Replacement of existing UPVC windows to second floor rear bedroom with UPVC emergency egress windows.,Mariners House Back Shore Road Laxey Isle Of Man IM4 7DQ,PER,13-Feb-20
19/01420/B,Alterations to side elevation to remove windows and install bi-fold door.,Glen Royal Glen Road Laxey Isle Of Man IM4 7AP,PER,13-Feb-20
19/01423/C,Additional use of existing dwellings as tourist accommodation,Ellan Vannin And Packet House The Quay Castletown Isle Of Man IM9 1LD,PER,13-Feb-20
19/01424/B,Conversion of garage to additional living space,8 Windermere Drive Onchan Isle Of Man IM3 2DW,PER,27-Feb-20
19/01425/B,Installation of two new windows at first floor level to rear.,Unit 2 Balthane Park Balthane Ballasalla Isle Of Man IM9 2AX ,PER,13-Feb-20
19/01427/C,Change of use from estate agents to a hairdressers (retrospective),Shop 1 27 Parliament Street Ramsey Isle Of Man IM8 1AS ,PER,04-Feb-20
19/01433/B,Removal of chimney stack,Slieau Chairn Blackberry Lane Onchan Isle Of Man IM3 1NR,PER,04-Mar-20
19/01434/B,Removal of chimney stacks and replacement of roof tiles,Chip Shop And Mini-Market 1-3 Clagh Vane Ballasalla Isle Of Man IM9 2HR ,PER,26-Feb-20
19/01435/B,Erection of a detached dwelling,Land West Of Rosebank & Opposite Laxey Camp Site Quarry Road Laxey Isle Of Man IM4 7DU ,PER,12-Mar-20
19/01436/B,Alterations including replacement of window and door with sliding doors and extension of external steps.,Jesmond Port Lewaigue Close Port Lewaigue Ramsey Isle Of Man IM7 1AH,PER,13-Feb-20
19/01438/B,"Alterations, erection of extension, enlargement of existing window, creation of new window, installation of cladding, rendering works and installation of a flue",Cronk Cooag 4 Moaney Quill Close Laxey Isle Of Man IM4 7JL,PER,16-Apr-20
19/01440/B,"Installation of fencing, formation of parking and bin area and change of use from workshop/garage/offices to a distillery with ancillary offices (Class 4) and shop (Class 1)",Garage/workshop Parsonage Road Ramsey Isle Of Man IM8 2EE ,PER,06-Feb-20
19/01442/LAW,Certificate of Lawful Use for the erection of a replacement sun room,15 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EH,CLAWA,12-Feb-20
19/01445/B,"Alterations to property including replacement windows, cladding to front elevation, fixed awnings and formation of a recess for a pizza vending machine.",12-14 Clinches Court North Quay Douglas Isle Of Man IM1 4LH,PER,13-Feb-20
19/01446/CON,"Registered Building Consent for the demolition of rear conservatory, in connection with application 19/01445/B.",12-14 Clinches Court North Quay Douglas Isle Of Man IM1 4LH,PER,13-Feb-20
19/01447/B,"Erection of a detached dwelling with associated detached garage, landscaping retaining walls and new vehicle access",Land Adjoining Rockwood And South Court Ramsey Road Laxey Isle Of Man  ,PER,01-Jul-20
19/01450/B,Replacement of existing shed with flat roof garage,Hilbre Station Road Port St. Mary Isle Of Man IM9 5BF ,PER,26-Feb-20
19/01451/B,"Erection of extension and replacement detached garage, extension of hard standing and creation of an internal porch",Tan Coirrey Hey Brookfield Crescent Ramsey Isle Of Man IM8 2AQ ,PER,13-Feb-20
19/01452/B,Replacement of existing front door with composite door and UPVC surround.,2 Victoria Road Port St. Mary Isle Of Man IM9 5AF,PER,05-Mar-20
19/01454/B,Installation of flue from wood burner at rear of property,Ballaskerroo Mill Ballagawne Road Baldrine Isle Of Man IM4 6EL,PER,13-Feb-20
19/01456/C,Additional use of dwelling as tourist accommodation,The Rowans Main Road Kirk Michael Isle Of Man IM6 1AH,PER,13-Feb-20
19/01457/B,"Erection of single storey extension to rear, and replacement of porch roof with tiled roof.",Langholm Queens Grove Ramsey Isle Of Man IM8 2JE,PER,14-Feb-20
19/01458/B,Erection of a two storey extension to side of property,1 Campion Way Douglas Isle Of Man IM2 7DT,PER,05-Aug-20
19/01459/B,Erection of a detached triple garage with storage above,80 Slieau Curn Park Kirk Michael Isle Of Man IM6 1EW ,PER,26-Feb-20
19/01460/B,"Alterations, erection of replacement rear extension, installation of replacement roof tiles, removal of first floor balcony, and removal of first floor window (part retrospective)",Maynrys Glen Chass Road Glen Chass Port St. Mary Isle Of Man IM9 5PN,PER,26-Feb-20
19/01462/B,Erection of replacement dwelling with detached garage and associated access,Ny-Garaghyn Grove Mount Ramsey Isle Of Man IM8 3HN,PER,12-May-20
20/00001/D,Installation of illuminated and non illuminated signage,Unit 35 B & Q Store Spring Valley Industrial Estate Douglas Isle Of Man IM2 2QT,PER,03-Mar-20
20/00002/B,Creation of five windows to first floor Eastern elevation and three windows to lower ground floor of Southern elevation,Hotel/leisure Complex & Golf Course Comis  Mount Murray Road Mount Murray Santon Isle Of Man IM4 2HT,PER,12-Mar-20
20/00003/D,Installation of signage,Showroom 11 Castlemona Avenue Douglas Isle Of Man IM2 4EA,PER,03-Mar-20
20/00004/LAW,Application for certificate of Lawful Development for installation of replacement windows and doors and removal of boundary wall to create additional off road parking,11 Wesley Terrace Douglas Isle Of Man IM1 3HG,CLAWA,10-Mar-20
20/00005/MCH,Minor changes application for PA 17/00596/B involving alteration to rear and side elevations from brickwork to render to plots 110 to 112,110 - 114 Royal Park Ramsey Isle Of Man IM8 3UH,PER,18-Feb-20
20/00007/MCH,"Minor change application to PA16/00232/B involving alteration to rear and side elevations from brickwork to render of plots 88 to 104 and 107 to 109 and alterations to rear patio doors of plots 88, 91, 94, 96, 97, 102",Fields 131047 & 134069 Royal Park Phase 2  The Vollan  Ramsey Isle Of Man,PER,18-Feb-20
20/00008/LAW,Certificate of Lawful Use for the use of site for storage of equipment and materials,Goose Field Depot Castletown Road Port St. Mary Isle Of Man IM9 5LT,CLAWR,03-Mar-20
20/00009/MCH,Minor changes application for PA 19/00423/B involving alteration to rear and side elevations from brickwork to render with painted finish,105 - 106 Royal Park Ramsey Isle Of Man IM8 3UH ,PER,18-Feb-20
20/00010/B,Erection of rear extension and installation of a flue,15 Queen Margaret Road Glen Vine Isle Of Man IM4 4ET ,PER,03-Mar-20
20/00011/B,"Alterations, erection of single storey extension, three storey extension and car port to rear and installation of replacement windows",Dublin House The Promenade Port St. Mary Isle Of Man IM9 5DE,PER,22-Apr-20
20/00012/B,Conversion of guest house (class 3.1) to provide five residential apartments (class 3.4),2 Church Road Marina Douglas Isle Of Man IM1 2HQ ,REF,23-Apr-20
20/00013/B,Replace existing glazed conservatory roof with tile,Roseville Main Road Colby Isle Of Man IM9 4NS,PER,03-Mar-20
20/00014/B,Erection of an agricultural building to house cattle,Field 234713 Ballacregga Farm Peel Road Kirk Michael Isle Of Man  ,PER,03-Mar-20
20/00015/GB,"Demolition of existing annexe structure to south east elevation, secure window and door apertures and repointing of walls (in association with PA 20/00016/CON)",Derby House Castle Street Castletown Isle Of Man IM9 1LA,PER,05-Mar-20
20/00016/CON,"Registered Building consent for the demolition of existing annexe structure to south east elevation, secure window and door apertures and repointing of walls (in association with PA 20/00015/GB) Registered Building Nos. 28",Derby House Castle Street Castletown Isle Of Man IM9 1LA,PER,05-Mar-20
20/00017/LAW,Application for certificate of Lawful Development for installation of a roof light,16 Oxford Street Douglas Isle Of Man IM1 3JF,CLAWA,11-Mar-20
20/00018/B,"Alterations, erection of single and two storey extensions, creation of entrance canopy, door and window alterations and replacement of existing garage with twin garage and car port",Whindyke Bradda West Road Spaldrick Port Erin Isle Of Man IM9 6PN,PER,14-Apr-20
20/00019/B,Erection of an agricultural barn,Field 411543  Highfield Mount Gawne Road Rushen Isle Of Man  ,PER,07-Apr-20
20/00020/B,"Alterations, erections and widening of vehicular access and driveway",41 Scarlett Road Castletown Isle Of Man IM9 1NX,PER,12-Mar-20
20/00021/B,Installation of replacement windows and door,15 Circular Road Peel Isle Of Man IM5 1ND,PER,11-Mar-20
20/00022/B,Alterations and erection of two storey extension,Vale House Main Road Greeba Isle Of Man IM4 2DX ,PER,16-Mar-20
20/00023/B,Installation of a replacement roof to rear of warehouse,Shop & Warehouse 20 - 21 West Quay Ramsey Isle Of Man IM8 1DL,PER,11-May-20
20/00024/B,Conversion of existing workshop to new dwelling,Woodstock Vicarage Road Douglas Isle Of Man IM4 2QP,REF,16-Mar-20
20/00025/B,Alterations and erection of a single storey extension to the rear of the property,Hampton Manor Quines Hill Port Soderick Isle Of Man IM4 1BA,PER,16-Mar-20
20/00029/B,"Installation of replacement front door, replacement of garage and conservatory roofs, installation of 2 windows to front elevation and removal of wall to create additional parking (in association with PA20/00030/CON)",The Bungalow Summerhill Grove Douglas Isle Of Man IM2 4PH,PER,13-Mar-20
20/00030/CON,Registered building consent for demolition elements relating to 20/00029/B,The Bungalow Summerhill Grove Douglas Isle Of Man IM2 4PH,PER,16-Mar-20
20/00031/LAW,Application for certificate of Lawful Development for the creation of a rear doorway from an existing window,Thie Ny Skeddan 11 West View Peel Isle Of Man IM5 1BN ,CLAWA,13-Mar-20
20/00032/B,Creation of an access ramp,Baptist Church Broadway Douglas Isle Of Man IM2 4EW,PER,11-Mar-20
20/00033/B,Erection of a dwelling,Land East Of 22 Old Castletown Road Douglas Isle Of Man IM1 5AW ,REF,24-Jun-20
20/00034/B,Erection of an extension to gable elevation,Grianane Eary Lhane Off Mill Road Greeba Isle Of Man IM4 3LB,PER,17-Mar-20
20/00035/B,Replacement of existing glazed conservatory roof with tile,Cronk Aash 15 Park Avenue Douglas Isle Of Man IM2 5HR ,PER,12-Mar-20
20/00036/B,Erection of extension and attached garage and creation of vehicular access (in association with 20/00037/CON),The Garey 22 Cronkbourne Road Douglas Isle Of Man IM2 3LB,PER,13-May-20
20/00037/CON,Registered building consent for demolition elements relating to 20/00036/B,The Garey 22 Cronkbourne Road Douglas Isle Of Man IM2 3LB,PER,15-May-20
20/00039/B,Replacement of existing conservatory roof with tiles,5 Ashen Bank Cronkbourne Douglas Isle Of Man IM4 4TP ,PER,12-Mar-20
20/00040/B,Replace existing glazed conservatory roof with tile,52 Erin Crescent Port Erin Isle Of Man IM9 6FD ,PER,11-Mar-20
20/00041/B,Alterations and erection of extension to side elevation,Tyrerhennie 2 The Crescent Douglas Isle Of Man IM2 5ET ,PER,06-Apr-20
20/00042/B,Installation of a replacement window (retrospective),18 Brunswick Road Douglas Isle Of Man IM2 3LQ,PER,17-Mar-20
20/00043/MCH,Minor changes application for PA18/01033/B involving a flue to South East Gable elevation,50 King Orry Road Glen Vine Isle Of Man IM4 4FJ,PER,18-Feb-20
20/00044/B,Installation of replacement front door,Bay Crest 3 Primrose Terrace Port St. Mary Isle Of Man IM9 5AP,PER,17-Mar-20
20/00045/B,Removal of front porch,18 Albany Road Douglas Isle Of Man IM2 3NG ,PER,12-Mar-20
20/00047/B,Installation of replacement first floor windows,46 Main Road Onchan Isle Of Man IM3 1AL ,PER,21-Apr-20
20/00048/B,"Alterations, erection of ground and first floor extension and installation of dormer windows",Cronk Geayee 53 Ballanard Road Douglas Isle Of Man IM2 5HD,PER,12-Mar-20
20/00050/B,"Alterations, installation of two dormer windows and creation of a roof terrace with glazed balustrade with associated external staircase",Loraldene Tromode Park Douglas Isle Of Man IM2 5LA,PER,07-Apr-20
20/00051/B,"Installation of three receiver dishes on chimney, roof and rear elevation",Heywood House Ridgeway Street Douglas Isle Of Man IM1 1EW,PER,20-Mar-20
20/00052/MCH,Minor changes application for PA 18/00611/B involving re positioning of external steps and location of retaining wall,Monks Bridge Cottage Abbey Road Lane Ballasalla Isle Of Man IM9 3DE,PER,18-Feb-20
