Decisions issued under delegated authority 1/1/11 - 31/12/11,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Creation of a dormer and additional living accommodation,Baytna 8 Pairk Beg Port Erin Isle Of Man IM9 6NH,PER,16-Jun-11,11/00603/B
Erection of a stable block with storage and extension of existing hard standing,Field 314301 Adjacent To Arcadia Ballagyr Lane Peel Isle Of Man  ,PER,29-Jun-11,11/00628/B
Conversion of lower ground floor and ground floor from offices into a licensed premises / public bar,38 - 40 Victoria Street Douglas Isle Of Man IM1 2LB,PER,05-Sep-11,11/01049/B
Alterations and erection of conservatory to dwelling,Meadow View Mount Rule Road Strang Douglas Isle Of Man IM4 4TD ,PER,22-Sep-11,11/01051/B
Installation of roof lights and dormer windows to dwelling,Bibaloe Beg Farmhouse Bibaloe Beg Road Onchan Isle Of Man IM4 5AD,PER,20-Sep-11,11/01052/B
Refurbishment works including removal of chimneys and application of insulation render,"5-19, 12-18 & 21-31 Heathfield Drive Peel Isle Of Man ",PER,14-Jul-11,11/00788/B
Alterations and extensions to dwelling,Thie Noa Clenagh Road Sulby Isle Of Man IM7 3AB,PER,29-Jul-11,11/00854/B
"Enlargement of existing balcony, installation of roof lights and creation of a roof terrace over garage",2 Strathallan Crescent Douglas Isle Of Man IM2 4NR,PER,29-Dec-11,11/01025/B
Alterations and erection of an extension to office and alterations and extension to existing car parking hard standing,Headquarters Building Cooil Road Douglas Isle Of Man IM2 2AF ,PER,21-Oct-11,11/01027/B
Alterations and extensions to dwelling,Langtoft Manor Ballagyr Lane Peel Isle Of Man IM5 2AD,PER,02-Sep-11,11/01028/B
Erection of a conservatory to rear elevation,103 Ballamaddrell Port Erin Isle Of Man IM9 6AX,PER,09-May-11,11/00382/B
Erection of safety fencing to boundary with Douglas Golf Course and approved residential development,Land At Pulrose Farm Castletown Road Douglas Isle Of Man  ,PER,19-Apr-11,11/00225/B
Erection of a first floor extension over existing garage,20 Governors Hill Douglas Isle Of Man IM2 7AS,PER,05-Apr-11,11/00226/B
Installation of windows to replace existing garage doors,27 Majestic Drive Onchan Isle Of Man IM3 2JL,PER,06-May-11,11/00341/B
Installation of replacement windows to front elevation,17 Alexander Drive Douglas Isle Of Man IM2 3QD,PER,13-May-11,11/00374/B
"Alterations, demolish existing rear outlet accommodation and erection of an extension to dwelling",3 College Green Castletown Isle Of Man IM9 1BE,PER,21-Oct-11,11/00461/B
Additional use of residential dwelling as tourist accommodation,Ellen Rhennee The Curragh Ballaugh Isle Of Man IM7 5BH ,PER,20-May-11,11/00462/C
Installation of replacement windows (Retrospective),38 - 40 Castlemona Avenue Douglas Isle Of Man IM2 4EG ,PER,26-May-11,11/00463/B
Alterations and replacement windows,Tholt Y Will House Tholt Y Will Sulby Isle Of Man IM7 2BF ,PER,12-May-11,11/00468/B
Alterations to dwelling including formation of new window openings and installation of roof lights and patio doors,Westbury House 33 Arbory Street Castletown Isle Of Man IM9 1LL,PER,16-Jun-11,11/00604/B
Erection of a replacement sunroom to front elevation of dwelling,Creg Cottage Howe Road Port St. Mary Isle Of Man IM9 5PR,PER,28-Jun-11,11/00605/B
Erection of an extension to dwelling,Eary Veg Farmhouse Eary Veg Farm West Baldwin Isle Of Man IM4 5EZ ,PER,16-Jun-11,11/00606/B
Installation of replacement windows and erection of a replacement conservatory to rear elevation (Retrospective),10 Stanley Road Peel Isle Of Man IM5 1NX,PER,16-Jun-11,11/00608/B
"Alterations, extension and garage block to dwelling",Stroanville House Fairy Cottage Laxey Isle Of Man IM4 7BR ,PER,16-Jun-11,11/00610/B
Additional use of premises as a tea room,Waldick Hotel 9 Marine Parade Peel Isle Of Man IM5 1PB,PER,16-Jun-11,11/00612/C
Installation of replacement windows,310 Queens Court Ramsey Isle Of Man IM8 1LF ,PER,17-Jun-11,11/00657/B
Extension to existing garage,Flat 1 The Downs Union Mills Isle Of Man IM4 4NQ ,PER,17-Jun-11,11/00659/B
Conversion of public house to five apartments with parking,Bridge Inn New Road Laxey Isle Of Man IM4 7BE,REF,28-Jun-11,11/00665/B
Erection of a first floor extension over existing garage,15 Manor Road Douglas Isle Of Man IM2 2NL,PER,29-Jun-11,11/00668/B
Alterations and extension to dwelling,Glen Garwick House Pack Horse Lane Baldrine Isle Of Man IM4 6DT,PER,08-Feb-11,10/01898/B
Erection of a stable block,Field 130284 (formerly Field 284) Clenagh Road Sandygate Ramsey Isle Of Man  ,PER,24-Jun-11,10/01899/B
"Alterations and extensions to dwelling, creation of access drive and detached garage",Shannon-Rhea Begoade Road Onchan Isle Of Man IM4 6AU,PER,08-Feb-11,10/01902/B
Change of use of existing retail premises to an office /estate agency (in association with 10/01904CON),18a-20 Victoria Street & 41-45 Duke Street Douglas Isle Of Man IM1 2LE ,PER,08-Apr-11,10/01903/GB
Registered Building Consent for internal alterations to ground floor unit (RB no 223 in association with 10/01903GB),18a-20 Victoria Street & 41-45 Duke Street   Douglas Isle Of Man IM1 2LE ,PER,08-Apr-11,10/01904/CON
Registered Building Consent for demolition of outbuildings (In association with 11/00331F),Roslyn House Alexander Drive Douglas Isle Of Man IM2 3QP ,PER,09-May-11,11/00332/CON
"Alterations, conversion of garage and erection of a single storey extension to provide additional living accommodation",Tudor Lodge Residential Care Home 18 Stanley Terrace Douglas Isle Of Man IM2 4EP,REF,20-Sep-11,11/01029/B
Installation of replacement windows to front elevation,23 Woodbourne Road Douglas Isle Of Man IM1 3HH,PER,05-Sep-11,11/01031/B
Conversion of existing baby minding unit to residential living accommodation,5 Inner Circle Douglas Isle Of Man IM2 5BE,PER,21-Dec-11,11/01254/C
Alterations to existing vehicular access,Ballateare Farm House Jurby West Isle Of Man IM7 3AS ,PER,05-Sep-11,11/01010/B
Erection of two storey extension to side elevation,57 Murrays Lake Drive Mount Murray Douglas Isle Of Man IM4 2JA,PER,01-Sep-11,11/01011/B
Erection of replacement sun lounge extension,Ballagrest Bride Road Ramsey Isle Of Man IM7 4AB,PER,11-Oct-11,11/01235/B
Installation of illuminated and non illuminated signage,HSBC House Ridgeway Street Douglas Isle Of Man IM1 1ER ,PER,24-Oct-11,11/01287/D
"Alterations, enlarge existing garage and erection of a first floor extension to dwelling",Heatherlea Clifton Road North Port St. Mary Isle Of Man IM9 5HB,PER,31-May-11,11/00530/B
Reserved Matters application for the erection of an agricultural workers dwelling,Field 612263 Ballagawne Road Baldrine Isle Of Man  ,PER,16-May-11,11/00417/REM
"Installation of replacement windows, front door and rendering work",Thie Gennal Crossag Road Ballasalla Isle Of Man IM9 3DX,PER,02-Aug-11,11/00730/B
Creation of a dormer extension to dwelling,Carhonnag Andreas Road Regaby Ramsey Isle Of Man IM7 4EJ,PER,04-Jul-11,11/00728/B
External remedial works to dwelling (In association with 11/00732/CON),11 Victoria Terrace Douglas Isle Of Man IM2 4EU,PER,15-Aug-11,11/00731/GB
Registered Building consent for external remedial works to dwelling (In association with 11/00731/GB) Registered Building Nos. 187,11 Victoria Terrace Douglas Isle Of Man IM2 4EU,PER,15-Aug-11,11/00732/CON
Widening of driveway and access onto highway,27 Auburn Road Onchan Isle Of Man IM3 1LP,PER,11-Jul-11,11/00734/B
Erection of conservatory to rear elevation,2 Royal Park Ramsey Isle Of Man IM8 3UF ,PER,28-Jun-11,11/00670/B
Alterations and extension to dwelling,Balla Treljah Bungalow Treljah Lane Glen Maye Isle Of Man IM5 3AY ,PER,21-Oct-11,11/00683/B
Installation of replacement windows (In association with 11/00687CON),18 Albion Terrace Lezayre Road Ramsey Isle Of Man IM8 2LW ,PER,21-Jul-11,11/00686/GB
Registered Building Consent for installation of replacement windows (RB no 151 in association with 11/00686GB),18 Albion Terrace Lezayre Road Ramsey Isle Of Man IM8 2LW ,PER,21-Jul-11,11/00687/CON
First floor extension over existing garage,17 Abbots Close Ballasalla Isle Of Man IM9 3EA ,PER,01-Jul-11,11/00719/B
Widen existing driveway and vehicular access,22 Broogh Wyllin Kirk Michael Isle Of Man IM6 1HU ,PER,14-Jul-11,11/00757/B
Alterations and extensions to dwelling,Winterbrook Cottage Little Gretch Voar Ballaragh Road Laxey Isle Of Man IM4 7PG,PER,14-Jul-11,11/00758/B
Erection of a storage shed,Project 21 Sports And Leisure Complex Greenfield Road Douglas Isle Of Man  ,PER,10-Jan-11,10/01691/B
Alterations and installation of playground equipment,Auldyn Infants School Lezayre Road Ramsey Isle Of Man IM8 2PA,PER,24-May-11,11/00322/B
Alterations and extension to dwelling,18 Greeba Drive Onchan Isle Of Man IM3 1EW,PER,09-May-11,11/00326/B
Erection of an agricultural building,Field 524329 West Baldwin Isle Of Man  ,PER,13-May-11,11/00404/B
Installation of replacement patio doors (Retrospective),St Aubyn 14 Selborne Drive Douglas Isle Of Man IM2 3LS ,PER,06-May-11,11/00356/B
Installation of solar panels on garage roof,Ballamilghyn Cottage Baldhoon Road Laxey Isle Of Man IM4 7QJ ,PER,06-May-11,11/00357/B
"Replace roof slates, render one chimney stack and installation of two roof lights to dwelling",32 Patrick Street Peel Isle Of Man IM5 1BR,PER,06-May-11,11/00369/B
Alterations and extension to dwelling,West Nappin Bungalow Church Road Jurby Isle Of Man IM7 3AU ,PER,16-May-11,11/00418/B
Erection of a barn to replace existing barns,Cooley Lodge Farm Rhencullen Kirk Michael Isle Of Man IM6 2HA ,PER,25-Aug-11,11/00615/B
Erection of an extension to dwelling,Rose Cottage 44 Derby Road Peel Isle Of Man IM5 1HP,PER,28-Jun-11,11/00664/B
Creation of external fenced enclosure to contain office plant,Celton Manx Office Building Adjacent To MEA Headquarters And Ballacottier Cottage Isle Of Man Business Park  Cooil Road  Braddan   ,PER,21-Jun-11,11/00666/B
Alterations and extensions to existing restaurant,Hawthorn Inn Main Road Greeba Isle Of Man IM4 3LF,PER,27-Oct-11,11/01289/B
Alterations and installation of three dormer windows to dwelling,25 Westminster Drive Douglas Isle Of Man IM1 4EJ,PER,27-Oct-11,11/01303/B
Installation of replacement ground floor windows,Brookfield Main Road Ballaugh Isle Of Man IM7 5EQ ,PER,28-Oct-11,11/01312/B
Installation of French doors to replace existing rear elevation window,3 Killeaba Mount Ramsey Isle Of Man IM8 2JG,PER,28-Oct-11,11/01313/B
Installation of French doors to replace existing rear elevation window,5 Snugborough Close Union Mills Isle Of Man IM4 4NZ,PER,29-Nov-11,11/01314/B
Creation of french doors to south elevation of dwelling,Glenmore Belmont Hill Douglas Isle Of Man IM1 4NX ,PER,07-Nov-11,11/01325/B
Alterations including creation of side by side drive thru lane and traffic island and car park amendments,McDonalds Peel Road Douglas Isle Of Man IM1 5ED ,PER,27-Sep-11,11/01103/B
Installation of illuminated signage,McDonalds Peel Road Douglas Isle Of Man IM1 5ED ,PER,27-Sep-11,11/01104/D
Alterations and enclosure of existing yard (In association with 11/01107/CON),The Anchorage Parliament Lane Castletown Isle Of Man IM9 1LB ,PER,24-Oct-11,11/01106/GB
"Erection of external rear balcony, window and door allterations, installation of windows to replace existing garage door and widening of existing vehicular access",St Judes Quarterbridge Road Douglas Isle Of Man IM2 3RH,PER,04-Jul-11,11/00736/B
Conservatory to rear elevation,11 Cooil Drive Douglas Isle Of Man IM2 2HB,PER,14-Jul-11,11/00739/B
Alterations and extensions to dwelling (comprising amendments to PA 10/01125/B),Ainchea Corony Bridge Corony Ramsey Isle Of Man IM7 1EY,PER,14-Jul-11,11/00740/B
Erection of replacement fencing,Onchan Primary School School Road Onchan Isle Of Man IM3 4PD,PER,26-Apr-11,11/00310/B
Alterations to dwelling including creation of a dormer and removal of garage door,8 Victoria Avenue Douglas Isle Of Man IM2 4AN,PER,06-May-11,11/00312/B
Erection of a pair of semi detached dwellings to replace existing garage block,Garage Block Between Hollybank And Holmcrest  Lower Foxdale Isle Of Man IM4 3EA ,REF,28-Mar-11,10/01905/B
Installation of replacement first floor windows to front elevation,Ballakewin Farm Foxdale Road Ballasalla Isle Of Man IM9 3DW,PER,31-May-11,11/00499/B
Creation of additional hard standing and vehicular access onto highway,4 Ballachrink Drive Onchan Isle Of Man IM3 4NX,PER,31-May-11,11/00501/B
Installation of replacement windows,Lyncroft 59 Arbory Street Castletown Isle Of Man IM9 1LL,PER,04-Jul-11,11/00743/B
Extension to holiday cottage,The Cabin  Ecklands Corlea Road Ballasalla Isle Of Man IM9 3BA ,PER,23-May-11,11/00328/B
Erection of advertising sign (In association with 11/00399CON),The Red House One The Parade Castletown Isle Of Man IM9 1LG,PER,06-May-11,11/00397/D
Registered Building Consent for the erection of an advertising sign (Registered Building no 70 in association with 11/00397D),The Red House One The Parade Castletown Isle Of Man IM9 1LG,PER,14-Jun-11,11/00399/CON
Erection of advertising signage (in association with 11/00402CON),18A-20 Victoria Street & 41-45 Duke Street Douglas Isle Of Man IM1 2LE ,PER,18-May-11,11/00401/D
Change of use from holiday cottage to a residential dwelling,Ballavitchel Farm Cottage Ballavitchel Road Crosby Isle Of Man IM4 2DL ,PER,26-May-11,11/00466/C
Window alteration to front elevation of dwelling,8 Milner Park Port Erin Isle Of Man IM9 6DH,PER,31-May-11,11/00500/B
Erection of a conservatory,Pitcairn 8 Glencrutchery Road Douglas Isle Of Man IM2 6BD,PER,31-May-11,11/00502/B
Relocation of boundary fence to create a larger residential curtilage,Plot 16 And Adjoining Land Auldyn Walk Ramsey Isle Of Man IM8 2TN ,PER,31-May-11,11/00552/B
Creation of a temporary car park on vacant site,37-41 Circular Road Douglas Isle Of Man IM1 1AD ,PER,08-Feb-11,10/01882/B
Alterations and extensions to dwelling,Brook House Quarterbridge Road Douglas Isle Of Man IM2 3RQ,PER,07-Apr-11,10/01885/B
Installation of two solar panels,Kella Sheear Kella Road Sulby Isle Of Man IM7 2HG,PER,23-Dec-11,11/01589/B
"Installation of replacement windows, roof light, sun tunnel, fan light glazing and re-roofing with slate",5 Alexander Drive Douglas Isle Of Man IM2 3QD,PER,28-Sep-11,11/01126/B
Replace existing window with a doorway to rear elevation of dwelling,16 Rhenwyllan Close Port St. Mary Isle Of Man IM9 5NJ ,PER,23-Sep-11,11/01175/B
Change of use from an estate agency office to retail,31 Duke Street Douglas Isle Of Man IM1 2AZ,PER,29-Sep-11,11/01177/C
"External alterations including installation of replacement windows, doors, shop front and awning",West View Shore Road Port Erin Isle Of Man IM9 6HL,PER,19-Oct-11,11/01242/B
Creation of a base station for the installation of a 14 metre high monopole supporting three antennas and one ground based equipment cabinet,Field 134475 Ballamanagh Farm Ballamanagh Road Sulby Isle Of Man  ,PERDMC,17-Nov-11,11/01271/TEL
"Change of use from consulting and storage to consulting, performing arts studio and treatment facility",Stuart House Union Lane Market Place Ramsey Isle Of Man IM8 1BD ,PER,15-Nov-11,11/01391/C
Replace existing door and window with an enlarged door opening to rear yard of dwelling,114 Summerhill Road Onchan Isle Of Man IM3 1NJ,PER,21-Nov-11,11/01392/B
Formation of door opening to provide fire escape (Retrospective),Bowling Centre Queens Promenade Ramsey Isle Of Man IM8 1ET ,PER,11-Oct-11,11/01220/B
Replacement of existing window with french doors,27 First Avenue Douglas Isle Of Man IM2 6AZ,PER,05-Sep-11,11/01062/B
Roofing and rendering works and replace existing window and door with a window to dwelling,Kionslieu Patrick Road St Johns Isle Of Man IM4 3BN ,PER,23-Sep-11,11/01149/B
Erection of a conservatory to rear elevation of dwelling,Railway House St Judes Road Sulby Isle Of Man IM7 2ET,PER,11-Oct-11,11/01203/B
"Demolition of existing swimming pool and erection of a replacement swimming pool, sports hall and changing facilities with associated car parking revisions",King Williams College King Williams College Grounds Castletown Isle Of Man IM9 1TP ,PER,11-Oct-11,11/01212/B
Erection of single storey extension to front side and rear of dwelling,Glen Cairn Athol Park Port Erin Isle Of Man IM9 6EX,PER,19-Oct-11,11/01246/B
Erection of conservatory to front elevation,Lossan 3 The Downs Union Mills Isle Of Man IM4 4NQ,REF,06-Dec-11,11/01315/B
Removal of chimney to rear elevation and installation of roof lights to dwelling,15 First Avenue Douglas Isle Of Man IM2 6BA,PER,29-Jul-11,11/00856/B
Installation of replacement windows,14 Clifton Terrace Douglas Isle Of Man IM2 3HX,REF,16-Aug-11,11/00921/B
