Decisions issued under delegated authority 1/1/14 - 31/12/14,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Installation of replacement window (in association with PA 14/00715/CON),Flat 1 4 Harris Terrace Douglas Isle Of Man IM1 3LZ ,PER,22-Aug-14,14/00714/GB
Registered Building Consent for installation of replacement window (RB no 210 in association with 14/00714/GB),Flat 1 4 Harris Terrace Douglas Isle Of Man IM1 3LZ ,PER,22-Aug-14,14/00715/CON
Alterations and extension to rear elevation,Thie Hene Main Road Ballaugh Isle Of Man IM7 5EQ,PER,18-Jul-14,14/00716/B
Erection of a single storey extension to rear elevation and alterations to windows and doors,13 Harcroft Road Douglas Isle Of Man IM2 1PN,PER,22-Jul-14,14/00718/B
Erection of a section of safety fencing to extend existing fencing (retrospective),Southern Boundary Between Hampton Farm And Pulrose Golf Course Pulrose Road Douglas Isle Of Man  ,PER,22-Aug-14,14/00741/B
Registered Building consent for repair works to the great west window (In association with PA 13/91266/GB) Registered Building Nos. 204,St Germans Cathedral Derby Road Peel Isle Of Man IM5 1HH,PER,17-Mar-14,13/01267/CON
Erection of a replacement dwelling,Hawthorn Cottage Ballachurry Road Greeba Isle Of Man IM4 3LE,PER,22-Jan-14,13/91270/B
Replacement and lifting of existing garage roof to create additional living accommodation,27 Ashberry Avenue Douglas Isle Of Man IM2 1PY,REF,10-Feb-14,13/91487/B
Erection of replacement mast and telecommunications equipment / antenna,Former Radio Mast West Kimmeragh Farm Bride Isle Of Man IM99 1PS ,PER,31-Jan-14,13/91488/B
Additional use of ancillary accommodation outbuilding as tourist accommodation,Bramble Brae Quarterbridge Road Douglas Isle Of Man IM2 3RH,PER,17-Mar-14,14/00142/C
Installation of replacement windows,12 Bank Street Castletown Isle Of Man IM9 1AT ,PER,01-Sep-14,14/00551/B
Erection of a replacement footbridge,Footbridge On Coastal Path Spaldrick Port Erin Isle Of Man  ,PER,16-Sep-14,14/00929/B
Replace existing glazed conservatory roof with roof tiles,21 Groudle View Onchan Isle Of Man IM3 2EX,PER,17-Oct-14,14/01077/B
Enlargement of and installation of a replacement window to an existing window to rear elevation of dwelling,8 Lime Street Port St. Mary Isle Of Man IM9 5ED,PER,01-Dec-14,14/01234/B
Replacement of existing glazed conservatory roof with tiles,Stanfield Maine Road Port Erin Isle Of Man IM9 6LQ,PER,02-Dec-14,14/01236/B
Creation of three apartments from residential dwelling (retrospective),80 Derby Road Douglas Isle Of Man IM2 3EB ,PER,02-Dec-14,14/01238/B
Alterations and extensions to dwelling,Fairwinds Booilushag Ballajora Ramsey Isle Of Man IM7 1BB,PER,23-Dec-14,14/01322/B
Window alterations to dwelling,Clifton House Clifton Road Port St. Mary Isle Of Man IM9 5EL,PER,31-Jan-14,13/91426/B
Erection of a sun lounge to replace existing conservatory,Yn-Fea Douglas Road Kirk Michael Isle Of Man IM6 1AR,PER,18-Mar-14,14/00156/B
Alterations and erection of extension with glazed entrance porch / link corridor,Ivydene Laureston Grove Douglas Isle Of Man IM2 4BG,PER,07-Apr-14,14/00157/B
Alterations and erection of extensions to dwelling,Crenagh Glen Auldyn Ramsey Isle Of Man IM7 2AG ,PER,18-Mar-14,14/00160/B
Replacement of glazed conservatory roof with roof tiles,1 Sunnydale Avenue Port Erin Isle Of Man IM9 6ET,PER,06-May-14,14/00308/B
Reinstatement of render to front elevation of dwelling,5 Hope Street Castletown Isle Of Man IM9 1AS,PER,29-Apr-14,14/00309/B
"Alterations, erection of extensions to dwelling and widening of driveway and vehicular access",19 Groudle View Onchan Isle Of Man IM3 2EX,PER,09-May-14,14/00350/B
"Conversion of industrial unit to additionally provide facilities for the preparation, delivery and takeaway sale of hot and cold food, creation of a café area and alterations to parking layout",Unit 29 Spring Valley Industrial Estate Douglas Isle Of Man IM2 2QT,PER,02-Jun-14,14/00351/B
Installation of three replacement windows,Flat 13 Marlborough Court Castle Terrace Central Promenade Douglas Isle Of Man IM2 4LH ,PER,09-May-14,14/00353/B
Alterations and erection of extensions to farmhouse,Upper Billown Farm Grenaby Road Ballasalla Isle Of Man IM9 3DP,PER,08-Jul-14,14/00642/B
Conversion of premises for educational and public cultural events in addition to existing retail use (in association with 14/00831/CON),Douglas Market Hall Market Hill / North Quay Douglas Isle Of Man IM1 2BH,PER,10-Sep-14,14/00830/GB
Registered Building consent for the conversion of premises for educational and public cultural events in addition to existing retail use (in association with 14/00830/GB) Registered Building Nos. 120,Douglas Market Hall Market Hill / North Quay Douglas Isle Of Man IM1 2BH,PER,10-Sep-14,14/00831/CON
Erection of a sun room extension to replace existing conservatory,77 King Edward Road Onchan Isle Of Man IM3 2AS ,PER,10-Dec-14,14/01254/B
Demolition of existing conservatory and erection of an extension to south elevation of dwelling,78 Ballamaddrell Port Erin Isle Of Man IM9 6AZ,PER,23-Dec-14,14/01255/B
Erection of a shed to store garden tools and machinery,Struan Veg Hillberry Onchan Isle Of Man IM4 5BJ,PER,30-Dec-14,14/01256/B
Installation of two external heat pumps to dwelling (retrospective),Muirfield Bradda West Road Spaldrick Port Erin Isle Of Man IM9 6PL,PER,14-Feb-14,13/00634/B
Creation of an access track (partially retrospective),Glenlough Camp Site Ballahutchin Hill Union Mills Isle Of Man IM4 4AT ,PER,03-Jan-14,13/91353/B
Installation of additional roof light and replace existing concrete roof tiles with slate,50 Malew Street Castletown Isle Of Man IM9 1AF,PER,06-Jan-14,13/91354/B
"Alterations and extensions to dwelling, creation of terracing, erection of a shed and alterations to driveway and vehicular access",66 Ballanard Road Douglas Isle Of Man IM2 5HE ,PER,24-Jan-14,13/91462/B
Alterations and installation of replacement windows and doors to dwelling (retrospective),6 Milner Terrace Castletown Isle Of Man IM9 1AJ,PER,14-Mar-14,13/91464/B
Raising of existing roof height to create additional living accommodation over garage,36 Ashberry Avenue Douglas Isle Of Man IM2 1PX,PER,16-May-14,14/00043/B
 Erection of an extension to dwelling,25 King Edward Park Onchan Isle Of Man IM3 2AB,PER,07-Apr-14,14/00239/B
Erection of an agricultural storage building,Middle Cronkbane Farm Cronk Y Voddy Kirk Michael Isle Of Man IM6 1AZ ,REF,05-Dec-14,13/91132/B
Alterations to existing vehicular entrance and creation of vehicular exit,Cummal Hollyn (Formerly Navarro) Beach Road Port St. Mary Isle Of Man IM9 5NG,PER,07-Apr-14,14/00174/B
Removal of redundant chimney stack,6 Ballacriy Park Colby Isle Of Man IM9 4LS,PER,04-Sep-14,14/00883/B
Repair and refurbishment works to existing windows and creation of an additional window (In association with 14/00472/CON),King Williams College Castletown Isle Of Man IM9 1TP ,PER,18-Jun-14,14/00471/GB
Erection of an extension to rear of dwelling,2 Clagh Wyllin Station Road Ballaugh Isle Of Man IM7 5EQ ,PER,24-Jun-14,14/00486/B
Erection of a porch and door / window alteration to dwelling,Garden Cottage Hillberry Green Douglas Isle Of Man IM2 6DF,PER,13-Jun-14,14/00487/B
Installation of replacement windows and doors to rear elevation,Kione Turrys Douglas Street Peel Isle Of Man IM5 1BA ,PER,08-Jul-14,14/00609/B
Erection of a front porch to dwelling,71 Greenlands Avenue Ramsey Isle Of Man IM8 2PQ,PER,16-Jul-14,14/00611/B
Replacement of existing glazed conservatory roof with light weight roof tiles,33 Bemahague Avenue Onchan Isle Of Man IM3 4AP,PER,28-Aug-14,14/00895/B
"Erection of porch extension, installation of additional window to dwelling and alteration to vehicular access",Droskyn Garth Avenue Surby Port Erin Isle Of Man IM9 6QZ,PER,11-Sep-14,14/00897/B
Alterations and extensions to provide car port and additional living accommodation and associated external decking area,Cerise Cottage Ballure Holiday Homes Ballure Ramsey Isle Of Man IM7 1AD ,PER,04-Sep-14,14/00898/B
Erection of a dwelling (comprising amendments to dwelling and vehicular access approved under PA 13/00878/B),Plot 13 Briarfield Gardens Ramsey Isle Of Man  ,PER,18-Sep-14,14/00968/B
Alterations and extension to dwelling,132 Friary Park  Ballabeg Castletown Isle Of Man IM9 4EY,PER,18-Sep-14,14/00970/B
Erection of an extension to dwelling,Dreemskerry Farm Dreemskerry Ramsey Isle Of Man IM7 1BF ,PER,01-Oct-14,14/00949/B
Alterations and erection of extension to dwelling,5 Squeen Meadow Ballaugh Isle Of Man IM7 5BR ,PER,12-Sep-14,14/00950/B
Additional use of residential dwelling as tourist accommodation,8 Links Close Port Erin Isle Of Man IM9 6LT,PER,12-Sep-14,14/00956/C
Construction of a new steel beam and concrete deck bridge to replace existing,Vehicular Bridge Glen Wyllin Campsite Glen Wyllin Kirk Michael Isle Of Man  ,PER,16-Sep-14,14/00957/B
Conversion of garage to living accommodation and erection of a porch extension to side elevation,6 Oatfield Rise Ballasalla Isle Of Man IM9 2HL,REF,14-Nov-14,14/01165/B
Conversion of redundant barn building to a residential/tourist dwelling,Rhenass Farm Rhenass Road Cronk Y Voddy Kirk Michael Isle Of Man IM6 1BB,PER,29-Dec-14,14/00971/B
Installation of flue,8 Faaie Craine Ballaugh Isle Of Man IM7 5AD,PER,31-Oct-14,14/01093/B
Erection of a rear extension to replace existing to dwelling,10 Charles Street Peel Isle Of Man IM5 1AF,PER,12-Dec-14,14/01260/B
Erection of a detached garage and creation of hard standing and vehicular access,The Croft Glen Auldyn Ramsey Isle Of Man IM7 2AE ,PER,14-Mar-14,13/00300/B
Erection of an agricultural building including reduction of ground level and land fill of scrub land,Ballalaa Farm Dalby Isle Of Man IM5 3BW ,PER,03-Jan-14,13/91213/B
Re-location of roller shutter door from side to front elevation of approved extension (retrospective),Magic Carpets Warehouse Clock Tower Industrial Estate Foxdale Isle Of Man IM4 3HF,PER,06-Nov-14,13/91412/B
Extension to side elevation to replace existing garage,38 Cannan Avenue Kirk Michael Isle Of Man IM6 1HG,PER,06-Jan-14,13/91415/B
Erection of an agricultural building,Lough Dhoo Farm  The Curragh Ballaugh Isle Of Man IM7 5BG ,PER,12-May-14,14/00245/B
Alterations and extension to dwelling and enclosure of existing gateway,The Lodge Great Meadow Castletown Isle Of Man IM9 4EB ,PER,15-Apr-14,14/00246/B
Erection of extension to replace existing conservatory to rear elevation,4 Kermode Close Crosby Isle Of Man IM4 4BS,PER,11-Apr-14,14/00244/B
Erection of a timber shed for use as a farm shop and creation of gravel area for parking and turning,Field Number 134889 Lezayre Road Glen Tramman Ramsey Isle Of Man  ,REF,21-May-14,14/00310/B
Erection of a kitchen extension to rear elevation,42 Alberta Drive Onchan Isle Of Man IM3 1LX,PER,06-May-14,14/00311/B
Alterations to dwelling and erection of a detached garage,St Matthews Vicarage Alexander Drive Douglas Isle Of Man IM2 3QN,PER,21-May-14,14/00363/B
External alterations (in association with 14/00526/CON),Malew Church Great Meadow Castletown Isle Of Man IM9 4EB ,PER,04-Jul-14,14/00524/GB
Registered Building Consent for external alterations (RB no 256 in association with 14/00524/GB),Malew Church Great Meadow Castletown Isle Of Man IM9 4EB ,PER,04-Jul-14,14/00526/CON
Erection of an external wheelie bin store,Peel Clothworkers School Derby Road Peel Isle Of Man IM5 1HP,PER,06-Jan-14,13/91351/B
Erection of illuminated and non illuminated advertising signage,"1, 3 & 5 Walpole Avenue Douglas Isle Of Man IM1 2LT ",REF,29-Jul-14,13/01352/D
Replacement of existing conservatory roof with roof tiles,30 Campion Way Douglas Isle Of Man IM2 7DU,PER,07-Apr-14,14/00231/B
Installation of replacement windows to front elevation,9 Church Street Peel Isle Of Man IM5 1HN,PER,07-Apr-14,14/00233/B
Alterations to entrance way to gardens,Garden Of Remembrance Bay View Road Port St. Mary Isle Of Man  ,PER,22-Aug-14,14/00832/B
Installation of flue,17 Hillcroft Rise Douglas Isle Of Man IM2 7EH,PER,22-Aug-14,14/00833/B
Erection of extension to dwelling (amendment to PA 13/91137/B comprising removal of side window and installation of flue),Ballaleshin Quines Hill Port Soderick Isle Of Man IM4 1AU ,PER,22-Aug-14,14/00834/B
"Alterations including raising existing roof, front balcony, erection of extension to rear elevation with associated decking area",Ballakew Ballagorry Drive Glen Mona Ramsey Isle Of Man IM7 1HE,PER,18-Sep-14,14/00976/B
Installation of two roof lights,6 Charles Street Peel Isle Of Man IM5 1AF,PER,31-Oct-14,14/00977/B
Installation of window and door to replace existing garage door and conversion of garage to store and bathroom,4A Marathon Avenue Douglas Isle Of Man IM2 4HZ,PER,11-Dec-14,14/01031/B
Erection of illuminated advertising signage,Co-op Store  Michael Street Peel Isle Of Man IM5 1HB,PER,13-Oct-14,14/01033/D
Rendering works to rear and side elevations of building,62 Main Road Onchan Isle Of Man IM3 1AL,PER,17-Apr-14,14/00296/B
"Erection of an extension to existing garage to provide a workshop and additional garage, and alterations to vehicular access",Fern Cottage Ballaragh Laxey Isle Of Man IM4 7PJ ,REF,10-Jun-14,14/00297/B
"Alterations and erection of extension to dwelling, erection of a detached garage, garden store and pavilion, alterations to access and creation of vehicular access",Ballakiel Cottage Leodest Road Andreas Isle Of Man IM7 3EG,PER,18-Jun-14,14/00509/B
Installation of a replacement shop front,55 Victoria Street Douglas Isle Of Man IM1 2LA,PER,16-Jul-14,14/00511/B
Alterations and erection of a first floor extension to dwelling,The Coach House Ballagawne Road Ballabeg Castletown Isle Of Man IM9 4LF,PER,10-Jun-14,14/00512/B
Installation of an air conditioning condenser to side elevation,Lloyds Pharmacy Cushag Road Douglas Isle Of Man IM2 2BZ,PER,20-Oct-14,14/01095/B
Installation of replacement first floor window,34 Mill Street Castletown Isle Of Man IM9 1AG,PER,06-Nov-14,14/01097/B
 Replacement of existing patio doors with three windows,Ridge House Main Road Santon Isle Of Man IM4 1EJ,PER,15-Dec-14,14/01280/B
Installation of replacement windows to side elevation,Sea Bank The Promenade Laxey Isle Of Man IM4 7DD,PER,15-Dec-14,14/01281/B
Erection of a single storey extension and removal of chimney stack to rear elevation,7 Pretoria Terrace St Johns Isle Of Man IM4 3AL,PER,29-Dec-14,14/01284/B
Installation of replacement windows and door to front elevation,1 West Quay Ramsey Isle Of Man IM8 1DW,PER,03-Mar-14,13/91185/B
Erection of signage,Manx Transport Museum Mill Road Peel Isle Of Man IM5 1TB ,PER,28-Feb-14,13/01521/D
Approval in principle for erection of a dwelling and garage,Site Adjacent To 6 King Orry's Place Opposite 6 Alexander Road Alexander Road Glen Vine Isle Of Man  ,PER,04-Jun-14,14/00075/A
Installation of heat pump on side elevation,Ashford House 8 Meadow Crescent Douglas Isle Of Man IM2 1NG,PER,24-Jul-14,14/00076/B
Installation of electronic entrance gates,Broogh Fort  Moaney Road Santon Isle Of Man IM4 1HY,PER,28-Feb-14,14/00077/B
Replacement of existing glazed conservatory roof with light weight roof tiles,Apartment 3   The Downs Union Mills Isle Of Man IM4 4NQ ,PER,02-Jun-14,14/00493/B
Erection of conservatory to rear elevation,4 Larch Hill Douglas Isle Of Man IM2 5NQ,PER,04-Aug-14,14/00763/B
Installation of external flue,Harbourside Cottages 3 Tuppers Terrace Tent Road Laxey Isle Of Man IM4 7DB ,PER,04-Aug-14,14/00764/B
Change of use from tourist accommodation to residential,1 Glen Roy Cottages Old Laxey Hill Laxey Isle Of Man IM4 7DA,PER,04-Aug-14,14/00765/C
Installation of replacement porch windows,8 Sartfell Road Douglas Isle Of Man IM2 3LZ,PER,14-Mar-14,13/91522/B
Alterations and extensions to dwelling,Cregs Weld Ballnahowe Santon Isle Of Man IM4 1HN ,PER,10-Feb-14,13/91523/B
Erection of detached timber garage to rear elevation,8 Third Avenue Onchan Isle Of Man IM3 4NA,PER,09-May-14,14/00193/B
