Decisions issued under delegated authority 1/1/14 - 31/12/14,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Alteration and extension to existing porch,Holiday Cottage Primrose Lodge Slieau Lewaigue Lewaigue Ramsey Isle Of Man IM7 1BH ,PER,05-Sep-14,14/00879/B
Installation of external steel flue to side elevation,106 Ballacriy Park Colby Isle Of Man IM9 4NB,PER,13-Oct-14,14/01055/B
Alterations and extension to dwelling and creation of vehicular access and off street parking to front garden,42 Ballahane Close Port Erin Isle Of Man IM9 6EH,PER,29-Oct-14,14/01056/B
Erection of a detached garden store / garage,155 Royal Avenue Onchan Isle Of Man IM3 1LG,PER,15-Dec-14,14/01278/B
Installation of a bi-folding door to replace two existing windows to dwelling,Shenndeeagh Ballaquane Road Peel Isle Of Man IM5 1PS,PER,15-Dec-14,14/01279/B
"Installation of decking, skylight, front door, replacement shed and roofing works to dwelling (retrospective)",8 Park Road Douglas Isle Of Man IM2 3EL,PER,23-Dec-14,14/01290/B
Erection of illuminated signage and menu board,Jean Pierre's Bistro  Ground Floor  Court Row Chambers Court Row Ramsey Isle Of Man IM8 1JS ,REF,25-Apr-14,13/01370/D
Conversion of part of double garage into living accommodation,11 Ennerdale Avenue Onchan Isle Of Man IM3 2EU ,PER,06-Jan-14,13/91373/B
Removal of existing detached garage and erection of replacement garage/equipment store,Dreemskerry Farm Dreemskerry Ramsey Isle Of Man IM7 1BF ,REF,16-Apr-14,14/00019/B
Alterations and extension to dwelling,21 Sunnydale Avenue Port Erin Isle Of Man IM9 6EU,PER,14-Feb-14,14/00021/B
Erection of a single storey extension to rear elevation,28 Ballamaddrell Port Erin Isle Of Man IM9 6BB,PER,14-Feb-14,14/00023/B
Demolition of existing and erection of replacement chimney stack,21 Woodbourne Road Douglas Isle Of Man IM1 3HH,PER,04-Aug-14,14/00750/B
Window and doorway alterations to rear elevation,Shearwater Andreas Road Dhoor Ramsey Isle Of Man IM7 4EB,PER,31-Jul-14,14/00752/B
Alteration and extension to existing attached garage,7 Cleiy Rhennee Kirk Michael Isle Of Man IM6 1HT,PER,03-Jan-14,13/91254/B
"Alterations, erection of extensions and conversion of outbuilding to provide additional living accommodation",Grangee Ballamanagh Road Sulby Isle Of Man IM7 2HB ,PER,03-Mar-14,13/91405/B
Replacement of existing conservatory roof with light weight roof tiles,Far Haven Ballachurry Road Greeba Isle Of Man IM4 3LE,PER,20-Mar-14,14/00062/B
Alterations and extension to dwelling and erection of a poly-tunnel,Langdale Ballaleigh Road Kirk Michael Isle Of Man IM6 1HJ,PER,28-Apr-14,14/00078/B
Erection of a dwelling with driveway parking,Plot 4 St Patricks View Jurby Isle Of Man IM7 3EX ,PER,28-Mar-14,14/00114/B
Alteration to existing vehicular access,Port-E-Candiss Barn Main Road St Johns Isle Of Man IM4 3LJ ,PER,17-Mar-14,14/00115/B
Erection of two agricultural buildings to house livestock,Ballaquaggan Farm Douglas Road Ballasalla Isle Of Man IM9 3AD,PER,24-Apr-14,14/00271/B
Alterations and extension to existing accommodation on first floor and conversion of second and third floors into two apartments,16 - 18 Castle Street Douglas Isle Of Man IM1 2EU,REF,20-Oct-14,14/01059/B
Replacement of existing glazed conservatory roof with roof tiles,9 Cannan Avenue Kirk Michael Isle Of Man IM6 1HE,PER,06-Nov-14,14/01142/B
Installation of a replacement front door to dwelling,43 Hildesley Road Douglas Isle Of Man IM2 5AX,PER,21-Nov-14,14/01194/B
Creation of field access,Field 612727 Baldrine Farm  Baldrine Road Baldrine Isle Of Man  ,PER,10-Jun-14,14/00384/B
Re-positioning of field access with inclusion of visibility splays,Field 312848 Kerrow Glass Mill Road Greeba Isle Of Man IM4 2LB ,REF,20-Jun-14,14/00385/B
Registered Building Consent for the demolition of dwelling and shop (in association with 14/00362/B),1 & 1A Derby Road Douglas Isle Of Man IM2 3EU,PER,13-Jun-14,14/00386/CON
Additional use of dwelling as tourist accommodation,Sea View Shore Road Port Erin Isle Of Man IM9 6HL,PER,19-May-14,14/00415/C
Erection of extension to replace existing rear elevation conservatory,60 Beech Grove Ballasalla Isle Of Man IM9 2DX,PER,22-May-14,14/00416/B
Erection of rear extension and front porch,18 Little Meddow Andreas Isle Of Man IM7 4HY,PER,04-Jul-14,14/00417/B
"Re-slating of roof, removal of chimney stacks on rear outlet and installation of two roof lights",15 Christian Road Douglas Isle Of Man IM1 2QH,PER,24-Sep-14,14/00842/B
Erection of an extension to dwelling,Sea Haven Ballacollister Road Laxey Isle Of Man IM4 7JR,PER,21-Nov-14,14/01197/B
Alterations and erection of an extension to premises,Shore Hotel Shore Road Bay Ny Carrickey Port St. Mary Isle Of Man IM9 5LZ,PER,01-Dec-14,14/01226/B
Conversion of ground floor into a children's nursery (retrospective),Diamond House Demesne Road Douglas Isle Of Man IM1 3DS,PER,18-Dec-14,14/01227/B
"Demolition of existing masonry staircase, erection of a timber balcony and installation of a replacement glazed door",Pinewood Complex Laburnum Road Douglas Isle Of Man IM2 1DE ,PER,11-Dec-14,14/01228/B
Removal of existing chimney stacks,1-18 Barna Beg & 1-16 Links Avenue Port St. Mary Isle Of Man ,PER,23-Dec-14,14/01305/B
Alterations and refurbishment works to existing building,Thie Quinney Fairfield Avenue Ramsey Isle Of Man IM8 2LS ,PER,12-Sep-14,14/00910/B
Installation of replacement windows to front elevation,20 Lime Street Port St. Mary Isle Of Man IM9 5EF,PER,12-Sep-14,14/00911/B
Erection of illuminated advertising signage,Unit 7 Tromode Estate Carrs Lane Tromode Douglas Isle Of Man IM4 4QB ,PER,21-Oct-14,14/00912/D
Replacement of existing glazed conservatory roof with light weight roof tiles,Fernlea Douglas Road Ballasalla Isle Of Man IM9 2EN,PER,12-Sep-14,14/00938/B
Alterations to extend driveway and widen access from highway,Plot 4 - Land At Ballakilley Residential Development Under Construction  Church Road Port St. Mary Isle Of Man  ,REF,12-Sep-14,14/00939/B
Erection of advertising signage and installation of window decals,33-35 Victoria Street Douglas Isle Of Man IM1 2LF ,PER,29-Sep-14,14/00941/D
Installation of replacement windows to rear elevation and replacement front door,21 Mona Street Peel Isle Of Man IM5 1HJ,PER,24-Sep-14,14/01000/B
Demolition of existing boathouse and erection of extension to dwelling,Derbyhaven House Derbyhaven Isle Of Man IM9 1TS ,PER,03-Oct-14,14/01003/B
Replacement of existing garage door with a window,20 Kerrocruin Kirk Michael Isle Of Man IM6 1AG,PER,14-Oct-14,14/01080/B
"Installation of replacement front door, fanlight and ground floor window",5 Lyndale Avenue Peel Isle Of Man IM5 1JY,PER,23-Dec-14,14/01337/B
Erection of five detached dwellings with associated garages,Land Adjacent To Ginger Hall Hotel Ballamanagh Road Sulby Isle Of Man  ,REF,02-Jun-14,13/91035/B
Erection of a stable block,Field 434711 Stoney Mountain Road Eairy Isle Of Man  ,PER,28-Nov-14,14/01210/B
Erection of a building to provide two apartments to replace demolished dwellings,Plot Formerly 1 And 2 The Promenade Port St. Mary Isle Of Man  ,PER,01-Dec-14,14/01212/B
Erection of a stable block,Field 334292 Lhoobs Road Eairy Isle Of Man  ,PER,26-Nov-14,14/01213/B
Alterations and erection of extension to amalgamate properties to provide fifteen tourist apartments with associated hotel and owners facilities,Mayfair Hotel & The Town House 23 - 24 Loch Promenade Douglas Isle Of Man IM1 2LX,PER,29-Jan-14,13/91378/B
Replace existing conservatory roof with lightweight roof tiles,11 Ballalough Estate Andreas Isle Of Man IM7 4HS,PER,22-Jan-14,13/91379/B
"Erection of entrance walls, pillars and gates (amendment to entrance approved under PA 09/00023/B)",Wardfell (adjacent To Ballavoddan) Phildraw Road Ballasalla Isle Of Man  ,PER,06-Jan-14,13/91381/B
Creation of a track,"Fields 430864, 430393, 430818 & 430819 Glenmoar Corlea Road Ballasalla Isle Of Man  ",PER,20-Feb-14,13/91384/B
"Alterations, erection of extension and relocation and erection of replacement double garage and carport (Amendments to PA 11/01607/GB & PA 13/00226/GB) (In association with 13/01388/CON)",Red House Victoria Road Douglas Isle Of Man IM2 6AQ,PER,22-Jan-14,13/91387/GB
"Registered Building consent for alterations, erection of extension and relocation and erection of replacement double garage and carport (Amendments to PA 11/01607/GB & PA 13/00226/GB) (In association with 13/91387/GB) Registered Building Nos. 160",Red House Victoria Road Douglas Isle Of Man IM2 6AQ,PER,22-Jan-14,13/01388/CON
Erection of a new single storey entrance extension,Former Wildlife Trust Office  Millfield Tynwald Mills St Johns Isle Of Man IM4 3AF ,PER,31-Jan-14,13/91486/B
Alterations and extensions to building (comprising amendments to PA 12/00489/B),Douglas Crematorium  Glencrutchery Road Douglas Isle Of Man IM2 6DB,PER,12-May-14,14/00272/B
Erection of an implement / store shed,Marown Memorial Playing Fields Old Church Road Crosby Isle Of Man IM4 2HA,PER,01-Dec-14,14/01215/B
Erection of an agricultural building,Grangee Farm Ballamanagh Road Sulby Isle Of Man IM7 2HB ,REF,20-Feb-14,13/91396/B
Installation of replacement windows to front elevation,1 Mill Court Yard Mill Street Castletown Isle Of Man IM9 1DN,PER,06-Jan-14,13/91398/B
Installation of replacement windows to front elevation,2 Mill Court Yard Mill Street Castletown Isle Of Man IM9 1DN ,PER,06-Jan-14,13/91399/B
Installation of replacement windows,15 Arbory Road Castletown Isle Of Man IM9 1NA,PER,06-Jan-14,13/91401/B
Alterations and extensions to dwelling (comprising amendments to PA 13/00541/B),17 Cooil Breryck Ramsey Isle Of Man IM8 3HL ,PER,17-Jul-14,14/00660/B
"Installation of two roof lights in rear roof elevation of dwelling, and re-roofing of dwelling and detached garage",Briarfield Eleanora Drive Douglas Isle Of Man IM2 3NN,PER,20-Oct-14,14/00661/B
Erection of front porch extension,15 Silverburn Drive Ballasalla Isle Of Man IM9 2EE,PER,17-Jul-14,14/00663/B
Erection of a two storey extension to replace existing conservatory,White House Poortown Road St Johns Isle Of Man IM4 3NQ,REF,11-Jul-14,14/00666/B
Erection of a replacement agricultural storage building with concrete hard-standing,Field 224337 Ballacurn Mooar Farm  Ballacurn Road Ballaugh Isle Of Man  ,PER,05-Aug-14,14/00668/B
Approval in principle for residential development of four dwellings with access road and new vehicular access from Clenagh Road,Field 131356 Clenagh Road Sulby Isle Of Man  ,REF,17-Jul-14,14/00669/A
Removal of a chimney,92 Port E Chee Avenue Douglas Isle Of Man IM2 5EY,PER,30-Oct-14,14/01101/B
"Additional use of workshop as retail, office, therapy or craft accommodation",2 Quayside Lane Ramsey Isle Of Man IM8 1BL ,PER,16-Jun-14,14/00497/C
Erection of an agricultural building,Lower Ballakaighen Farm Ramsey Road Peel Isle Of Man IM5 2AQ,PER,26-Jun-14,14/00499/B
Erection of a dwelling with detached garage and associated landscaping,Land Adjacent To Brackenthwaite Port Lewaigue Ramsey Isle Of Man  ,PER,04-Jul-14,14/00500/B
Erection of an agricultural building,Ballavell Farm Grenaby Road Ballasalla Isle Of Man IM9 3DP,PER,10-Jun-14,14/00504/B
Replace existing glazed conservatory roof with roof tiles,Crosmere Clifton Road North Port St. Mary Isle Of Man IM9 5HB ,PER,10-Jun-14,14/00506/B
Installation of a flue to dwelling,19 St Runius Way Glen Vine Isle Of Man IM4 4FH,PER,29-Oct-14,14/01091/B
Replacement of existing glazed conservatory roof with roof tiles,The Hawthorns Lezayre Road Ramsey Isle Of Man IM8 2TA,PER,13-Nov-14,14/01166/B
Erection of an extension to dwelling,9 Cronk Y Berry Douglas Isle Of Man IM2 6EY,PER,26-Nov-14,14/01217/B
Replace existing glazed conservatory roof with roof tiles,Hendre Clenagh Road Sulby Isle Of Man IM7 3AB,PER,28-Feb-14,14/00056/B
Registered Building Consent for demolition of existing garage building,28 - 30 Derby Square Douglas Isle Of Man IM1 3LN,PER,17-Apr-14,14/00058/F
Installation of fencing to dwelling,Hollin Bank 39 Hollin Bank Braddan Douglas Isle Of Man IM4 4TT ,REF,20-Feb-14,14/00059/B
Alterations and erection of extension to existing detached garage,West Hill Farm Jurby Road Lezayre Ramsey Isle Of Man IM7 2EA,PER,01-Dec-14,14/01249/B
Erection of an extension to dwelling,Eas Ny Ferrishyn Ballanass Road Lower Foxdale Isle Of Man IM4 3BE ,PER,03-Dec-14,14/01252/B
Installation of replacement windows to front elevation of dwelling,4 Lime Street Port St. Mary Isle Of Man IM9 5ED,PER,01-Dec-14,14/01253/B
Erection of a first floor extension over existing garage to dwelling,9 The Meadows Douglas Isle Of Man IM2 1NQ,PER,12-Dec-14,14/01261/B
Erection of an extension to rear of premises,The Post Office Douglas Street Peel Isle Of Man IM5 1BB ,PER,12-Dec-14,14/01263/B
Removal of windows on side elevations and door on rear elevation,12 High View Road Douglas Isle Of Man IM2 5BQ,PER,21-Mar-14,14/00084/B
Erection of advertising signage,Old School House Cronkbourne Douglas Isle Of Man IM4 4QH ,PER,09-Dec-14,14/00086/D
Alterations and erection of extension to dwelling,Bramhope Plantation Road Port St. Mary Isle Of Man IM9 5AY,PER,12-May-14,14/00383/B
Approval in principle to erect a single detached dwelling with garaging with reserved matters of vehicular access,Field 434166 Between Cronk Dhoo & Strooan Mooar St Marks Road Ballasalla Isle Of Man  ,PER,04-Sep-14,14/00913/A
Erection of illuminated and non-illuminated signage,55 Victoria Street Douglas Isle Of Man IM1 2LA,PER,04-Sep-14,14/00914/D
Erection of advertising signage,Corner Of Derby Road  & Derby Square Douglas Isle Of Man ,PER,14-Aug-14,14/00816/D
Erection of a replacement 10m high telecommunications monopole accommodating 3 antennas within a glass reinforced plastic shroud,Manx Telecom Transmitter Sunnybank Farm Stoney Mountain Road Foxdale Isle Of Man IM4 3HH ,PER,27-Aug-14,14/00817/TEL
"Re-covering of existing asbestos cement roof coverings with slate, removal of two chimney stacks and application of weather protection coating to copings and verge bands",Town Hall The Promenade Port St. Mary Isle Of Man IM9 5DA,PER,22-Aug-14,14/00853/B
Installation of a replacement 8m high telecommunications monopole accommodating three antennas within a glass reinforced plastic shroud,Manx Telecom Transmitter Methodist Church Hall Baldrine Hill Baldrine Isle Of Man IM4 6DQ ,PER,28-Aug-14,14/00855/TEL
Extension to existing vehicle hard-standing and widening access onto highway,Ivy Bank Lower Foxdale Isle Of Man IM4 3AX ,PER,22-Aug-14,14/00857/B
Construction of a detached garage and garden implement store with associated fore court,The Old Vicarage Barracks Road Port St. Mary Isle Of Man IM9 5LP,PER,22-Aug-14,14/00859/B
Alterations and extensions to dwelling and creation of additional parking space with access,6 Oatfield Rise Ballasalla Isle Of Man IM9 2HL,REF,22-Aug-14,14/00860/B
Alterations and additions to dwelling including the erection of a detached garage (amendments to PA 11/00251/B & PA 12/00032/B),Carisbrooke Clenagh Road Sulby Isle Of Man IM7 3AD,PER,22-Apr-14,14/00241/B
Replacement of existing temporary portakabin with a new portakabin,Outbuilding Glencrutchery Special School Glencrutchery Road Douglas Isle Of Man  ,PER,03-Jan-14,13/91348/B
Conversion of existing outbuilding to ancillary living accommodation to include wall and roof alterations (amendments to PA 11/01120/B),Moorhouse Farm Mount Gawne Road Colby Isle Of Man IM9 4BA,PER,14-Jan-14,13/91411/B
Erection of an agricultural building,Glascoe Farm Grenaby Road Dogmills Ramsey Isle Of Man IM7 4AN,PER,10-Jun-14,14/00346/B
Erection of nine livestock shelters,"Field 230578, 234267, 234455, 234456 & 234252 Kirk Michael Isle Of Man  ",PER,06-May-14,14/00236/B
Erection of an agricultural building,Glascoe Farm Grenaby Road Dogmills Ramsey Isle Of Man IM7 4AN,PER,10-Jun-14,14/00347/B
Alterations and extensions to provide additional living accommodation and garage,3 Beech Avenue Onchan Isle Of Man IM3 3HQ,PER,03-Jun-14,14/00348/B
Installation of replacement guttering (in association with 14/00469/CON),St Peter's Church Church Road Onchan Isle Of Man IM3 1BF,PER,10-Jun-14,14/00468/GB
Registered Building Consent for the installation of replacement guttering (RB no119 in association with 14/00468/GB),St Peter's Church Church Road Onchan Isle Of Man IM3 1BF,PER,10-Jun-14,14/00469/CON
Creation of field access and alterations to provide vehicular access onto highway,Field 524033 Ballaveare Port Soderick Isle Of Man  ,PER,18-Sep-14,14/00984/B
Extension to existing office building to provide additional work space and staff facilities and creation of external seating area,Dandara Group Head Office  Isle Of Man Business Park Cooil Road Braddan  Isle Of Man IM2 2SA ,PER,17-Sep-14,14/00986/B
Erection of a single storey extension to rear elevation,27 Ridgeway Road Onchan Isle Of Man IM3 1HT,PER,31-Oct-14,14/01014/B
Alterations and extension to warehouse premises,K C Foods   Hills Meadow Industrial Estate Douglas Isle Of Man IM1 5EA ,PER,11-Mar-14,13/91445/B
"Alterations, erection of replacement garage and single storey rear extension",19 First Avenue Douglas Isle Of Man IM2 6BA,PER,14-Feb-14,13/91457/B
Installation of four replacement balcony panels (amendment to PA 13/00543/B),Brewery Wharf Apartments   Brewery Wharf Castletown Isle Of Man IM9 1ES ,PER,10-Jan-14,13/91459/B
Creation of external door openings and erection of canopy over entrance door,The Vicarage Patrick Road Patrick Village Isle Of Man IM5 3AW,PER,17-Mar-14,14/00128/B
Installation of replacement roof tiles to dwelling,Dhoon Beg Main Road Kirk Michael Isle Of Man IM6 1ER ,PER,06-May-14,14/00317/B
Erection of an extension to dwelling,1 Truggan Close Port Erin Isle Of Man IM9 6JR,PER,06-May-14,14/00318/B
Alterations and erection of extension to dwelling,Palm Cottage Jurby East Isle Of Man IM7 3HD ,PER,02-Jun-14,14/00321/B
Alterations and erection of extensions to dwelling,Arborfield Douglas Road Ballasalla Isle Of Man IM9 3AD,PER,29-Apr-14,14/00322/B
Removal of dormers to front elevation,35 Douglas Street Peel Isle Of Man IM5 1BB,PER,14-Oct-14,14/01076/B
Removal of a window to side elevation of dwelling,93 Ballabrooie Avenue Douglas Isle Of Man IM1 4HA,PER,12-Sep-14,14/00904/B
"Loft conversion to dwelling including installation of dormer windows, gable window and flue",15 Ballacriy Park Colby Isle Of Man IM9 4LT,PER,10-Jun-14,14/00470/B
Change of use of existing tourist accommodation to residential,Stuggadhoo Cottage St Marks Road Braaid Isle Of Man IM4 2AJ,PER,28-Jul-14,14/00730/C
Removal of existing spar dash render and replace with smooth cement render,Rhen Valla Gansey Point Gansey Port St Mary Isle Of Man IM9 5LA ,PER,28-Jul-14,14/00731/B
Registered Building consent for the demolition of existing adjacent laundry building (In association with 13/91246/F) Registered Building Nos. 222,Engine Room Building  Tromode Estate  Carrs Lane Tromode Douglas Isle Of Man  ,PER,19-May-14,13/01248/CON
Erection of an agricultural building,Part Field 234106 Lower Kerrowglass Farm Peel Road Kirk Michael Isle Of Man  ,PER,03-Jan-14,13/91257/B
Erection of an enclosed smoking shelter to replace existing smoking area,Palace Hotel And Casino Central Promenade Douglas Isle Of Man IM2 4NA ,PER,17-Apr-14,13/91258/B
Window and door alterations and creation of a dormer extension to dwelling,Cornelly Woodlands Avenue Douglas Isle Of Man IM2 3QS,PER,20-Feb-14,13/91259/B
Installation of replacement windows and door to rear elevation,3 Windsor Terrace Douglas Isle Of Man IM1 3LU,PER,11-Nov-14,13/91347/B
Installation of advertising signage,44 Parliament Street Ramsey Isle Of Man IM8 1AN,PER,22-Apr-14,14/00243/D
Replacement of existing garage door with window and replacement front boundary wall,38 Derby Road Peel Isle Of Man IM5 1HP,PER,06-May-14,14/00293/B
"Alterations, erection of a two storey extension, relocation of existing and creation of an additional pedestrian gateway to dwelling",18 Creggan Lea Port St. Mary Isle Of Man IM9 5BE,PER,22-Aug-14,14/00670/B
Alterations and creation of a roof terrace (amendment to PA 13/91304/B),Bay View House 3 Victoria Terrace Peel Isle Of Man IM5 1PG ,PER,11-Jul-14,14/00672/B
Installation of replacement windows to front elevation,Wits End Dandy Hill Port Erin Isle Of Man IM9 6HN,REF,18-Jul-14,14/00674/B
Closing off existing and creation of new vehicular access and driveway,Ashmead Croit E Quill Road Laxey Isle Of Man IM4 7JJ,PER,20-Oct-14,14/01060/B
Erection of a replacement garage,16 Ash Grove Ramsey Isle Of Man IM8 3HT,PER,16-Oct-14,14/01061/B
Change of use of premises from hairdressing salon to a cake shop,3 Water Street Ramsey Isle Of Man IM8 1JP ,PER,16-Oct-14,14/01062/C
Installation of a replacement window to rear elevation,1 Windsor Terrace Douglas Isle Of Man IM1 3LU,PER,06-Jan-14,13/91350/B
Erection of illuminated signage and accent lighting,28-29 Loch Promenade Douglas Isle Of Man IM1 2LY ,PER,29-Sep-14,13/00596/D
"Alterations, installation of two dormer windows and extension of patio area to rear garden",Dreeym Lang Tromode Park Douglas Isle Of Man IM2 5LB,PER,13-Jun-14,14/00200/B
Conversion of garage into living accommodation,12 Elderberry Rise Douglas Isle Of Man IM2 1QR ,PER,11-Jul-14,14/00640/B
Erection of a canopy over existing playground,The Buchan Pre Prep Arbory Road Castletown Isle Of Man IM9 1RD ,PER,18-Jun-14,14/00523/B
Conversion of redundant farm building into tourist accommodation,Lower Gleneedle Gleneedle Lower Foxdale Isle Of Man IM4 3BF,REF,05-Dec-14,14/00525/B
Erection of an agricultural building,Field 134313 Adjacent To Kerrowmoar Croft  Kerrowmoar Sulby Isle Of Man  ,PER,04-Aug-14,14/00720/B
"Alterations, erection of an extension and conversion of the property from tourist accommodation to include permanent residential accommodation",4 Charles Street Peel Isle Of Man IM5 1AF,PER,03-Jan-14,13/91049/B
Alterations and re building of rear annexe to dwelling,Thie Drommey Cronk Ruagh Lezayre Ramsey Isle Of Man IM7 2ED ,PER,22-Apr-14,14/00247/B
Relocation of eleven spans of 33Kv overland line,"Land Between Ballaquine Farm & Ballacarnane Mooar Fields And Part Fields 314009, 310009, 315196, 234501, 234106, 234105, 234107, 234108, 234101, 234109, 234099, 234600, 231387, 234095 & 230774 Peel Road Kirk Michael Isle Of Man  ",PER,11-Apr-14,14/00249/B
Installation of replacement window and door to side elevation,Garey Veg Main Road Kirk Michael Isle Of Man IM6 1AH,PER,18-Jun-14,14/00495/B
Window and door alterations and installation of a condenser to retail premises,Co-op Store White House Buildings New Road Laxey Isle Of Man IM4 7BB,PER,11-Dec-14,14/01204/B
"Rendering works, erection of an extension and widening of driveway and vehicular access to dwelling",7 Ballaquane Park Peel Isle Of Man IM5 1PT,PER,24-Nov-14,14/01206/B
"Installation of an air filtration system with external induction fan, ducting, filter system housed in container and discharge stack",No 29 Unit K Snugborough Trading Estate Union Mills Isle Of Man IM4 4LH,PER,30-Oct-14,14/01092/B
"Erection of nine livestock shelters, comprising amendment to approved PA 14/00236/B","Fields 230578, 234267, 234455, 234456 & 234252 Main Road Kirk Michael Isle Of Man  ",PER,12-Dec-14,14/01267/B
Conversion of existing integral garage into living accommodation including widening of existing driveway and vehicular access to accommodate two vehicles off road,56 Broogh Wyllin Shore Road Kirk Michael Isle Of Man IM6 1HU ,PER,30-Dec-14,14/01363/B
Demolition of existing building and erection of an office with workshop above and widening of existing vehicular access and carriage crossing,Workshop / Store Building To Rear Of Strang House Strang Hill Strang Douglas Isle Of Man IM4 4NX,PER,20-Feb-14,13/91249/B
Installation of replacement conservatory roof and regularisation of amendments to PA 11/00230/B,The Old Mill Lower Foxdale Isle Of Man IM4 3AZ ,PER,03-Mar-14,14/00082/B
Installation of an additional window to south elevation,Shidda Athol Avenue Port Erin Isle Of Man IM9 6EY,PER,03-Mar-14,14/00083/B
Replacement of existing glazed conservatory roof with light weight roof tiles and installation of sun tunnel,33 Maple Avenue Onchan Isle Of Man IM3 3HJ,PER,10-Jun-14,14/00503/B
Installation of replacement roof tiles to dwelling,9 Park Close Glen Vine Isle Of Man IM4 4HB,PER,17-Mar-14,14/00137/B
"Alterations to existing windows and door, rendering work and removal of a chimney stack to dwelling",31 Cannan Avenue Kirk Michael Isle Of Man IM6 1HG,PER,10-Apr-14,14/00218/B
Installation of replacement windows and door to dwelling,12 Hildesley Road Douglas Isle Of Man IM2 5AZ,PER,07-Apr-14,14/00220/B
"Alterations, erection of extension and installation of dormer windows to dwelling",17 Birchleigh Close Onchan Isle Of Man IM3 4EX,PER,31-Jul-14,14/00748/B
Creation of a field access,Field 431183 Glebe Farm Stables St Marks Ballasalla Isle Of Man  ,PER,07-Aug-14,14/00751/B
"Alterations, removal of existing conservatory and erection of extension to rear of dwelling",11 Hawthorn Close Onchan Isle Of Man IM3 3HL,PER,22-Jul-14,14/00753/B
Alterations and extensions to dwelling,Thie Ain Gordon Peel Isle Of Man IM5 3AT ,PER,07-Aug-14,14/00778/B
Erection of a sun lounge extension to rear elevation and re-location of oil tank,Melrose 29 Sartfell Road Douglas Isle Of Man IM2 3NB ,PER,20-Feb-14,14/00035/B
Installation of additional window to front elevation,51 Station Road Port Erin Isle Of Man IM9 6AR,PER,18-Jul-14,14/00704/B
Erection of a timber lean-to shed (retrospective),6 Rheast Bridson Peel Isle Of Man IM5 1JF,PER,22-Jul-14,14/00707/B
Removal of chimney stack,44 Broadway Douglas Isle Of Man IM2 4EW,PER,01-Sep-14,14/00708/B
Alterations to create an aerospace/precision engineering facility,The Construction Crafts And Engineering Building  Hills Meadow Industrial Estate Douglas Isle Of Man IM1 5EB ,PER,18-Jul-14,14/00709/B
Additional use of residential property as tourist living accommodation,15 Wood View Court Reayrt Ny Keylley Peel Isle Of Man IM5 1GG ,PER,23-Dec-14,14/01312/C
Alterations of windows and doors to dwelling,77 King Edward Road Onchan Isle Of Man IM3 2AS ,PER,23-Dec-14,14/01316/B
Erection of advertising signage and retention of advertising decals to front elevation windows (part retrospective).,54 Athol Street Douglas Isle Of Man IM1 1JD,PER,22-Jan-14,13/00946/D
Alterations and erection of ground floor extension  to dwelling,16 Cooil Breryk Ramsey Isle Of Man IM8 3HJ,PER,28-Feb-14,13/91330/B
"Erection of an extension, terrace and roof terrace to rear elevation of dwelling",Bethsan Strang Road Union Mills Isle Of Man IM4 4NP,PER,10-Jan-14,13/91332/B
Alterations and extension to existing rescue vehicle parking shed,Fire Station Peel Road Douglas Isle Of Man IM1 5ED,PER,14-Feb-14,13/91432/B
"Lawful use application for use of the site for vehicle, equipment and material storage and waste transfer station for tipping road sweepings, trimmings, top soil and excavated road materials, inert and organic vegetation",Land At Ellerslie Depot Old Church Road Crosby Isle Of Man  ,CLAWA,03-Dec-14,13/01290/LAW
Alterations and extensions to existing detached garage and conversion to ancillary living accommodation,61 King Edward Road Onchan Isle Of Man IM3 2AR,REF,09-May-14,14/00194/B
Creation of external ramped access and doorway to first floor flat,The Railway Inn Main Road Union Mills Isle Of Man IM4 4NE,PER,21-May-14,14/00355/B
Change of use of managers accommodation to self catering tourist accommodation,Glen Mona 6 Mona Drive Douglas Isle Of Man IM2 4LG,PER,28-Jul-14,14/00563/C
Erection of a garden shed,24 Larivane Meadows Andreas Isle Of Man IM7 4JD ,PER,24-Jun-14,14/00564/B
Erection of a conservatory to dwelling,Rheayrt Saaie Douglas Road Ballasalla Isle Of Man IM9 2EN,PER,18-Jul-14,14/00565/B
Erection of illuminated signage,Centenary Centre  Atholl Street Peel Isle Of Man IM5 1HQ ,PER,18-Mar-14,14/00152/D
Installation of replacement windows to dwelling,Avonmore Main Road Kirk Michael Isle Of Man IM6 1ER,PER,16-Sep-14,14/00982/B
Replace two existing windows with sliding doors and installation of glazed Juliet balconies and replacement of existing patio door / window with sliding doors to rear elevation of dwelling,12 Majestic Drive Onchan Isle Of Man IM3 2JQ,PER,18-Sep-14,14/00985/B
Approval in principle for creation of nature reserve and erection of a detached dwelling,Fields 211184 And 211190  Land To The West Of Gollane House  Clenagh Road Sandygate Ramsey Isle Of Man  ,REF,05-Sep-14,13/91093/A
"Erection of rear extension and alterations, creation of new access, and erection of garden store and pavilion (both retrospective)",Ballakiel Cottage Leodest Road Andreas Isle Of Man IM7 3EG,PER,20-Mar-14,13/91435/B
"Installation of replacement windows, roof windows and creation of patio doors to dwelling",12 Lyndale Avenue Peel Isle Of Man IM5 1JY,PER,14-Jan-14,13/91437/B
Removal of two chimney stacks,Elleray & Greenbank Bride Road Ramsey Isle Of Man IM8 3UN,PER,26-Jun-14,14/00587/B
