Decisions issued under delegated authority 1/1/13 - 31/12/13,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Alterations and extensions to dwelling,Newton Heath Upper Dukes Road Douglas Isle Of Man IM2 4AT ,REF,10-Apr-13,13/00242/B
Erection of a detached wooden out building,Ballavale Farmhouse Ballavale Road Santon Isle Of Man IM4 1EH ,PER,30-Apr-13,13/00328/B
Erection of four light industrial units with associated offices,Unit 17 Tromode Estate Carrs Lane Tromode Douglas Isle Of Man IM4 4RG ,PER,23-May-13,13/00333/B
Installation of replacement shop front,73 - 75 Strand Street Douglas Isle Of Man IM1 2EN,PER,28-Aug-13,13/00856/B
Erection of an attached garage and widening of existing driveway,Broughjairg Richmond Road Ramsey Isle Of Man IM8 3PB,PER,20-Nov-13,13/91127/B
Installation of a three column memorial within an existing shrub bed,Kaye Memorial Gardens Strathallan Crescent Douglas Isle Of Man IM2 4NR,PER,24-May-13,13/00458/B
Rendering works to side elevation of dwelling,36 Arbory Street Castletown Isle Of Man IM9 1LN,PER,03-Jun-13,13/00504/B
Erection of a replacement conservatory and installation of four roof lights to dwelling,South Gate House Tromode Douglas Isle Of Man IM4 4QA ,PER,11-Jul-13,13/00673/B
Removal of chimney stack,Brentwood Ellenbrook Close Douglas Isle Of Man IM2 1QF,PER,13-Sep-13,13/90936/B
Erection of sun room extension to rear elevation,15 Ennerdale Avenue Onchan Isle Of Man IM3 2EU ,PER,15-Nov-13,13/91163/B
Change of use of existing tourist accommodation to residential accommodation,Barn Cottage Bibaloe Beg Road Onchan Isle Of Man IM4 5AD ,PER,26-Nov-13,13/91260/C
Erection of ground floor extension to dwelling,Ballaglea House Corlea Road Ballasalla Isle Of Man IM9 3BA,PER,26-Nov-13,13/91262/B
Change of use of existing first floor restaurant accommodation to residential,Browns Cafe Dumbells Terrace Laxey Isle Of Man IM4 7NY,PER,14-Mar-13,13/00148/C
Alterations and erection of an extension to dwelling,2 Squeen Meadow Ballaugh Isle Of Man IM7 5BR ,PER,01-Aug-13,13/00336/B
Alterations and erection of extension to dwelling,Newton Heath 35 Upper Dukes Road Douglas Isle Of Man IM2 4AT ,PER,09-Jul-13,13/00625/B
Roofing works to existing conservatory,31 Harbour Road Onchan Isle Of Man IM3 1BJ,PER,10-Jul-13,13/00628/B
Alterations and erection of extensions to dwelling and widening of existing driveway and vehicular access,Fairwinds 28 Birch Hill Crescent Onchan Isle Of Man IM3 3DJ,PER,22-Jul-13,13/00629/B
Window and door amendments on dwellings approved under PA 12/01519/B,"Plots C55, C56 And C57 Reayrt Ny Cronk Poortown Road Peel Isle Of Man  ",PER,03-Sep-13,13/00844/B
Erection of a garage with home office above (retrospective),Fircroft Douglas Road Ballasalla Isle Of Man IM9 2AN,PER,25-Jul-13,13/00716/B
Erection of an extension to replace existing conservatory,10 Alderley Close Douglas Isle Of Man IM2 1NT,PER,26-Jul-13,13/00720/B
Creation of six windows to west elevation of building,Mount Murray Hotel Ballacutchel Road Mount Murray Douglas Isle Of Man IM4 2HT,PER,23-Jul-13,13/00721/B
Installation of three replacement windows to front elevation,23 Church Street Peel Isle Of Man IM5 1HN,PER,14-Aug-13,13/00723/B
Erection of an extension to rear of dwelling,14 Ashbourne Grove Douglas Isle Of Man IM2 1NP,PER,31-Jul-13,13/00724/B
Erection of a single storey extension,21 Sunnybank Avenue Onchan Isle Of Man IM3 3BP,PER,21-Aug-13,13/00859/B
Alterations and erection of an extension to dwelling (amendment to PA 13/00431/B),Ty-Ny-Coed Claughbane Walk Ramsey Isle Of Man IM8 2JL,PER,13-Sep-13,13/00871/B
Removal of chimney stacks,"3 & 5 Greeba Road 43, 45, 67, 69, 95 & 97 Keppel Road 1, 3, 45, 47, 64 & 66 Snaefell Road 52, 54, 56, 58, 60, 62, 64 & 66 Willaston Road 13 & 15 Conister Road Willaston Douglas Isle Of Man",PER,04-Dec-13,13/91205/B
Alterations and erection of a replacement garage to dwelling,Lingague Farm Cottage Ballakilpheric Road Colby Isle Of Man IM9 4BR,PER,29-Nov-13,13/91208/B
Installation of bi-folding doors to rear elevation of dwelling,26 Cronk Drean Douglas Isle Of Man IM2 6AU,PER,18-Nov-13,13/91214/B
Installation of replacement front door (In association with 13/00098/CON),2 Church Cottage St Marks Ballasalla Isle Of Man IM9 3AH ,PER,31-May-13,13/00097/GB
Erection of replacement directional signage (amendments to PA 12/00683/D),Spring Valley Trading Estate Cooil Road Douglas Isle Of Man  ,PER,12-Apr-13,13/00235/D
Erection of extensions to front and rear elevations,10 Church Lane Peel Isle Of Man IM5 1AW,PER,03-Oct-13,13/00784/B
Erection of conservatory,94 Pine Grove Ballasalla Isle Of Man IM9 2EA,PER,03-Oct-13,13/91010/B
"Registered Building Consent for installation of replacement windows, doors and rainwater goods; demolition of structure to boiler entrance and replacement with railings; new roof to rear stage and store; landscaping entrance area (R B no 87 in association",Ramsey Youth Centre Waterloo Road Ramsey Isle Of Man IM8 1DT,PER,11-Oct-13,13/01017/CON
Installation of replacement rear basement door and sidelight,Apartment 1 Marina House 2 Marine Parade Peel Isle Of Man IM5 1PB ,PER,03-Oct-13,13/91024/B
"Alterations to dwelling including installation of replacement windows, removal of a dormer window, installation of roof lights and doorway amendments",Lismore 9 Primrose Terrace Bay View Road Port St. Mary Isle Of Man IM9 5AP,PER,11-Jun-13,13/00539/B
Erection of a cattle shed to replace existing chicken sheds,Ballacreggan Farm Slieau Lewaigue Lewaigue Ramsey Isle Of Man IM7 1BH,PER,14-Oct-13,13/00881/B
Construction of walling and glass below existing tiled canopy to provide enclosed storm porch,Yn Fea Peveril Road Peel Isle Of Man IM5 1PJ,PER,20-Mar-13,13/00159/B
Erection of a single storey extension to rear elevation,18 First Avenue Douglas Isle Of Man IM2 6AZ,PER,16-Apr-13,13/00302/B
Erection of a dwelling,Land To Rear Of 16 And 16A Marathon Road Victoria Road Douglas Isle Of Man  ,PER,31-May-13,13/00304/B
Conversion of garage to kitchen and formation of new hard-standing,14A Odins Way Ballakillowey Colby Isle Of Man IM9 4BQ,PER,24-Apr-13,13/00305/B
Installation of replacement windows to front elevation,4 Church Street Peel Isle Of Man IM5 1HL,PER,08-May-13,13/00398/B
Alterations and division of existing dwelling to provide three residential units and vehicular access alterations,Ballawattleworth House Tynwald Road Peel Isle Of Man IM5 1JP,PER,25-Jul-13,13/00553/B
Erection of twelve industrial and / or warehousing & distribution units,Field 521895 And Site Of Former Cooil Smithy Adjacent To Cooil Road Braddan Isle Of Man  ,PER,14-Jun-13,13/00555/B
Alterations and extensions to dwelling (comprising amendments to PA 13/00087/B),Ivydene 51 Ballanard Road Douglas Isle Of Man IM2 5HD,PER,05-Sep-13,13/90926/B
Erection of an extension to existing barn,Ballacojeen Farm Ballagawne Road Baldrine Isle Of Man IM4 6EN,PER,25-Jun-13,13/00559/B
Widen existing vehicular access to provide a turning space,2 Cardle Cottages Corony Ramsey Isle Of Man IM7 1ES ,REF,08-Aug-13,13/00666/B
Erection of a stable block,Fields 210659 And 214215 Rhendhoo Road Jurby Isle Of Man  ,PER,10-Oct-13,13/00846/B
Erection of advertising signage,Unit 3 Hills Meadow Industrial Estate Douglas Isle Of Man IM1 5EB ,PER,23-Sep-13,13/00928/D
Erection of two agricultural buildings,Bay View Ballamodha Straight Ballamodha Ballasalla Isle Of Man IM9 3AZ,PER,20-Nov-13,13/91018/B
Installation of replacement conservatory roof with light weight roof tiles,3 The Fairway Onchan Isle Of Man IM3 2EL,PER,14-Nov-13,13/91068/B
Approval in principle for erection of a dwelling,Plot 6 St Patricks View Jurby Isle Of Man IM7 3EX ,PER,06-Nov-13,13/91069/A
Replace existing conservatory roof with light weight roof tiles,35 Ballaquane Park Peel Isle Of Man IM5 1PX,PER,08-Nov-13,13/91070/B
Application to make lawful the installation of replacement windows and erection of attached garage,Craiglands Hilary Park Douglas Isle Of Man IM2 3ED,CLAWA,07-Nov-13,13/01071/LAW
"Alterations to dwelling including installation of dormers, removal of chimney, installation of additional gable end window and patio doors",Thalia Main Road Union Mills Isle Of Man IM4 4ND,PER,22-Nov-13,13/91162/B
"Alterations to dwelling including installation of solar panels, roof lantern and garage store room window amendment",Ballamoar Earystane Colby Isle Of Man IM9 4HN ,PER,04-Dec-13,13/91265/B
"Siting of a container for the storage of animal feedstuff, bedding and ancillaries (retrospective)",Field No 431211 Bayrauyr Road St Marks Ballasalla Isle Of Man IM9 3AT ,PER,17-Dec-13,13/91311/B
Erection of extensions to front and rear of existing detached garage to form hobbies rooms,Amogarry 37 Ballagarey Road Glen Vine Isle Of Man IM4 4EF,PER,04-Mar-13,13/00102/B
Alterations and creation of a ramped access (In association with 13/00105/CON),Sulby Methodist Church Main Road Sulby Isle Of Man IM7 2HP,PER,18-Mar-13,13/00104/GB
Registered Building consent for alterations and creation of a ramped access (In association with 13/00104/GB) Registered Building Nos. 172,Sulby Methodist Church Main Road Sulby Isle Of Man IM7 2HP,PER,18-Mar-13,13/00105/CON
"Alterations, erection of an extension to dwelling and creation of an additional driveway and vehicular access",101 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2HT ,PER,04-Mar-13,13/00107/B
Alterations and erection of extension to dwelling,Cooilbane House Main Road Sulby Isle Of Man IM7 2HR,PER,10-Apr-13,13/00252/B
Alterations and erection of an extension to dwelling,5 Harcroft Avenue Douglas Isle Of Man IM2 1PF,PER,10-Apr-13,13/00253/B
Erection of a replacement detached garage and store,4 Richmond Grove Ramsey Isle Of Man IM8 3PD,PER,10-Apr-13,13/00255/B
Installation of replacement conservatory roof,13 Park Close Glen Vine Isle Of Man IM4 4HB,PER,03-Jun-13,13/00483/B
Installation of replacement conservatory roof,Pendle 5 Brookfield Avenue Ramsey Isle Of Man IM8 2AE,PER,12-Jun-13,13/00484/B
Installation of GRP kiosk and concrete apron,Castletown Harbour Pump Station Hope Street Castletown Isle Of Man  ,PER,03-Jun-13,13/00489/B
Construction of retaining wall to abate collapsed river embankment,Brooklyn Crossag Road Ballasalla Isle Of Man IM9 3EE,PER,20-Jun-13,13/00554/B
Re-development of demolished former take-away outlet to provide a coffee/sandwich shop with food for consumption on and off the premises,66 Strand Street Douglas Isle Of Man IM1 2EW,PER,20-Jun-13,13/00556/B
Erection of a sun lounge extension to replace existing conservatory,8 Cleiy Rhennee Kirk Michael Isle Of Man IM6 1HT,PER,11-Jun-13,13/00557/B
Erection of a greenhouse and associated landscaping,Lorne House Douglas Street Castletown Isle Of Man IM9 1AZ ,PER,15-Jul-13,13/00613/B
Erection of illuminated shop signage,Unit 1   26 - 28 Strand Street Douglas Isle Of Man IM1 2EG,PER,14-Aug-13,13/00717/D
Installation of replacement conservatory roof,5 Ballafurt Close Port Erin Isle Of Man IM9 6HS,PER,01-Aug-13,13/00743/B
Residential layout for two plots with associated roads and sewers,Land Adjacent To Orryside Main Road Colby Isle Of Man  ,PER,19-Sep-13,13/90935/B
Demolition of existing building and erection of two semi detached dwellings with attached garages,16 & 16A Marathon Road Douglas Isle Of Man IM2 4HL,REF,19-Sep-13,13/90981/B
"Installation of replacement windows, doors and fascia",Rosedene Main Road Ballabeg Castletown Isle Of Man IM9 4HA,PER,14-Nov-13,13/91145/B
Alterations and extensions to dwelling,19 Banks Howe Onchan Isle Of Man IM3 2EN,PER,21-Nov-13,13/91146/B
Installation of replacement windows and patio doors,39 Hope Street Castletown Isle Of Man IM9 1AP,PER,14-Nov-13,13/91147/B
Erection of a replacement barn,East Narradale Farm  Narradale Sulby Isle Of Man IM7 2HA ,PER,14-Mar-13,13/00122/B
Erection of mast and telecommunication equipment/antenna,Restart Court  Isle Of Man Business Park Douglas Isle Of Man IM2 2QZ,PER,17-May-13,13/00329/B
Installation of replacement front door,4 Milner Terrace Castletown Isle Of Man IM9 1AJ,PER,19-Jul-13,13/00696/B
Creation of new vehicular access and erection of replacement shed,Land Abutting Crossag Road Ballasalla Isle Of Man  ,REF,02-Aug-13,13/00727/B
Installation of replacement windows,Ballacosnahan Patrick Street Peel Isle Of Man IM5 1BS ,PER,20-Aug-13,13/00858/B
Widen existing vehicular access,Kenric 56 Ballanard Road Douglas Isle Of Man IM2 5HE,PER,30-Aug-13,13/00860/B
Erection of a boundary / retaining wall with timber fencing to front of property,Rockaway Costain Close Colby Isle Of Man IM9 4NZ,REF,05-Sep-13,13/00863/B
Conversion and extension of existing barn to a dwelling (Amendments to PA 09/02117/B),Gollane Farm Clenagh Road Sandygate Ramsey Isle Of Man IM7 3AF ,PER,04-Dec-13,13/91189/B
Replace existing conservatory roof with light weight roof tiles,22 Erin Way Port Erin Isle Of Man IM9 6EF ,PER,02-Dec-13,13/91268/B
Erection of illuminated signage,7 - 11 Douglas Street Peel Isle Of Man IM5 1BA,PER,25-Jun-13,13/00364/D
Removal of a chimney stack,14 Malvern Road Douglas Isle Of Man IM2 5AS,PER,31-May-13,13/00366/B
Installation of a dormer window to dwelling,26 Linden Gardens Douglas Isle Of Man IM2 6AB ,PER,02-May-13,13/00368/B
Demolition of existing garage and erection of a two storey extension and creation of off road parking to side of dwelling,1 Stonecrop Grove Douglas Isle Of Man IM2 7DX,PER,15-Aug-13,13/00694/B
Installation of replacement windows to front elevation,60 Glenfaba Road Peel Isle Of Man IM5 1DA,PER,04-Oct-13,13/90960/B
Erection of fourteen industrial and / or warehousing & distribution units (Amendments to PA 13/00555/B),Part Field 521895 And Site Of Former Cooil Smithy Adjacent To Cooil Road Braddan Isle Of Man ,PER,19-Dec-13,13/91117/B
Alterations including creation of roller shutter openings and regrading of existing hard standing to create level access,Heron & Brearley Warehouse & Distribution Centre Old Castletown Road Douglas Isle Of Man IM2 1QG,PER,20-Nov-13,13/91119/B
Creation of an additional ten parking spaces,Heron & Brearley Warehouse & Distribution Centre Old Castletown Road Douglas Isle Of Man,PER,20-Nov-13,13/91120/B
Erection of an extension to replace existing conservatory to rear elevation,12 Maple Avenue Ballawattleworth Estate Peel Isle Of Man IM5 1WP ,PER,10-Jul-13,13/00658/B
Door and window alterations,24 Kerrocruin Kirk Michael Isle Of Man IM6 1AG,PER,15-Aug-13,13/00778/B
Extension to rear elevation,1 Furman Road Onchan Isle Of Man IM3 1BS,REF,28-Aug-13,13/00840/B
Conversion of basement and ground floor to three apartments,46 Loch Promenade Douglas Isle Of Man IM1 2LZ,REF,10-Sep-13,13/00907/B
Replace existing conservatory roof with lightweight tiled roof,24 Mountain View Peel Isle Of Man IM5 1QE,PER,05-Sep-13,13/00910/B
Replace existing conservatory roof with light weight roof tiles,11 Lhag Mooar Port Erin Isle Of Man IM9 6LY,PER,19-Sep-13,13/90969/B
Material alteration to the external finish of the dwelling and removal of a chimney,Horizon House Glen Road Colby Isle Of Man IM9 4HW,PER,14-Nov-13,13/91159/B
Alterations and erection of extension over garage,27 Claughbane Drive Ramsey Isle Of Man IM8 2BH,PER,08-Nov-13,13/91167/B
Installation of a replacement roof to existing conservatory,70 Claughbane Drive Ramsey Isle Of Man IM8 2BL,PER,08-Nov-13,13/91168/B
Erection of a timber shed,Field 410338 Cronk Y Dhooney Ballakilpheric Colby Isle Of Man  ,PER,20-Jun-13,13/00590/B
"Amendments to approved alterations and extensions to dwelling (PA's 10/00179B and 11/00799B, retrospective) including the erection of pitched roof to the existing garage and Tholtan/Barn and re-roofing and repair of the existing 2 storey  barn",Ballacurn Keil House Ballacurn Road Ballaugh Isle Of Man IM7 5EU,PER,07-Oct-13,13/00592/B
"Approval in principle for erection of two dwellings with access off Larch Hill Grove, to replace existing building",Cliff Cottage Carrs Lane Tromode Douglas Isle Of Man IM4 4QB ,REF,21-Aug-13,13/00593/A
Installation of replacement windows (retrospective),Flat 2   7 Belmont Terrace Douglas Isle Of Man IM1 4NJ,PER,10-Jul-13,13/00618/B
Replacement windows to front elevation,137 Woodbourne Road Douglas Isle Of Man IM2 3AZ,PER,31-Jul-13,13/00708/B
Erection of a first floor extension to dwelling,12 Pinehurst Close Douglas Isle Of Man IM2 1PL,PER,15-Aug-13,13/00711/B
Erection of an extension,Occupational & Physiotherapy Unit Ramsey & District Cottage Hospital Cumberland Road Ramsey Isle Of Man IM8 3RH,PER,20-Aug-13,13/00839/B
Alterations and single storey extension to existing conference room and furniture store,Mount Murray Hotel  Ballacutchel Road Mount Murray Isle Of Man IM4 2HT,PER,23-Jul-13,13/00722/B
Alterations and erection of extensions to dwelling,72 Cronk Grianagh Estate Douglas Isle Of Man IM4 4RN,PER,10-Oct-13,13/00874/B
"Demolition of rear outlet, rendering of external walls and alteration to position of window",Close E Cleator Andreas Road St Judes Isle Of Man IM7 2EP,PER,23-Dec-13,13/91278/B
Erection of seven detached dwellings with associated parking and infrastructure (amendments to PA 07/01672/B) Re-advertised due to re-positioning of Plot 5; and further details and revisions to hard and soft landscaping including boundary treatment,Briarville Crescent Road Ramsey Isle Of Man  ,PER,21-Nov-13,13/00878/B
Conversion of joinery workshop into residential accommodation including installation of replacement garage door and windows (partial retrospective),2 & 2A Berkeley Street Lane Douglas Isle Of Man IM2 3RN ,PER,11-Oct-13,13/90961/B
Installation of replacement windows,43 Brunswick Road Douglas Isle Of Man IM2 3NW ,PER,11-Oct-13,13/90964/B
Removal of a chimney stack,Abbotsleigh Strang Road Union Mills Isle Of Man IM4 4NP,PER,15-Oct-13,13/90965/B
Installation of a garden store to replace existing sheds,8 Rowan Avenue Ballawattleworth Peel Isle Of Man IM5 1WG ,PER,15-Aug-13,13/00809/B
"Alterations, erection of an extension, creation of vehicle entrance, driveway and parking provision",Ballachrink Farm Ballanicholas Garth Crosby Isle Of Man IM4 2HD ,PER,15-Aug-13,13/00811/B
Alterations and extension to dwelling,23 The Park Onchan Isle Of Man IM3 1HP ,PER,05-Sep-13,13/00904/B
Installation of replacement windows and door,Millers Cottage Charles Street Close Peel Isle Of Man IM5 1DT ,REF,14-Mar-13,13/00155/B
Erection of a first floor extension over garage and single storey extension to rear elevation,18 Faaie-Ny-Cabbal Kirk Michael Isle Of Man IM6 2HW,PER,21-Mar-13,13/00181/B
Installation of a doorway and window to existing detached garage (retrospective),Sleepy Hollow The Cronk Ballaugh Isle Of Man IM7 5AY ,PER,03-Apr-13,13/00199/B
Erection of two detached dwellings (amendment to dwelling types approved under PA 10/00544/B),Plots B2 And B3 Residential Development Under Construction Reayrt Ny Cronk Peel Isle Of Man IM5 1GR ,PER,16-Apr-13,13/00318/B
Alterations and extensions to dwelling (comprising amendments to PA 12/01441/B),Ballacosney Baldhoon Road Laxey Isle Of Man IM4 7QH,PER,16-Apr-13,13/00319/B
Installation of replacement conservatory roof,Seafield Royal Drive Onchan Isle Of Man IM3 1HG,PER,18-Apr-13,13/00320/B
Approval in principle for erection of a dwelling,Garden Of 1 King Orry Close Glen Vine Isle Of Man IM4 4EN,PER,15-Jul-13,13/00612/A
Alterations and creation of additional doorways,The Stables Bucks Road Lane Douglas Isle Of Man IM1 3AG,PER,18-Apr-13,13/00322/B
Erection of a two storey extension to dwelling,21 Sunnybank Avenue Onchan Isle Of Man IM3 3BP,REF,22-May-13,13/00438/B
Extension to existing rear elevation balcony,25 Larch Hill Grove Douglas Isle Of Man IM2 5NU ,PER,01-Nov-13,13/90998/B
Erection of extension to side elevation and installation of additional window,Ballanuy Ballakilpheric Road Colby Isle Of Man IM9 4BT ,PER,27-Sep-13,13/91003/B
Installation of replacement front doors and fanlights,18-20 High Street Port St. Mary Isle Of Man IM9 5DW,PER,01-Oct-13,13/91005/B
Replace existing conservatory roof with light weight roof tiles,4 Murrays Lake Grove Mount Murray Douglas Isle Of Man IM4 2GY,PER,12-Dec-13,13/91295/B
Installation of replacement windows to front elevation,5 Church Road Onchan Isle Of Man IM3 1BF,PER,12-Dec-13,13/91296/B
Installation of replacement front door and fanlight,38 Stanley Road Peel Isle Of Man IM5 1NY,PER,12-Dec-13,13/91297/B
Alterations and erection of extension to dwelling (Alterations to PA 02/02146/B and PA 12/01229/B),Greystones South Cape Laxey Isle Of Man IM4 7JB ,PER,04-Apr-13,13/00200/B
Replace existing conservatory roof with light weight roof tiles,10 Romney Wynd Ramsey Isle Of Man IM8 3NJ,PER,01-Nov-13,13/91092/B
Creation of 75 car park spaces and erection of covered walkway,Mount Murray Hotel  Ballacutchel Road Mount Murray Douglas Isle Of Man IM4 2HT,PER,26-Nov-13,13/91245/B
Re-construction of scoured river bed,River Bed Below Laxey River Weir  Opposite Fire Station Mines Road Laxey Isle Of Man  ,PER,27-Jun-13,13/00479/B
Alteration to dwelling and widening of vehicular access,10 Rheast Lane Peel Isle Of Man IM5 1BE ,PER,04-Jun-13,13/00481/B
Replacement and raising of existing garage roof to provide additional living accommodation,46 Meadow Crescent Douglas Isle Of Man IM2 1NL,PER,03-Jun-13,13/00482/B
Amendment to bin store approved under PA 09/01131/B,Cregville 13 Empire Terrace Douglas Isle Of Man IM2 4LE ,PER,03-Jun-13,13/00498/B
Erection of signage,Shop 1 Quines Corner Douglas Isle Of Man IM1 4LF ,PER,21-Aug-13,13/00807/D
Variation of condition 4 concerning opening hours for approved cafe (PA 13/00391/C),37 Station Road Port Erin Isle Of Man IM9 6AW,PER,05-Sep-13,13/90932/C
Erection of three detached dwellings,Land To Rear Of The Colby Pump Main Road Colby Isle Of Man  ,REF,25-Sep-13,13/90980/B
Replace existing conservatory roof with light weight roof tiles,8 Gainsborough Crescent Ramsey Isle Of Man IM8 3NH,PER,23-Sep-13,13/90982/B
Erection of an agricultural building,Field 434446 Ballaloaghtan Kerrowkeil Road Grenaby Ballasalla Isle Of Man  ,PER,19-Sep-13,13/90983/B
Alterations and single storey extension to rear elevation,34 High View Road Douglas Isle Of Man IM2 5BH,PER,11-Oct-13,13/91021/B
Erection of a first floor extension to provide additional workshop accommodation,2 Quayside Lane Ramsey Isle Of Man IM8 1BL ,PER,20-Mar-13,13/00157/B
Removal of a chimney stack,2 Castle Street Peel Isle Of Man IM5 1AN,PER,20-Mar-13,13/00158/B
Roofing works to existing conservatory,Coan Buigh Main Road Ballaugh Isle Of Man IM7 5ED,PER,21-Mar-13,13/00160/B
"Registered Building Consent for the installation of a sound system, two stage light fittings and a mixer/amplifier and light controller (R B no 118)",Onchan Parish Hall 136 Royal Avenue Onchan Isle Of Man IM3 1LJ,PER,27-Jun-13,13/00461/CON
Installation of a replacement shop front,84 Bucks Road Douglas Isle Of Man IM1 3AG,PER,24-May-13,13/00463/B
Alteration and replacement of existing side elevation window,15 Douglas Street Castletown Isle Of Man IM9 1BD,PER,23-May-13,13/00465/B
Repair and rendering existing brick chimney stacks,6 & 7 Grosvenor Road Douglas Isle Of Man IM1 3EN,PER,24-May-13,13/00467/B
Erection of an extension to dwelling,5 Cherry Walk Douglas Isle Of Man IM2 5NS,PER,03-Jul-13,13/00606/B
Installation of replacement windows to front elevation,15 Hildesley Road Douglas Isle Of Man IM2 5AU,PER,18-Jul-13,13/00674/B
Extension to rear elevation,23 Gladstone Avenue Ramsey Isle Of Man IM8 2LE,PER,14-Mar-13,13/00124/B
Erection of a conservatory to rear elevation (in association with 13/00641/CON),Our Lady Star Of The Seas And St Maughold Queens Promenade Ramsey Isle Of Man IM8 1BH ,REF,01-Nov-13,13/00640/GB
Registered Building Consent for erection of a conservatory to rear elevation (RB no 80 in association with 13/00640/GB),Our Lady Star Of The Seas And St Maughold Queens Promenade Ramsey Isle Of Man IM8 1BH ,REF,01-Nov-13,13/00641/CON
Alterations and partial demolition and rebuilding of outbuildings to form ancillary living accommodation (retrospective),Bramble Brae Quarterbridge Road Douglas Isle Of Man IM2 3RH,PER,15-Aug-13,13/00685/B
Erection of a replacement agricultural barn,Balladronnan Smallholding  Formerly Field 220911  Bollyn Road Ballaugh Isle Of Man  ,PER,14-Nov-13,13/91129/B
Erection of extension to replace existing conservatory,Ballaleshin Quines Hill Port Soderick Isle Of Man IM4 1AU ,PER,05-Nov-13,13/91137/B
Erection of shed in front garden (retrospective),11 Stowell Place Castletown Isle Of Man IM9 1HF,PER,01-Nov-13,13/91138/B
Erection of two detached dwellings with integral garage,Plot 4 & 5 Palm Winds The Vollan Ramsey Isle Of Man IM8 3UG ,PER,03-Sep-13,13/00817/B
Change of use from a salon to a yoga teaching / training studio,2nd Floor 9 - 11 Duke Street Douglas Isle Of Man IM1 2BB,PER,03-Sep-13,13/00855/C
Alterations to shop front,74 Strand Street Douglas Isle Of Man IM1 2EW,PER,28-Aug-13,13/00857/B
Erection of a dwelling with associated garages and vehicular access,Field 410891 Adjacent To Surby Mount & Victoria Lodge  Surby Road Surby Port Erin Isle Of Man  ,REF,28-Oct-13,13/91040/B
Erection of decking on flat roof kitchen extension (retrospective) and proposed boundary fencing,12 Gib Lane Peel Isle Of Man IM5 1PD,PER,04-Dec-13,13/91179/B
Alterations to dwelling and widening of driveway and access onto highway,2 Stowell Place Castletown Isle Of Man IM9 1HF,PER,04-Mar-13,13/00093/B
"Alterations, erection of replacement extension and installation of replacement windows",17 Thorny Road Douglas Isle Of Man IM2 5EG,PER,11-Apr-13,13/00281/B
Demolition of existing property and erection of a building of four apartments with associated parking,145  & 147 Royal Avenue Onchan Isle Of Man IM3 1LG ,PER,12-Jun-13,13/00534/B
Alterations and erection of a second floor extension to dwelling (comprising amendments to PA 12/01413/B),Oirr-Ushtey The Promenade Laxey Isle Of Man IM4 7DD,PER,03-Jul-13,13/00617/B
Application for a certificate of lawfulness to confirm the lawfulness of the use of a building as a residential dwelling,Baldromma Jurby Road Lezayre Ramsey Isle Of Man IM7 2EB,CLAWA,12-Aug-13,13/00689/LAW
Alterations and erection of a first floor extension to dwelling,Greystones Quarterbridge Road Douglas Isle Of Man IM2 3RL,PER,15-Jul-13,13/00690/B
" Residential development of 155 dwellings with highway and drainage infrastructure, Public Open Space and landscaping, including Public Open Space which is suitable for future sports and recreation use and cemetery extension","Fields 411529, 414546, 414214 & 414532, Part Of Footway To Church Road And Small Parcel Of Adjoining Land Within Southern Group Practice Site Port Erin & Rushen Isle Of Man  ",PER,03-Oct-13,13/00777/B
"Alterations, erection of extension to dwelling and extend driveway",12 Mull View Kirk Michael Isle Of Man IM6 1AQ,PER,10-Sep-13,13/00779/B
Erection of garden store with terrace over (retrospective),Pine Lodge Baldhoon Road Laxey Isle Of Man IM4 7NA,REF,28-May-13,13/00179/B
Erection of fencing adjacent to highway (retrospective),Lezayre Lodge Kerrowmoar Sulby Isle Of Man  ,PER,21-Mar-13,13/00180/B
Installation of a blue plaque (retrospective),50 St Catherines Drive Douglas Isle Of Man IM1 4BF,PER,27-Jun-13,13/00597/D
Change of use of existing sun bed centre to hearing solutions clinic,4 Summerhill Road Onchan Isle Of Man IM3 1LZ,PER,05-Sep-13,13/00788/C
Alterations and erection of extension to dwelling,Elgin Jacks Lane Port E Vullen Ramsey Isle Of Man IM7 1AW,PER,01-Nov-13,13/90966/B
Erection of an extension to rear elevation of dwelling (amendment to PA 12/00686/B),33 Ballabrooie Grove Douglas Isle Of Man IM1 4EX,PER,19-Sep-13,13/90968/B
Window / door alterations to front and rear elevations and rendering work to rear elevation of building,Kenilworth Hotel 5 Castlemona Terrace Central Promenade Douglas Isle Of Man IM2 4LU ,PER,22-Oct-13,13/91045/B
Conversion of a holiday cottage to provide office accommodation,Cooil Shellagh Douglas Road Kirk Michael Isle Of Man IM6 1AU,PER,01-Nov-13,13/91048/B
Erection of a single storey extension in rear yard and replacement windows and door at front (amended description),22 St Georges Walk Douglas Isle Of Man IM1 1AW ,PER,14-Nov-13,13/91118/B
Erection of porch,Pier House Stanley Mount East Ramsey Isle Of Man IM8 1NP,PER,06-Nov-13,13/91121/B
Installation of replacement shop front and window,3 Water Street Ramsey Isle Of Man IM8 1JP ,PER,08-Nov-13,13/91153/B
Erection of non illuminated signage,3 West Quay & 1 Old Post Office Lane  Ramsey Isle Of Man IM8 1DW,PER,23-Dec-13,13/01158/D
