Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,13/00170/B,Installation of slate roof with roof lights to replace existing thermoclear sheeting on rear extension,20-Mar-13,Senior Planning Officer - North (CB),36 Arbory Street Castletown Isle Of Man IM9 1LN
Permitted,13/00171/B,Erection of fencing (retrospective),19-Mar-13,Senior Planning Officer - North (CB),6 Willow Close Onchan Isle Of Man IM3 3HA
Application Withdrawn,13/00172/B,Alterations and extension to existing outbuildings to provide residential/tourist accommodation,18-Feb-13,Withdrawn,Ballacamaish Farm Kiondroghad Road Andreas Isle Of Man IM7 3EJ
Permitted,13/00173/B,Erection of an extension to converted barn to provide additional living accommodation,18-Mar-13,Senior Planning Officer - South (SC),Somers Farm Bernahara Road Andreas Isle Of Man IM7 3HH
Refused,13/00174/B,"Alterations, erection of extension and installation of a replacement shop front",21-Mar-13,Senior Planning Officer - North (CB),Hospice Shop 9 Arbory Street Castletown Isle Of Man IM9 1LH
Permitted,13/00175/B,Erection of an extension to dwelling and widening of driveway,26-Mar-13,Planning Committee,West Nappin Bungalow Church Road Jurby Isle Of Man IM7 3AU 
Permitted,13/00176/B,Erection of a double garage to replace existing single garage,21-Mar-13,Senior Planning Officer - North (CB),Heatherlea Main Road Foxdale Isle Of Man IM4 3ER
Permitted,13/00177/B,Erection of a replacement greenhouse,19-Mar-13,Senior Planning Officer - North (CB),The Carrick Port Lewaigue Ramsey Isle Of Man IM7 1AG 
Permitted,13/00178/B,Erection of a garage extension to dwelling,26-Mar-13,Planning Committee,Read Ellan Cottage Jurby East Jurby IM7 3HA  
Refused,13/00179/B,Erection of garden store with terrace over (retrospective),28-May-13,Senior Planning Officer - South (SC),Pine Lodge Baldhoon Road Laxey Isle Of Man IM4 7NA
Permitted,13/00180/B,Erection of fencing adjacent to highway (retrospective),21-Mar-13,Senior Planning Officer - South (SC),Lezayre Lodge Kerrowmoar Sulby Isle Of Man  
Permitted,13/00181/B,Erection of a first floor extension over garage and single storey extension to rear elevation,21-Mar-13,Senior Planning Officer - North (CB),18 Faaie-Ny-Cabbal Kirk Michael Isle Of Man IM6 2HW
Permitted,13/00182/B,Installation of canopy over new doorway and replacement signage,21-Mar-13,Senior Planning Officer - North (CB),Railway Hotel Banks Circus Douglas Isle Of Man IM1 5AB
Permitted,13/00183/A,Approval in principle for the erection of a replacement dwelling,19-Mar-13,Senior Planning Officer - South (SC),Clypse Lodge Clypse Onchan Isle Of Man IM4 5BG
Permitted,13/00184/A,Approval in principle for erection of a replacement farm dwelling,19-Mar-13,Senior Planning Officer - South (SC),Clypse Moar Farm Clypse Onchan Isle Of Man IM4 5BG
Permitted,13/00185/A,Approval in principle for erection of two replacement dwellings,19-Mar-13,Senior Planning Officer - South (SC),1 & 2 Clypse Mooar Cottages Clypse Onchan Isle Of Man IM4 5BG
Refused,13/00186/A,Approval in principle for erection of a dwelling,19-Mar-13,Senior Planning Officer - South (SC),Field 534582 Land Adjacent To Glen Side Slegaby Ride Onchan Isle Of Man  
Permitted,13/00187/B,Roofing works to existing conservatory,21-Mar-13,Senior Planning Officer - North (CB),Pine Close Station Road St Johns Isle Of Man IM4 3AH
Permitted,13/00188/B,Installation of replacement windows,03-Apr-13,Head of Development Management,18 Alexander Drive Douglas Isle Of Man IM2 3QE
Refused,13/00189/B, Alterations and extension to dwelling to provide first floor living accommodation,21-Mar-13,Senior Planning Officer - North (CB),7 Ballakneale Avenue Port Erin Isle Of Man IM9 6ND
Permitted,13/00190/B,Erection of a detached garage and driveway extension,21-Mar-13,Senior Planning Officer - South (SC),1 Snaefell View Jurby Isle Of Man IM7 3BF
Application Withdrawn,13/00191/B,"Conversion of existing first floor offices into two apartments, change of use of ground floor offices into additional restaurant accommodation, elevational alterations including installation of replacement windows and removal of chimney stack and dormer",18-Sep-13,Withdrawn,Ports Of Call Bay View Road Port St. Mary Isle Of Man IM9 5AE 
Permitted,13/00192/B,Demolition of existing and erection of a replacement workshop and store,20-Jun-13,Senior Planning Officer - North (CB),Workshop & Store 3 Chapel Lane Ramsey Isle Of Man IM8 1JL
Permitted,13/00193/B,Alterations and installation of dormer windows to dwelling,04-Apr-13,Head of Development Management,7 Westlands Avenue Ramsey Isle Of Man IM8 3PS
Permitted,13/00194/B,Erection of two gate posts and installation of entrance gates,27-Mar-13,Senior Planning Officer - North (CB),11 Odins Way Ballakillowey Colby Isle Of Man IM9 4BQ
Permitted,13/00195/B,Creation of a storage compound (Amendments to PA 11/00298/B) (Retrospective),27-Mar-13,Senior Planning Officer - North (CB),Field 331659 Foxdale Road The Hope St Johns Isle Of Man  
Permitted,13/00196/B,Conversion of two properties to form a single dwelling including the erection of a first floor extension and a double garage,27-Mar-13,Senior Planning Officer - North (CB),Arbory House Glen Road Colby Isle Of Man IM9 4HW
Permitted,13/00197/B,Erection of a block of eight industrial units,10-Apr-13,Director Delegation,Land Adjacent To The Dome  Port Way Balthane Industrial Estate Ballasalla Isle Of Man  
Permitted,13/00198/C,Additional use of residential accommodation as tourist accommodation,11-Apr-13,Planning Committee,Unit 2 Rhynefield West Baldwin Isle Of Man IM4 5HD 
Permitted,13/00199/B,Installation of a doorway and window to existing detached garage (retrospective),03-Apr-13,Head of Development Management,Sleepy Hollow The Cronk Ballaugh Isle Of Man IM7 5AY 
Permitted,13/00200/B,Alterations and erection of extension to dwelling (Alterations to PA 02/02146/B and PA 12/01229/B),04-Apr-13,Senior Planning Officer - South (SC),Greystones South Cape Laxey Isle Of Man IM4 7JB 
Permitted,13/00201/B,"Extension to provide storage facility, garden machine workshop and weather protection to existing canopied display area (comprising amendments to PA 12/00243/B)",27-Mar-13,Senior Planning Officer - North (CB),Eden Park Garden Centre Ballapaddag Cooil Road Douglas Isle Of Man IM4 2AF 
Refused,13/00202/B,Amendment to bin store approved under PA 09/01131/B (retrospective),04-Apr-13,Senior Planning Officer - South (SC),Cregville 13 Empire Terrace Douglas Isle Of Man IM2 4LE 
Permitted,13/00203/B,Alterations and extensions to dwelling and creation of new vehicular access,23-Apr-13,Planning Committee,Mill Croft Port E Vullen Ramsey Isle Of Man IM7 1AP 
Permitted,13/00204/B,Alterations and extension to dwelling (comprising amendments to PA 12/00787/B),27-Mar-13,Senior Planning Officer - North (CB),30 Howe Road Onchan Isle Of Man IM3 2BA
Permitted,13/00205/B,Demolition of existing outbuilding and erection of a timber garden house,04-Apr-13,Senior Planning Officer - South (SC),46 Selborne Drive Douglas Isle Of Man IM2 3NH
Permitted,13/00206/B,Conversion of property into two apartments,04-Apr-13,Senior Planning Officer - South (SC),26 Castlemona Avenue Douglas Isle Of Man IM2 4EQ
Permitted,13/00207/C,Additional use of residential property as tourist accommodation,04-Apr-13,Senior Planning Officer - South (SC),2 Greenfield Cottage Main Road Onchan Isle Of Man IM3 1AS
Permitted,13/00208/B,Alterations and construction of a first floor to dwelling,04-Apr-13,Senior Planning Officer - South (SC),Braemar Mount Auldyn Ramsey Isle Of Man IM8 3PJ
Permitted,13/00209/B,Installation of a flue to dwelling,09-Apr-13,Senior Planning Officer - South (SC),4 Mountain View Douglas Isle Of Man IM2 5HU
Permitted,13/00210/B,Erection of a conservatory to replace existing conservatory and porch,27-Mar-13,Senior Planning Officer - North (CB),25 Park Close Glen Vine Isle Of Man IM4 4HB
Permitted,13/00211/B,Erection of a conservatory to replace existing to dwelling,05-Apr-13,Senior Planning Officer - South (SC),8 Marina Close Onchan Isle Of Man IM3 4BN
Refused,13/00212/C,Storage of buildings and containers on site and use of land for camping and events (retrospective),02-May-13,Senior Planning Officer - South (SC),Field 210405 West Loughan Jurby Isle Of Man  
Permitted,13/00213/B,Creation of a pedestrian access (retrospective),27-Mar-13,Senior Planning Officer - North (CB),2 Ballanoa Meadow Santon Isle Of Man IM4 1HQ
Permitted,13/00214/B,Erection of an extension to swimming pool to create a gym,09-Apr-13,Senior Planning Officer - South (SC),Balliargey Abbeylands Isle Of Man IM4 5EE 
Permitted,13/00215/REM,Reserved Matters application for the erection of an agricultural workers dwelling,09-Apr-13,Planning Committee,Field 432608 Douglas Road Ballasalla Isle Of Man  
Permitted,13/00216/D,Installation of a replacement notice board (In association with 13/00217/CON),27-Mar-13,Head of Development Management,Onchan Parish Hall 136 Royal Avenue Onchan Isle Of Man IM3 1LJ
Permitted,13/00217/CON,Registered Building consent for the installation of a replacement notice board (In association with 13/00216/D) Registered Building Nos. 118,27-Mar-13,Head of Development Management,Onchan Parish Hall 136 Royal Avenue Onchan Isle Of Man IM3 1LJ
Permitted,13/00218/REM,Reserved Matters application for the conversion of former granary to create a dwelling with on site vehicular parking,09-Apr-13,Head of Development Management,The Old Granary Glentraugh Harbour Road Santon Isle Of Man  
Permitted,13/00219/B,"Alterations, erection of a garage extension with patio garden above",05-Apr-13,Head of Development Management,16 Brunswick Road Douglas Isle Of Man IM2 3LQ
Permitted,13/00220/B,Erection of an extension to dwelling and widening of existing driveway,27-Mar-13,Senior Planning Officer - North (CB),Skylea 73 Lezayre Park Ramsey Isle Of Man IM8 2PT
Permitted,13/00221/B,Erection of an agricultural building,30-Apr-13,Senior Planning Officer - North (CB),Sound Farm Sound Road Cregneash Isle Of Man IM9 5PZ 
Permitted,13/00222/B,"Installation of replacement windows, removal of a chimney stack and demolition of outbuildings within rear yard to create vehicular parking space",05-Apr-13,Head of Development Management,14 Church Road Port Erin Isle Of Man IM9 6AQ
Permitted,13/00223/B,Erection of an extension to dwelling,10-Apr-13,Director Delegation,Dhoon Parsonage Glen Mona Ramsey Isle Of Man IM7 1HD 
Refused,13/00224/B,Window alterations to dwelling (retrospective),05-Apr-13,Senior Planning Officer - North (CB),36 Malew Street Castletown Isle Of Man IM9 1AF
Permitted,13/00225/D,Erection of illuminated signage,05-Apr-13,Head of Development Management,57 Strand Street Douglas Isle Of Man IM1 2EN
Permitted,13/00226/GB,"Alterations, erection of extension and relocation and erection of replacement double garage and carport (Amendments to PA 11/01607/GB) (In association with 13/00227/CON)",14-May-13,Planning Committee,Red House Victoria Road Douglas Isle Of Man IM2 6AQ
Permitted,13/00227/CON,"Registered Building consent for alterations, erection of extension and relocation and erection of replacement double garage and carport (Amendments to PA 11/01608/CON) (In association with 13/00226/GB) Registered Building Nos. 160",14-May-13,Planning Committee,Red House Victoria Road Douglas Isle Of Man IM2 6AQ
Permitted,13/00228/B,Erection of an agricultural building,20-Jun-13,Senior Planning Officer - North (CB),Ballachristory Farm Jurby East Road Jurby Isle Of Man IM7 3HD 
Permitted,13/00229/B,Erection of two detached dwellings and a terrace of four dwellings (revised dwelling types to those approved under PA 11/00990/B),09-Apr-13,Senior Planning Officer - South (SC),"Plots A1 To A6 Of Approved Residential Development Part Of Field 134275 To The East Of Gardeners Lane And North Of Former Railway Line, Poylldooey Ramsey Isle Of Man  "
Permitted,13/00230/B,Window alterations to front and side elevations of dwelling,05-Apr-13,Senior Planning Officer - South (SC),67 Derby Road Douglas Isle Of Man IM2 3EA
Permitted,13/00231/GB,Conversion and erection of an extension to dwelling to provide three apartments with associated covered on site parking (In association with PA 13/00232/CON),02-May-13,Director Delegation,11 Harris Terrace Douglas Isle Of Man IM1 3LZ
Permitted,13/00232/CON,Registered Building consent for the conversion and erection of an extension to dwelling to provide three apartments with associated covered on site parking (In association with PA 13/00231/GB) Registered Building Nos. 210,02-May-13,Head of Development Management,11 Harris Terrace Douglas Isle Of Man IM1 3LZ
Permitted,13/00233/B,Erection of a flat roofed canopy over front entrance door,05-Apr-13,Senior Planning Officer - South (SC),Victoria House Lucerne Court Douglas Isle Of Man IM2 6BJ 
Permitted,13/00234/B,Erection of an extension to dwelling to replace existing conservatory,05-Apr-13,Senior Planning Officer - South (SC),Two Acres Ballagarey Road Glen Vine Isle Of Man IM4 4EB
Permitted,13/00235/D,Erection of replacement directional signage (amendments to PA 12/00683/D),12-Apr-13,Senior Planning Officer - South (SC),Spring Valley Trading Estate Cooil Road Douglas Isle Of Man  
Refused,13/00236/B,"Road refurbishment including road resurfacing, realignment and repaving of footpaths, creation of bus stop, creation of marked street parking, widening of Town Hall entrance and installation of street furniture",17-Sep-13,Department Application,From The Junction With Mona Street To Approximately Half Way Between The Junction With Mona Street And Athol Place Derby Road Peel Isle Of Man  
Permitted,13/00237/B,Installation of a steel flue,10-Apr-13,Director Delegation,Old School House Bernahara Road Andreas Isle Of Man IM7 3HH 
Permitted,13/00238/B,Removal of a chimney stack,11-Apr-13,Senior Planning Officer - North (CB),Foresters House Barrule Road Foxdale Isle Of Man IM4 3ES
Refused,13/00239/B,"Demolition of existing dwelling, secondary dwelling and shed and erection of a replacement dwelling with open car port and associated landscaping",01-Oct-13,Planning Committee,Ballacregga Farm Marine Drive Port Soderick IM4 1HN 
Refused,13/00240/A,Approval in principle for the erection of a dwelling,10-Apr-13,Director Delegation,Field Number 220364 Croit Miggal Dollagh Mooar Road Dollagh Ballaugh Isle Of Man  
Permitted,13/00241/B,Erection of a replacement dwelling including improvements to vehicular access and on site parking,25-Apr-13,Planning Committee,Raggatt Beg  Patrick Road Raggatt Peel Isle Of Man IM5 3AG
Refused,13/00242/B,Alterations and extensions to dwelling,10-Apr-13,Director Delegation,Newton Heath Upper Dukes Road Douglas Isle Of Man IM2 4AT 
