Decisions issued under delegated authority 1/1/12 - 31/12/12,,,,
Proposal,Address,Decision,Date decision issued,Planning Application No
Approval in principle for erection of a dwelling,Land Adjacent To Sheeoil Jurby Road Lezayre Ramsey Isle Of Man  ,REF,12-Jan-12,11/01676/A
 Additional use of dwelling as a tea room,5 Hutchinson Square Douglas Isle Of Man IM2 4HU,REF,18-Jun-12,12/00682/C
Erection of a two storey extension to side elevation and a replacement attached store,80 Royal Avenue Onchan Isle Of Man IM3 1LB,PER,16-Jul-12,12/00797/B
Erection of a single storey extension to rear elevation,61 Arbory Street Castletown Isle Of Man IM9 1LL,PER,12-Jul-12,12/00821/B
Erection of block walls and flat roof between existing storeroom and conservatory,Ballaquayle Farm St Marks Road St Marks Ballasalla Isle Of Man IM9 3AF,PER,25-Jul-12,12/00881/B
Change of use of ground floor cafe to residential,Craigmore Tent Road Laxey Isle Of Man IM4 7DB,PER,25-Jul-12,12/00882/C
Creation of a vehicular access,Longmead Hill Park Ballakillowey Colby Isle Of Man IM9 4BF,PER,12-Jul-12,12/00663/B
Approval in principle for the erection of a dwelling and garage,Land Adjacent To Shenndeeagh Ballaquane Road Peel Isle Of Man  ,PER,15-Jun-12,12/00666/A
"Alterations, demolition of existing outbuildings and erection of an extension to dwelling",The Knolle 72 Summerhill Road Onchan Isle Of Man IM3 1NH,PER,15-Jun-12,12/00667/B
Alterations and erection of extensions to dwelling,Ballafayle Farm Cranstal Bride Isle Of Man IM7 4BP ,REF,28-Sep-12,12/00935/B
Erection of canopy to safe play area,St Marys School St Marys Road Douglas Isle Of Man IM2 5RB,PER,12-Jan-12,11/01673/B
Alterations to dwelling,14 Terence Avenue Douglas Isle Of Man IM2 5BL,PER,27-Mar-12,12/00210/B
Installation of solar panel,24 Ballafurt Close Port Erin Isle Of Man IM9 6HS,PER,20-Mar-12,12/00211/B
Erection of a single storey link extension to existing detached garage,171 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JG ,PER,29-Mar-12,12/00212/B
Construction of a two storey light industrial unit and boundary wall,Land To East Of  Marsden Terrace Ramsey Isle Of Man  ,PER,15-May-12,12/00213/B
Alterations and extensions to dwelling,79 Cronk Drean Douglas Isle Of Man IM2 6AS,PER,21-Mar-12,12/00214/B
Erection of a detached garage/workshop building and alterations to vehicular access onto highway,Meadowside Cottage Main Road Greeba Isle Of Man IM4 2DU,PER,20-Mar-12,12/00215/B
Installation of replacement windows (Retrospective),Glen Cottage Glen Road Laxey Isle Of Man IM4 7AJ,REF,19-Jan-12,11/01641/B
Erection of two dwellings,Field 434035 Adjacent To Gardenfield & Irwell Malew Road Castletown Isle Of Man  ,PER,02-Feb-12,11/01505/B
Alterations and extension to dwelling,39 Ballacriy Park Colby Isle Of Man IM9 4LU,PER,05-Jan-12,11/01617/B
Approval in principle for the erection of an agricultural workers dwelling,Mount Karrin  Sulby Glen Sulby Isle Of Man IM7 2BB,REF,05-Apr-12,11/01294/A
Installation of replacement windows and doors,International Business School The Nunnery Old Castletown Road Douglas Isle Of Man IM2 1QB,PER,04-Jan-12,11/01296/B
"Alterations, installation of dormer windows and erection of first floor extension with balcony to dwelling",Shenstone Shore Road Kirk Michael Isle Of Man IM6 1HA,PER,15-Mar-12,12/00075/B
Alterations and erection of extension to dwelling,2 Carrick Bay View Colby Isle Of Man IM9 4DD ,PER,12-Mar-12,12/00147/B
Erection of a conservatory to rear elevation,14 Robert Stephen Close Reayrt Y Sheear Douglas Isle Of Man IM2 6PJ ,PER,04-Apr-12,12/00263/B
Installation of replacement garage door,7 Station Road Peel Isle Of Man IM5 1AY,PER,27-Mar-12,12/00230/B
Additional use of existing retail shop as a tea room,9-11 Malew Street Castletown Isle Of Man IM9 1AB,PER,01-Aug-12,12/00915/C
Erection of a two storey extension to side elevation,Kittiwake Cottage Minorca Hill Laxey Isle Of Man IM4 7EA,PER,13-Aug-12,12/00916/B
Alterations and extension to barn to create dwelling (comprising amendments to PA 07/0606/B) and erection of an attached garage (Retrospective),New Dwelling Grianagh House Tynwald Mills St Johns Isle Of Man IM4 3AF ,PER,23-Oct-12,12/00938/B
Alterations and extension to dwelling (Amendments to PA 12/00735/B),Dreemlang Queens Drive West Ramsey Isle Of Man IM8 2JD,PER,12-Sep-12,12/01023/B
Additional use of clubhouse as a children's nursery,Union Mills Football Club Ballaoates Road Strang Douglas Isle Of Man IM4 4TE ,PER,28-Aug-12,12/01024/C
Erection of extension to rear elevation and installation of replacement windows and door to front elevation,10 Church Avenue Onchan Isle Of Man IM3 4ED,PER,28-Aug-12,12/01027/B
Change of use of approved tourist accommodation to residential accommodation,Hillside Cottage Smeale Road Andreas Isle Of Man IM7 4JA,PER,18-Jun-12,12/00609/C
Replace existing garage door with patio doors,8 Ballagale Avenue Surby Port Erin Isle Of Man IM9 6QN,PER,07-Jun-12,12/00610/B
Alterations and erection of an extension to dwelling,139 Fairways Drive Mount Murray Douglas Isle Of Man IM4 2JG ,PER,12-Jan-12,11/01642/B
Erection of fencing and three stone pillars to existing front wall,Cass Struan Beach Road Port St. Mary Isle Of Man IM9 5NF,REF,27-Jan-12,11/01705/B
Alterations to garage and creation of doorways to rear elevation of dwelling,16 Farmhill Park Douglas Isle Of Man IM2 2EE,PER,27-Jan-12,11/01706/B
Extension to side and rear of dwelling to replace existing garage,4 Grenea Cottages Shore Road Kentraugh Port St. Mary Isle Of Man IM9 5NB,REF,27-Mar-12,12/00238/B
Approval in principle for erection of a dwelling,Parcel Of Land At  Afton Grange Douglas Road Kirk Michael Isle Of Man IM6 1AR,PER,31-May-12,12/00299/A
Alterations and extension to dwelling,Muirfield Bradda West Road Spaldrick Port Erin Isle Of Man IM9 6PL,PER,12-Apr-12,12/00301/B
Demolition of chimney stack to rear elevation,11 Queens Terrace Douglas Isle Of Man IM1 4BZ,PER,13-Apr-12,12/00303/F
Refurbishment and extension to create a dwelling,Tuck Mill Slegaby Ride Onchan Isle Of Man IM4 5BW ,PER,19-Apr-12,12/00314/B
Erection of an extension to existing garage,10 Sycamore Close Onchan Isle Of Man IM3 3HW,PER,13-Apr-12,12/00347/B
Alterations and extension to dwelling (Amendments to PA 11/00363/B),Cronk My Chree Arbory Road Castletown Isle Of Man IM9 1HA,PER,17-Apr-12,12/00362/B
Installation of replacement windows to first and second floors,9 East Street Ramsey Isle Of Man IM8 1DN,PER,28-Mar-12,12/00189/B
Demolition of existing outbuilding and erection of a log cabin,Valley Crest Main Road Santon Isle Of Man IM4 1EJ,PER,08-Mar-12,12/00125/B
Erection of extension to rear elevation,27 Cronk Cullyn Colby Isle Of Man IM9 4NQ ,PER,12-Apr-12,12/00342/B
"+Window / door alterations, installation of two roof lights and solar panels to dwelling and erection of a garden shed (retrospective)",Four Winds Patrick Village Isle Of Man IM5 3AH ,PER,20-Apr-12,12/00354/B
Erection of a dormer extension to dwelling,Kimmeragh Ballafesson Road Port Erin Isle Of Man IM9 6TX,PER,04-Apr-12,12/00264/B
Extension to existing agricultural building,Kerroocottle Cottage  Gleneedle Lower Foxdale Isle Of Man IM4 3BF ,REF,17-May-12,12/00335/B
Erection of advertising signage,Motors & Mowers Station Road Kirk Michael Isle Of Man IM6 1AE,REF,19-Apr-12,12/00337/D
"Demolition of existing house and barn and erection of a detached dwelling, garages and staff accommodation with associated hard and soft landscaping",Ballaveare Old Castletown Road Port Soderick Isle Of Man IM4 1BB,REF,02-Feb-12,11/01551/B
Registered Building Consent for the demolition and removal of existing garage and workshop,Workshop 25 Mines Road Laxey Isle Of Man IM4 7NH ,PER,23-Feb-12,11/01553/F
Landscaping works to rear garden of dwelling,Milner Mount Bradda West Road Spaldrick Port Erin Isle Of Man IM9 6PN,PER,03-Feb-12,11/01556/B
Erection of illuminated and non illuminated signage,Ramsey Park Hotel Park Road Ramsey Isle Of Man IM8 3AR ,PER,13-Aug-12,12/00937/D
"Erection of a porch, creation of an additional window and installation of replacement windows to dwelling",The Firs Glen Wyllin Kirk Michael Isle Of Man IM6 1AW ,PER,08-Aug-12,12/00939/B
Installation of replacement windows and doors,3 Harbourside Cottages Tent Road Laxey Isle Of Man IM4 7DB ,PER,13-Aug-12,12/00942/B
Creation of concrete bridge over river adjacent to A15 (Retrospective),Land Adjacent To Field 624158 Hibernia Maughold Road Maughold Isle Of Man  ,PER,15-Oct-12,12/00959/B
Creation of pitched roof over existing flat roof garage and bay window,16 Cronk Drine Union Mills Isle Of Man IM4 4NG,PER,13-Aug-12,12/00960/B
Alterations and extensions to dwelling (comprising amendments to PA 12/00003/B),The Priory Belmont Road Douglas Isle Of Man IM1 4NR ,PER,14-Aug-12,12/00961/B
"Alterations, extension and conversion of existing dwelling into three apartments and creation of vehicular access and parking spaces in rear yard",26 Castlemona Avenue Douglas Isle Of Man IM2 4EQ,REF,14-Aug-12,12/00962/B
Creation of a pedestrian access from existing car park,The Wildlife Park The Curragh Ballaugh Isle Of Man IM7 5EA ,PER,20-Mar-12,12/00195/B
Alterations to vehicular access onto highway,16 Third Avenue Douglas Isle Of Man IM2 6AL,PER,29-Mar-12,12/00228/B
Erection of a sun lounge extension to replace existing conservatory and verandah to rear elevation and alterations to driveway and vehicular access,Inglewood Little Switzerland Douglas Isle Of Man IM2 6AG,PER,29-Mar-12,12/00229/B
"Alterations, erection of an extension, replace existing garage door with windows, installation of a solar array and the erection of detached garage with store / study above",Horizon House Glen Road Colby Isle Of Man IM9 4HW,PER,16-Feb-12,11/01734/B
Extension to existing plant compound and installation of oil tank,Howard Pearson House Victoria Road Douglas Isle Of Man IM2 4RP ,PER,31-Jan-12,11/01771/B
Alteration and conversion of existing cottage to a dwelling,Bwoaillieecowle Cottage Staarvey Road Peel Isle Of Man  ,PER,23-May-12,12/00306/B
Additional use of rear annexe from tourist to tourist and ancillary accommodation,Highfield Bibaloe Beg Road Onchan Isle Of Man IM4 5AD,PER,17-Apr-12,12/00310/C
Erection of an open porch to front door,Kione Droghad Castle Hill Douglas Isle Of Man IM2 4AD,PER,13-Apr-12,12/00311/B
Erection of an awning,Laxey Dental Surgery 39 New Road Laxey Isle Of Man IM4 7BQ ,PER,03-May-12,12/00357/D
Erection of a replacement conservatory,92 - 96 Woodbourne Road Douglas Isle Of Man IM2 3AS ,PER,17-Apr-12,12/00356/B
Alteration and extensions to dwelling,2 Coronation Court Ramsey Isle Of Man IM8 3EF,PER,17-Apr-12,12/00358/B
Roof light and window alterations and creation of temporary office and associated staff accommodation,Africa House Woodbourne Road Douglas Isle Of Man IM2 3AP,PER,04-Jan-12,11/01463/B
Creation of a private parking area (Retrospective),Land Adjacent To Albert Hotel Athol Street Port St. Mary Isle Of Man IM9 5DS,PER,03-Feb-12,11/01666/B
Erection of an extension to dwelling,8 Wybourn Drive Onchan Isle Of Man IM3 4AJ,REF,31-Jan-12,11/01667/B
Installation of replacement windows to front elevation,Riversdale House 21 Droghadfayle Road Port Erin Isle Of Man IM9 6EE,PER,16-Jan-12,11/01683/B
Alterations and erection of a first floor extension,Marathon Court Nursing Home Victoria Road Douglas Isle Of Man IM2 4RQ,PER,13-Jan-12,11/01546/B
Alterations and extension to dwelling,18 Bridge Street Peel Isle Of Man IM5 1NF,PER,13-Jan-12,11/01616/B
Creation of a doorway from an existing window to side elevation,6 Fairways Court Rowany Drive Port Erin Isle Of Man IM9 6LP,PER,13-Jan-12,11/01619/B
Erection of two agricultural buildings,Southampton Farm Quines Hill Port Soderick Isle Of Man IM4 1BA ,PER,23-Feb-12,11/01620/B
Installation of replacement windows and door to front elevation (Retrospective),2 Station Road Peel Isle Of Man IM5 1AY,PER,12-Jan-12,11/01694/B
Conversion of dwelling to guest house including the installation of replacement windows and door (retrospective),2 Murrays Road Douglas Isle Of Man IM2 3HT,PER,01-Mar-12,12/00022/B
Alterations and extension to dwelling,Glevum The Promenade Laxey Isle Of Man IM4 7DF,PER,15-Mar-12,11/01696/B
Erection of a farm workers dwelling,Part Field 434603 Middle Cordeman Farm Cordeman Road St Marks Ballasalla Isle Of Man  ,PER,23-Feb-12,11/00909/B
Erection of a sun room extension to dwelling,Lowfield Cooil Ushtey Port Lewaigue Ramsey Isle Of Man IM7 1AQ,PER,05-Jan-12,11/01613/B
Erection of an extension to replace an existing ancillary room to dwelling,The Shop Sulby Bridge Sulby Isle Of Man IM7 2EZ,PER,12-Jan-12,11/01643/B
Erection of a first floor extension,Africa House Woodbourne Road Douglas Isle Of Man IM2 3AP,PER,04-Jan-12,11/01464/B
Additional use of church hall as a playgroup,Union Mills Methodist Chapel Strang Road Union Mills Isle Of Man IM4 4NL,PER,13-Feb-12,11/01611/C
"Erection of a two storey extension to nursing home, and creation of temporary compound for use during construction (Amendment to PA 10/01238/B)",Castle View Nursing Home  (And Part Of Adjoining Field) Ballatessan Meadow Glenfaba Road Peel  Isle Of Man ,PER,05-Jan-12,11/01621/B
Alterations and erection of an replacement extension to dwelling,10 Belmont Road Douglas Isle Of Man IM1 4NR,PER,13-Jan-12,11/01637/B
Installation of replacement windows and porch door,1 St Annes Terrace Newtown Santon Isle Of Man IM4 1JA,PER,13-Jan-12,11/01648/B
Installation of replacement windows and doors,The Nook Crossag Road Ballasalla Isle Of Man IM9 3EE,PER,13-Feb-12,11/01649/B
Extension to rear elevation,Glen Shoggill Ballafurt Road Port Erin Isle Of Man IM9 6HP,PER,08-Mar-12,12/00064/B
Installation of dormer and roof lights,10 Howstrake Drive Onchan Isle Of Man IM3 1BR,PER,02-Mar-12,12/00065/B
Erection of extension to replace existing,Mont Y Mer St Georges Crescent Port Erin Isle Of Man IM9 6HR,PER,09-Feb-12,11/01778/B
Erection of a replacement garage block with living accommodation,Africa House Woodbourne Road Douglas Isle Of Man IM2 3AP,PER,01-Mar-12,12/00046/B
Alterations and extension to dwelling,Kinleys Croft Bernahara Road Andreas Isle Of Man IM7 2EL,PER,09-Mar-12,12/00048/B
"Window and door alterations, roofing works and replacement of an existing fence with a wall",Laburnum Cottage Main Road Kirk Michael Isle Of Man IM6 1EA,PER,15-Mar-12,12/00084/B
Erection of a first floor extension,34 Devonshire Road Douglas Isle Of Man IM2 3RB,PER,12-Mar-12,12/00172/B
Removal of chimney stack and enlargement of attic window,36 Westbourne Drive Douglas Isle Of Man IM1 4BA,PER,12-Mar-12,12/00178/B
Subdivision of existing dwelling into two dwellings,Kerrowchord Main Road Greeba Isle Of Man IM4 3LD,REF,15-Mar-12,12/00037/B
Replace existing window with a doorway to rear elevation,Motors & Mowers Station Road Kirk Michael Isle Of Man IM6 1AE,PER,17-Feb-12,12/00038/B
Erection of direction signage (Retrospective),East Entrance Hills Meadow Peel Road Douglas Isle Of Man IM1 5EB ,PER,13-Jan-12,11/01645/D
Erection of an extension to side and rear elevation of dwelling,73 Ballagarey Road Glen Vine Isle Of Man IM4 4EU,PER,12-Jan-12,11/01646/B
Alterations and extension to dwelling,44 Howe Road Onchan Isle Of Man IM3 2BA,PER,16-Feb-12,11/01711/B
Alterations and two storey extension to provide garaging and additional living accommodation,Greenbank Bride Road Ramsey Isle Of Man IM8 3UN,PER,18-Jan-12,11/01714/B
Extend existing double garage to side elevation,16 Cronk Drean Douglas Isle Of Man IM2 6AY,PER,21-Mar-12,12/00186/B
Erection of extension to side elevation and timber decking to rear elevation,4 Erin View Port Erin Isle Of Man IM9 6FG ,PER,03-Apr-12,12/00227/B
Replace rear elevation window with patio doors,20 Westbourne Drive Douglas Isle Of Man IM1 4AZ,PER,29-Mar-12,12/00253/B
Window alterations and installation of replacement windows to dwelling,Ellenbrook House Old Castletown Road Douglas Isle Of Man IM4 1AQ,PER,12-Apr-12,12/00258/B
Installation of a flue to dwelling,Hazlewood Ballaragh Road Laxey Isle Of Man IM4 7PH ,PER,29-Mar-12,12/00259/B
Creation of an access ramp,St Pauls Church Hall Market Place West Ramsey Isle Of Man IM8 1JU ,PER,06-Jan-12,11/01638/B
Alterations and extension to kitchen staff locker room,Castle Rushen High School Arbory Road Castletown Isle Of Man IM9 1RE,PER,18-Jan-12,11/01699/B
Erection of an extension to dwelling,Thallo Yn Trooan Archallagan Crosby Isle Of Man IM4 2HJ ,PER,23-Jan-12,11/01701/B
Replace existing window with french doors to dwelling,Lough Cottage Bernahara Road Andreas Isle Of Man IM7 2EL,PER,09-Feb-12,12/00009/B
Re-construction of eroded weir apron,Laxey River Weir Opposite New Fire Station Mines Road Laxey Isle Of Man  ,PER,26-Mar-12,12/00187/B
Erection of a horse field shelter together with fencing and an access gate,Part Field 312909 Main Road St Johns Isle Of Man  ,PER,23-Jan-12,11/01710/B
Erection of a dwelling with integral garage (Amendment to PA 11/01170/B),Plot 17 Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ ,PER,31-Jan-12,11/01712/B
"Creation of a first floor apartment, erection of external stairs and installation of replacement windows",Sefton House Bay View Road Port St. Mary Isle Of Man IM9 5AQ,PER,13-Feb-12,11/01713/B
Alterations and erection of an extension to dwelling,5 Ballachrink Colby Isle Of Man IM9 4PB,PER,01-Mar-12,12/00042/B
Installation of replacement windows,Rusticana Rencell Laxey Isle Of Man IM4 7BN ,PER,01-Mar-12,12/00047/B
Erection of an extension to dwelling,8 Westlands Close Ramsey Isle Of Man IM8 3PU,PER,01-Mar-12,12/00049/B
Construction of access track and motor home parking bays in camp field with provision of screening and landscaping,Glenlough Camp Site Ballahutchin Hill Union Mills Isle Of Man IM4 4AT ,PER,01-Mar-12,12/00057/B
Alterations to form new access into camp site,Glenlough Camp Site Ballahutchin Hill Union Mills Isle Of Man IM4 4AT ,PER,01-Mar-12,12/00058/B
Erection of porch extension to rear elevation,1 Knocksharry Cottages Ramsey Road Peel Isle Of Man IM5 2AF,PER,07-Mar-12,12/00060/B
Boundary wall alterations and creation of a summerhouse to replace existing outbuilding,Arderry 30 Cronkbourne Road Douglas Isle Of Man IM2 3LB,PER,02-Mar-12,12/00077/B
Installation of replacement windows and front door,37 Malew Street Castletown Isle Of Man IM9 1AE,PER,24-Apr-12,12/00265/B
Installation of dormer to front elevation and roof lights to rear elevation,Swn Y Mor Clifton Road Port St. Mary Isle Of Man IM9 5EL,PER,08-Feb-12,11/01352/B
Erection of a detached dwelling,Land At Cronk Liauyr Douglas Isle Of Man  ,PER,27-Mar-12,12/00112/B
Erection of seven industrial/storage buildings,Unit D Balderton Court Balthane Ballasalla Isle Of Man  ,PER,12-Apr-12,12/00291/B
Installation of side door (Retrospective),19 Royal Park Ramsey Isle Of Man IM8 3UF ,PER,13-Apr-12,12/00348/B
Erection of detached garage to replace existing shed,4 Thornhill Close Port Erin Isle Of Man IM9 6NF,PER,13-Apr-12,12/00351/B
"Refurbishment and upgrade works to existing hotel to create an apart - hotel including installation of replacement windows, patio doors and infilling of part of rear yard to create space for two toilets",Ingledene Hotel 1 Castle Terrace Central Promenade Douglas Isle Of Man IM2 4LJ ,PER,06-Sep-12,12/00368/B
Construction of a garden pavilion within sunken garden area,Ballacomish House Ronague Road Ballabeg Castletown Isle Of Man IM9 4HF ,PER,13-Jan-12,11/01600/B
Alterations to front first floor windows,Bay Crest 3 Primrose Terrace Port St. Mary Isle Of Man IM9 5AP,PER,05-Jan-12,11/01618/B
Demolition of existing dwelling and erection of a building containing five apartments,18 North Shore Road Ramsey Isle Of Man IM8 3DY,REF,03-Feb-12,11/01766/B
Creation of parking area and vehicular access,West Mount Rheast Lane Peel Isle Of Man IM5 1BE,PER,01-Mar-12,12/00055/B
Erection of extension to replace existing porch and conservatory and installation of additional window,25 Park Close Glen Vine Isle Of Man IM4 4HB,PER,02-Mar-12,12/00085/B
Alterations and extension to existing stone barn to form a dwelling,Outbuildings Poylldooey House Gardeners Lane Ramsey Isle Of Man  ,PER,13-Sep-12,12/00190/B
Extensions to side and rear elevations and widening of existing vehicular access onto highway,Myrneen 31 Albany Road Peel Isle Of Man IM5 1JR,PER,17-Apr-12,12/00339/B
"Alterations, erection of extensions, driveway amendments and creation of an additional vehicular access (Amendment to PA 10/01772/B)",32 Howe Road Onchan Isle Of Man IM3 2BA,PER,04-May-12,12/00345/B
Alterations and erection of extension to dwelling (Amendment to PA 11/00386/B),43 Auburn Road Onchan Isle Of Man IM3 1LP,PER,03-May-12,12/00452/B
Change of use of part of ground floor from restaurant and bar/nightclub to office use,Peveril Building Peveril Square Douglas Isle Of Man IM1 2BS ,PER,31-Jan-12,11/01684/C
Installation of replacement windows to first and second floor flats,8 Windsor Road Douglas Isle Of Man IM1 3LB,PER,23-Feb-12,11/01690/B
 Replace existing septic tank with a bio disc,Silverdale Complex Silverdale Glen Silverdale Road Ballasalla Isle Of Man IM9 3DS,PER,03-Feb-12,11/01750/B
Erection of a golfer's shelter with toilet facilities,Land Between 6th & 13th Tees  Castletown Golf Links Langness Road Castletown Isle Of Man  ,PER,31-Jan-12,11/01752/B
Erection of an extension to rear elevation to provide ancillary accommodation,Torridon Baldrine Road Baldrine Isle Of Man IM4 6EB ,PER,20-Mar-12,12/00188/B
Erection of single storey side elevation extension and change of use from agricultural land to form part of residential curtilage,Brianswood Farm Ballavarran Road Jurby Isle Of Man IM7 3AX,PER,29-Jun-12,12/00245/B
"Installation of  external staircase, erection of raised replacement roof and alterations",Flat 1 5 Michael Street Peel Isle Of Man IM5 1HA ,PER,04-May-12,12/00246/B
Alterations and extensions to dwelling (comprising amendment to PA 11/01723/B),Del Monique Woodlands Avenue Douglas Isle Of Man IM2 3QS,PER,29-Mar-12,12/00247/B
Extension to dwelling,8 Wybourn Drive Onchan Isle Of Man IM3 4AJ,PER,29-Mar-12,12/00248/B
"Erection of lean to storage building, greenhouse, boundary wall and fencing in rear garden",The Creggans Main Road Kirk Michael Isle Of Man IM6 1AH,PER,27-Mar-12,12/00249/B
Erection of a detached dwelling with detached garage (Amendments to 10/00600/B),Plot 1 Knock Rushen Scarlett Road Castletown Isle Of Man IM9 1TQ ,PER,19-Mar-12,12/00113/B
Alterations to existing playground wall and installation of replacement fence,Kewaigue School Kewaigue Douglas Isle Of Man IM2 1QH ,PER,12-Apr-12,12/00305/B
"Alterations, erection of extensions to dwelling and creation of a pedestrian access",6 Cronk Reayrt Peel Isle Of Man IM5 1DB,PER,12-Jan-12,11/01539/B
 Creation of hardstanding for agricultural use (retrospective) and re-positioning of access gate,Field 315982  Scravorley Curragh Road St Johns Isle Of Man  ,REF,10-May-12,11/01785/B
Alterations and extensions to dwelling,The Priory Belmont Road Douglas Isle Of Man IM1 4NR ,PER,19-Mar-12,12/00003/B
Erection of raised decking with staircase and additional steps to rear elevation,The Spinney Dreemskerry Ramsey Isle Of Man IM7 1BF ,PER,17-Feb-12,12/00039/B
Installation of replacement windows,34 Glenfaba Road Peel Isle Of Man IM5 1BX,PER,01-Mar-12,12/00040/B
Erection of a vertical axis wind generator and installation of photovoltaic cells to roof,Jubilee Buildings Victoria Street Douglas Isle Of Man IM1 2LR,PER,08-Mar-12,12/00124/B
Extension to playground and installation of play equipment,Ashley Hill Primary School Ashley Road Onchan Isle Of Man IM3 3LA,PER,16-Jan-12,11/01695/B
Alterations and extensions to dwelling and widening of driveway and vehicular access,Aalin Thie Tromode Park Douglas Isle Of Man IM2 5LA,PER,02-Feb-12,11/01697/B
"Installation of cladding to front, side and rear elevations",Barclays Bank  Victoria Street Douglas Isle Of Man IM1 2LE,PER,23-Jan-12,11/01698/B
Alterations and erection of a two storey extension to dwelling,127 Royal Avenue Onchan Isle Of Man IM3 1LD,REF,31-Jan-12,11/01772/B
"Erection of a building for maintenance and repair of vehicles and equipment, storage, staff facilities and offices, to replace existing buildings",Cringle Quarry Ronague Castletown Isle Of Man IM9 4HJ ,PER,09-Feb-12,12/00005/B
Alterations and extension to existing garage block to form a dwelling and creation of new vehicular access,Garage The Priory Belmont Road Douglas Isle Of Man  ,PER,19-Mar-12,12/00006/B
Installation of replacement windows,Flat 7  Withington Court Withington Road Douglas Isle Of Man IM2 3BE,PER,17-Feb-12,12/00034/B
Erection of an orangery extension and detached garage block,The Old Vicarage Vicarage Road Douglas Isle Of Man IM4 2AB,PER,17-Feb-12,12/00036/B
Installation of three dormers and two roof lights,13 Westlands Close Ramsey Isle Of Man IM8 3PU ,PER,09-Mar-12,12/00094/B
Erection of front porch,27 Abbots Way Abbotswood Ballasalla Isle Of Man IM9 3EQ ,PER,27-Mar-12,12/00250/B
Erection of an industrial unit with associated parking and site works,Site Adjacent To Media House Tromode Industrial Estate Tromode Douglas Isle Of Man  ,PER,04-Jan-12,11/01548/B
Installation of replacement windows,The Apartment West End Buildings Parliament Street Ramsey Isle Of Man IM8 1AD ,PER,06-Jan-12,11/01628/B
Erection of a smoking shelter and replacement front wall (retrospective),2 Murrays Road Douglas Isle Of Man IM2 3HT,REF,16-Feb-12,12/00023/B
Installation of illuminated and non illuminated signage (retrospective),2 Murrays Road Douglas Isle Of Man IM2 3HT,PER,29-Feb-12,12/00024/D
"Window and door alterations, installation of replacement windows and creation of a garage door to rear of dwelling",111 Woodbourne Road Douglas Isle Of Man IM2 3AR,PER,16-Feb-12,12/00025/B
Erection of a replacement conservatory to dwelling,Garth Mount Strang Hill Strang Douglas Isle Of Man IM4 4NX,PER,16-Feb-12,12/00026/B
Installation of four replacement windows,Glen Bower Little Mill Road Onchan Isle Of Man IM4 5BD,PER,20-Mar-12,12/00181/B
Installation of a replacement windows to front elevation,31 Castlemona Avenue Douglas Isle Of Man IM2 4EA,PER,21-Feb-12,11/01738/B
Erection of a storm porch to rear of dwelling,Ballamenagh Cottage Handleys Corner Kirk Michael Isle Of Man IM6 1AY,PER,23-Jan-12,11/01739/B
Installation of a sealed cesspool and single portable toilet,Field 210405 West Loughan Jurby Isle Of Man  ,PER,03-Feb-12,11/01740/B
Widen existing driveway and vehicular access,38 Victoria Road Castletown Isle Of Man IM9 1ED,PER,27-Jan-12,11/01720/B
Installation of a solar panel,Kentraugh Kentraugh Port St. Mary Isle Of Man IM9 5NA ,REF,27-Jan-12,11/01700/B
Additional use of residential property as tourist accommodation,The Old Railway Station Port Soderick Glen Port Soderick Isle Of Man IM4 1BF ,PER,23-Jan-12,11/01704/C
"Alterations, erection of extensions, creation of a gateway and widening of driveway and vehicular access",12 Erin Crescent Port Erin Isle Of Man IM9 6FD ,PER,16-Jan-12,11/01685/B
Erection of an agricultural building,Ballagraingey Farm Bayrauyr Road St Marks Ballasalla Isle Of Man IM9 3AT,PER,23-Feb-12,11/01687/B
Installation of replacement windows and doors,24 Summerhill Road Onchan Isle Of Man IM3 1LY,PER,12-Jan-12,11/01689/B
Change of use from tourist accommodation to residential accommodation,Telford Cottage (formerly Leodest Cottage) Leodest Road Andreas Isle Of Man IM7 3EG ,PER,12-Mar-12,12/00182/C
Installation of a flue,98 Port E Chee Avenue Douglas Isle Of Man IM2 5EY,PER,20-Mar-12,12/00183/B
Demolition of existing and erection of building to provide 19 apartments with associated parking (Amendments to PA 09/00310/B),74  - 76 Waterloo Road Ramsey Isle Of Man IM8 1EH ,PER,27-Feb-12,11/01089/B
"Installation of garage door to replace window, first floor access doors and an external ramp",Optical House Harcourt Drive Balthane Ballasalla Isle Of Man IM9 2AH ,PER,09-Feb-12,11/01776/B
Replacement of existing skylights with roof lights and installation of replacement bay window,9 Albany Street Douglas Isle Of Man IM2 3LD,PER,12-Mar-12,12/00180/B
Extension to rear elevation,Bay Crest 3 Primrose Terrace Port St. Mary Isle Of Man IM9 5AP,PER,09-Feb-12,11/01780/B
Alterations and extension over yard of garage roof to dwelling,13 Wesley Terrace Douglas Isle Of Man IM1 3HG,PER,02-Mar-12,12/00076/B
Installation of replacement front door and windows to front and side elevations,Rencell Cottage Rencell Laxey Isle Of Man IM4 7BN ,REF,02-Mar-12,12/00078/B
Alterations and erection of an extension to dwelling,6 Windermere Avenue Onchan Isle Of Man IM3 2DT ,PER,02-Mar-12,12/00080/B
