Decision,PA Ref,PROPOSAL,Decision issued,Determining Body,Property Address
Permitted,12/01167/B,Installation of replacement windows to ground floor on front elevation,20-Sep-12,Senior Planning Officer - North (CB),The Anchorage Athol Park Port Erin Isle Of Man IM9 6EX
Permitted,12/01168/B,Installation of a replacement front door and frame,20-Sep-12,Senior Planning Officer - South (SC),12 Queens Avenue Douglas Isle Of Man IM1 4DA
Permitted,12/01169/B,"Erection of timber side boundary fence, re-rendering of dwelling and amendments to vehicular access and hardstanding (Retrospective) and permission for new bay windows with French doors, removal of chimney stack and erection of greenhouse in front garden",01-Nov-12,Senior Planning Officer - South (SC),9 Cronk Road Union Mills Isle Of Man IM4 4NJ
Permitted,12/01170/B,Installation of replacement windows,28-Sep-12,Senior Planning Officer - South (SC),White House 1 Drury Terrace Douglas Isle Of Man IM2 3HY
Permitted,12/01171/B,Erection of an extension to front elevation,03-Oct-12,Senior Planning Officer - North (CB),1 Queens Court Queens Road Port St. Mary Isle Of Man IM9 5EU 
Permitted,12/01172/B,Alteration to front elevation bay window and other window apertures on front elevation of dwelling,05-Oct-12,Senior Planning Officer - South (SC),Theakstons Regaby West Road Andreas Isle Of Man IM7 3HL
Permitted,12/01173/B,Enclosure of area under existing canopy to front of shop area to create a coffee lounge,16-Oct-12,Head of Development Management,Hanly's Diamond House Demesne Road Douglas Isle Of Man IM1 3DS
Permitted,12/01174/B,Alterations and extensions to dwelling,15-Nov-12,Senior Planning Officer - South (SC),Port E Vullen House Port E Vullen Ramsey Isle Of Man IM7 1AN 
Permitted,12/01176/B,Installation of new windows and alterations to existing windows,28-Sep-12,Senior Planning Officer - South (SC),Port E Vullen House Port E Vullen Ramsey Isle Of Man IM7 1AN 
Permitted,12/01177/B,Alterations and erection of a three storey extension (comprising amendments to PA 09/02065/B),28-Sep-12,Senior Planning Officer - South (SC),Baldromma Christian Ballamenagh Road Baldrine Isle Of Man IM4 6AG
Permitted,12/01178/B,Alterations and erection of extensions to dwelling,02-Oct-12,Planning Committee,Ballig Cottage Handleys Corner Kirk Michael Isle Of Man IM6 1AY
Permitted,12/01179/B,Alterations and erection of extensions to dwelling,16-Oct-12,Planning Committee,Boodee Beg Bride Road Bride Isle Of Man IM7 4AF 
Permitted,12/01180/B,Conversion of building into three apartments,02-Nov-12,Planning Committee,38 Demesne Road Douglas Isle Of Man IM1 3DY
Permitted,12/01181/B,Erection of latticed fencing (partial retrospective),05-Oct-12,Senior Planning Officer - South (SC),61 Devonshire Road Douglas Isle Of Man IM2 3RA
Permitted,12/01182/B,Erection of a two storey extension to north west elevation,28-Sep-12,Senior Planning Officer - North (CB),2 Rhenwyllan Close Port St. Mary Isle Of Man IM9 5NH
Permitted,12/01183/B,Installation of replacement windows to front elevation of dwelling,28-Sep-12,Senior Planning Officer - North (CB),21 Mona Street Peel Isle Of Man IM5 1HJ
Permitted,12/01184/C,Change of use of former dental practice to three dwellings (Retrospective),28-Sep-12,Senior Planning Officer - South (SC),1-3 Kensington Road Douglas Isle Of Man IM1 3ER
Permitted,12/01185/TEL,Installation of a 12.5 metre high slim line monopole with two antennas and associated cabinets,01-Nov-12,Director Delegation,"Embankment Off A2, Bulgham Bay A2 Isle Of Man  "
Permitted,12/01186/B,Creation of a skate park,02-Oct-12,Planning Committee,Cronk Grianagh Park Strang Douglas Isle Of Man  
Permitted,12/01187/B,Alterations and extension to dwelling including erection of roadside walls and gates,28-Sep-12,Senior Planning Officer - South (SC),Carrick House Clay Head Road Baldrine Isle Of Man IM4 6DP 
Certificate of Lawfulness AGREED,12/01188/LAW,Application for a certificate of lawful development for conversion of floor above garage into living accommodation,12-Nov-12,Head of Development Management,Yn Rheash Corlea Road Ballasalla Isle Of Man IM9 3BA
Permitted,12/01189/B,Installation of replacement roof tiles and roof light,28-Sep-12,Senior Planning Officer - South (SC),38 York Road Douglas Isle Of Man IM2 3AX
Permitted,12/01190/B,Erection of a field shelter and stable,05-Oct-12,Senior Planning Officer - South (SC),Melrose Cottage St Judes Road Andreas Isle Of Man IM7 3HF
Permitted,12/01191/B,Erection of an open sided all weather shelter,06-Nov-12,Senior Planning Officer - North (CB),The Bowling Green The Crofts   Castletown Isle Of Man 
Refused,12/01192/B,"Erection of a detached garage, creation of new vehicular access and drive and extension of domestic curtilage into adjacent Field no 224042",06-Nov-12,Senior Planning Officer - South (SC),Harleys Killane Ballaugh Isle Of Man IM7 5BB 
Permitted,12/01194/B,Installation of double doors and side lights to replace existing garage doors and widening of driveway and access onto highway,05-Oct-12,Senior Planning Officer - South (SC),12 Farmhill Gardens Douglas Isle Of Man IM2 2EG
Permitted,12/01195/B,Erection of a first floor level porch to rear elevation of converted barn,05-Oct-12,Senior Planning Officer - South (SC),Margher E Kew Hibernia Ramsey Isle Of Man IM7 1ER 
Permitted,12/01196/B,"Alterations, erection of a single and a two storey extension and installation of replacement windows to dwelling",27-Nov-12,Planning Committee,Stuggadhoo  St Marks Road Braaid Isle Of Man IM4 2AL 
Permitted,12/01198/B,Alterations to shop front and installation of replacement windows,05-Oct-12,Senior Planning Officer - South (SC),Whitehouse Buildings New Road Laxey Isle Of Man IM4 7BB
Permitted,12/01199/B,Erection of a detached storage building,05-Oct-12,Senior Planning Officer - South (SC),Stella Maris Mountain Road Ramsey Isle Of Man IM8 2JJ
Permitted,12/01200/B,Erection of an extension to replace existing conservatory,08-Oct-12,Senior Planning Officer - North (CB),1 Homefield Villas Douglas Road Ballasalla Isle Of Man IM9 2EJ
Permitted,12/01201/B,Erection of replacement stables,28-Nov-12,Senior Planning Officer - North (CB),Baltic House Baltic Road Kirk Michael Isle Of Man IM6 1EF
Permitted,12/01202/B,Alterations and extension to existing dormer window,05-Oct-12,Senior Planning Officer - South (SC),1 Blackwood Cottages Ballamona Road Ballaugh Isle Of Man IM7 5BE
Permitted,12/01204/B,Erection of a detached dwelling with integral garage,01-Nov-12,Senior Planning Officer - North (CB),Land To Rear Of Cooil Avenue  Kirk Michael Isle Of Man  
Application Withdrawn,12/01205/B, Installation of replacement windows,16-Oct-12,Withdrawn,Aingeville 93 Woodbourne Road Douglas Isle Of Man IM2 3AW
Refused,12/01206/B,Erection of an extension with first floor sun room and balcony to rear elevation,08-Oct-12,Senior Planning Officer - North (CB),9 Droghadfayle Park Port Erin Isle Of Man IM9 6ER
Permitted,12/01207/B,Installation of replacement windows and creation of double doors to basement to front elevation,26-Oct-12,Senior Planning Officer - North (CB),Primrose House The Promenade Port St. Mary Isle Of Man IM9 5DB 
Permitted,12/01208/B,Alterations and erection of a first floor extension to dwelling,05-Oct-12,Senior Planning Officer - North (CB),22 Abbots Close Ballasalla Isle Of Man IM9 3EA 
Permitted,12/01209/C,Creation of outside seating area,24-Dec-12,Department Application,Artisan  28 Victoria Street Douglas Isle Of Man IM1 2LE
Permitted,12/01210/D,Installation of demarkation barriers with signage,24-Dec-12,Department Application,Artisan  28 Victoria Street Douglas Isle Of Man IM1 2LE
Permitted,12/01211/B,Demolition of an existing semi-derelict building and erection of a detached garage / carport,15-Oct-12,Senior Planning Officer - South (SC),Ballawhannell Farm Lhen Road Bride Isle Of Man IM7 3EA 
Deemed withdrawn 4(3) Dev Pro Order 2005,12/01212/B,"Installation of roof lights to dwelling, reposition existing pedestrian access and creation of gated access to rear yard",19-Nov-12,Withdrawn,1 Malvern Road Douglas Isle Of Man IM2 5AS
Permitted,12/01213/B,Removal of gable end chimney stack,15-Oct-12,Senior Planning Officer - South (SC),3 Woodside Terrace Douglas Isle Of Man IM2 3AH
Permitted,12/01214/B,Erection of two mobile phone communications antenna and 300mm diameter microwave dish to existing floodlighting masts and creation of an enclosure to house associated electrical equipment,28-Nov-12,Planning Committee,"New Colby Football Club Ground Fields 424828, 424827,424826, 421573  Colby Isle Of Man "
Application Withdrawn,12/01215/B,Erection of a garage extension with living accommodation over,31-Oct-12,Withdrawn,Plot 18 Poachers Pocket Development Bridge Road Ballasalla Isle Of Man  
Permitted,12/01216/B,Erection of a garage extension with living accommodation over,11-Dec-12,Planning Committee,Plot 21 Poachers Pocket Development Bridge Road Ballasalla Isle Of Man  
Permitted,12/01217/B,Extension to rear elevation,15-Oct-12,Senior Planning Officer - South (SC),7 Inner Circle Douglas Isle Of Man IM2 5BE
Permitted,12/01218/B,Installation of four sun tunnels and feature window to replace existing doorway,15-Oct-12,Senior Planning Officer - North (CB),2 Carrick Bay View Colby Isle Of Man IM9 4DD 
Permitted,12/01219/C,Additional use dwelling as an office (retrospective),13-Nov-12,Planning Committee,Valley Crest Main Road Santon Isle Of Man IM4 1EJ
Permitted,12/01220/B,Engineering works for the creation of lakes (Retrospective),15-Oct-12,Senior Planning Officer - North (CB),"Field 432823,232646 & 434047 Malew Road Castletown Isle Of Man  "
Permitted,12/01221/B,Installation of replacement windows to front elevation,15-Oct-12,Senior Planning Officer - North (CB),10 Duke Street Peel Isle Of Man IM5 1NG
Permitted,12/01222/B,Installation of replacement windows to front and rear dormers,15-Oct-12,Senior Planning Officer - North (CB),3 Lime Street Port St. Mary Isle Of Man IM9 5ED
Permitted,12/01223/B,Installation of replacement windows to front and rear dormers,15-Oct-12,Senior Planning Officer - North (CB),4 Lime Street Port St. Mary Isle Of Man IM9 5ED
Permitted,12/01224/B,Installation of dormer to side elevation and erection of extension to rear elevation,15-Oct-12,Senior Planning Officer - South (SC),16 Ash Grove Ramsey Isle Of Man IM8 3HT
Refused,12/01225/B,"Alterations, creation of external staircase and erection of first floor extension and balcony to existing detached garage",15-Oct-12,Senior Planning Officer - South (SC),Ballaconn Ballalfayle Road Cornaa Ramsey Isle Of Man IM7 1EE 
Permitted,12/01226/B,Erection of a summer house (retrospective),15-Oct-12,Senior Planning Officer - South (SC),34 Sunningdale Drive Onchan Isle Of Man IM3 1EH
Refused,12/01227/B,Installation of timber gates and erection of a roofed colonnade and folly,13-Nov-12,Planning Committee,Glenside Ramsey Road Peel Isle Of Man IM5 2AQ
Permitted,12/01228/B,Erection of a sun room extension to replace existing conservatory,15-Oct-12,Senior Planning Officer - South (SC),Fairy Cottage House Fairy Cottage Laxey Isle Of Man IM4 7HR 
Permitted,12/01229/B,"Amendments to approved alterations and extension to dwelling PA 02/02146/B, including construction of retaining wall and stairs, raised decking and balcony (Retrospective)",15-Oct-12,Senior Planning Officer - South (SC),Greystones South Cape Laxey Isle Of Man IM4 7JB 
Permitted,12/01230/B,Alterations and erection of extension to dwelling,25-Oct-12,Senior Planning Officer - South (SC),Malaga Westmoreland Road Douglas Isle Of Man IM1 4AW
Permitted,12/01232/B,Erection of an extension to dwelling,15-Oct-12,Senior Planning Officer - South (SC),Argyll St Judes Road Sulby Isle Of Man IM7 2ET
Application Withdrawn,12/01233/B,"Erection of a detached double garage with storage above, creation of driveway with new gate pillars and replacement of existing septic tank with a biodisc system",10-Oct-12,Withdrawn,Heatherlea Main Road Foxdale Isle Of Man IM4 3ER
Permitted,12/01234/B,Creation of vehicle parking area and access off highway (Retrospective),15-Oct-12,Senior Planning Officer - North (CB),121 Ballamaddrell Port Erin Isle Of Man IM9 6AX
Permitted,12/01235/B,"Alterations to property including door / window alterations, installation of balustrading to front balcony and creation of staircase to rear elevation",15-Oct-12,Senior Planning Officer - North (CB),37 Station Road Port Erin Isle Of Man IM9 6AW
Permitted,12/01236/B,Erection of a garden wall,16-Oct-12,Senior Planning Officer - North (CB),16 Abbots Close Ballasalla Isle Of Man IM9 3EA 
Permitted,12/01237/B,Alterations and extensions to dwelling,15-Oct-12,Senior Planning Officer - South (SC),Dawn Slieau Lewaigue Lewaigue Ramsey Isle Of Man IM7 1BG
Refused,12/01238/B,Erection of extensions to dwelling,01-Nov-12,Senior Planning Officer - South (SC),29 Ballakermeen Drive Douglas Isle Of Man IM1 4JE 
Permitted,12/01239/B,Extension to form disabled toilet facility,16-Oct-12,Head of Development Management,Old Corn Mill Tearooms Mines Road Laxey Isle Of Man IM4 7NL 
Permitted,12/01240/C,Additional use of exhibition hall as a multi functional centre,02-Nov-12,Planning Committee,Old Corn Mill  Mines Road Laxey Isle Of Man IM4 7NL 
Permitted,12/01241/B,Creation of replacement field accesses,15-Oct-12,Senior Planning Officer - South (SC),Fields 534248 & 534050 Strenaby Farm Abbeylands Isle Of Man  
Refused,12/01242/B,Alteration and conversion of former office to a hot food take-away shop,11-Dec-12,Planning Committee,10 Prospect Hill Douglas Isle Of Man IM1 1EJ 
Permitted,12/01243/B,"Alterations including re-surfacing works and installation of seating, lighting bollards and gullies to connect to existing drainage",20-Nov-12,Department Application,Georges Lane Castletown Isle Of Man  
Permitted,12/01244/C,Additional use of residential dwelling as tourist accommodation,23-Oct-12,Senior Planning Officer - South (SC),31 Windermere Drive Onchan Isle Of Man IM3 2DN
Permitted,12/01246/B,Alterations to barn conversion to provide an attached garage with roof terrace above,18-Oct-12,Senior Planning Officer - North (CB),Ballagawne Farm Peel Road Kirk Michael Isle Of Man IM6 1HL
Refused,12/01247/B,Erection of a garden store and creation of a hard standing to provide off road parking,14-Nov-12,Senior Planning Officer - North (CB),Kilkenny Wood Colooneys Lane Cooil Douglas Isle Of Man  
Permitted,12/01248/B,Conversion of part of building from leisure to retail,23-Oct-12,Senior Planning Officer - South (SC),Sure Strike Bowling & Leisure Centre Queens Promenade Ramsey Isle Of Man IM8 1ET 
